strategy,tp,sl,rr,horizon_min,train_n,train_net,train_ev,train_wr,train_pf,train_dd,train_streak,train_tp,train_sl,train_time,oos_n,oos_net,oos_ev,oos_wr,oos_pf,oos_dd,oos_streak,oos_tp,oos_sl,oos_time,all_n,all_net,all_wr,all_pf,n_2018,net_2018,wr_2018,tp_2018,sl_2018,time_2018,n_2019,net_2019,wr_2019,tp_2019,sl_2019,time_2019,n_2020,net_2020,wr_2020,tp_2020,sl_2020,time_2020,n_2021,net_2021,wr_2021,tp_2021,sl_2021,time_2021,n_2022,net_2022,wr_2022,tp_2022,sl_2022,time_2022,n_2023,net_2023,wr_2023,tp_2023,sl_2023,time_2023,n_2024,net_2024,wr_2024,tp_2024,sl_2024,time_2024,n_2025,net_2025,wr_2025,tp_2025,sl_2025,time_2025,n_2026,net_2026,wr_2026,tp_2026,sl_2026,time_2026,oos_all_years_positive,train_pos_years
CORE B - Thu/Fri Asia Close Breakout,12.0,35.0,0.34285714285714286,480,482,138.01100000000088,0.286329875518674,0.5228215767634855,1.0778734566908568,161.62800000000016,6,116,4,362,324,424.9150000000004,1.3114660493827173,0.6296296296296297,1.2451106506595662,185.60699999999952,7,169,22,133,806,562.9260000000013,0.56575682382134,1.1605694089042455,97,7.079000000000178,0.4845360824742268,7,0,90,97,-87.03000000000043,0.422680412371134,13,0,84,91,11.982000000000653,0.5384615384615384,27,3,61,97,82.41400000000044,0.5567010309278351,33,1,63,100,123.56600000000003,0.61,36,0,64,98,10.266000000000076,0.4897959183673469,32,1,65,99,234.41800000000103,0.6666666666666666,49,1,49,81,98.23099999999931,0.6666666666666666,52,10,19,46,82.0,0.782608695652174,36,10,0,True,4
CORE B - Thu/Fri Asia Close Breakout,15.0,8.0,1.875,480,482,102.0790000000029,0.21178215767635458,0.43775933609958506,1.0595528475442686,105.32399999999961,6,76,190,216,324,48.41999999999962,0.14944444444444327,0.39197530864197533,1.0320938343647943,127.20699999999988,10,92,183,49,806,150.49900000000252,0.41935483870967744,1.0466983286541616,97,-6.072000000000344,0.4639175257731959,4,18,75,97,-32.99199999999951,0.41237113402061853,7,30,60,91,5.9610000000004675,0.4175824175824176,18,49,24,97,64.3570000000002,0.44329896907216493,25,48,24,100,70.82500000000209,0.45,22,45,33,98,19.881999999999607,0.41836734693877553,22,48,28,99,-20.644999999999982,0.3939393939393939,25,56,18,81,3.1829999999999927,0.35802469135802467,27,51,3,46,46.0,0.391304347826087,18,28,0,False,3
CORE B - Thu/Fri Asia Close Breakout,15.0,10.0,1.5,480,482,56.20100000000343,0.11659958506224778,0.46887966804979253,1.0308131680636536,161.77799999999888,6,78,149,255,324,162.88299999999958,0.5027253086419741,0.4506172839506173,1.099806187894188,122.37900000000013,7,106,153,65,806,219.08400000000302,0.46153846153846156,1.0633938102173062,97,12.414999999999736,0.4845360824742268,4,7,86,97,-73.71999999999935,0.41237113402061853,7,26,64,91,-23.91799999999921,0.45054945054945056,18,42,31,97,46.93600000000038,0.4742268041237113,26,40,31,100,94.48800000000188,0.52,23,34,43,98,4.405999999999494,0.4387755102040816,23,38,37,99,10.311000000000377,0.46464646464646464,28,48,23,81,58.16599999999971,0.43209876543209874,33,43,5,46,90.0,0.4782608695652174,22,24,0,True,3
CORE B - Thu/Fri Asia Close Breakout,15.0,12.0,1.25,480,482,79.0380000000041,0.1639792531120417,0.487551867219917,1.0424209765873673,142.41599999999926,6,81,108,293,324,221.68599999999992,0.6842160493827159,0.49382716049382713,1.1300028148530412,106.1740000000002,7,113,127,84,806,300.724000000004,0.49007444168734493,1.084273664942096,97,7.648000000000138,0.4845360824742268,4,4,89,97,-97.39399999999932,0.41237113402061853,7,20,70,91,3.5640000000007603,0.4835164835164835,20,31,40,97,50.39600000000064,0.4948453608247423,27,28,42,100,114.82400000000189,0.56,23,25,52,98,19.555999999999585,0.46938775510204084,23,27,48,99,21.168000000000802,0.5151515151515151,29,40,30,81,111.96199999999953,0.49382716049382713,38,37,6,46,69.0,0.5,23,23,0,True,4
CORE B - Thu/Fri Asia Close Breakout,15.0,15.0,1.0,480,482,96.92200000000321,0.20108298755187387,0.5,1.0513418964961962,150.39099999999962,6,82,64,336,324,330.64200000000005,1.0205000000000002,0.5308641975308642,1.1888730975137725,93.82300000000032,7,122,96,106,806,427.56400000000326,0.5124069478908189,1.1175149379668983,97,7.8250000000000455,0.4845360824742268,4,1,92,97,-81.769,0.422680412371134,7,8,82,91,-22.60199999999918,0.4945054945054945,20,22,49,97,80.74600000000055,0.5257731958762887,27,16,54,100,112.7220000000018,0.57,24,17,59,98,74.76599999999962,0.4897959183673469,25,16,57,99,87.64800000000082,0.5656565656565656,32,28,39,81,48.22799999999961,0.5061728395061729,38,33,10,46,120.0,0.5869565217391305,27,19,0,True,3
CORE B - Thu/Fri Asia Close Breakout,15.0,20.0,0.75,480,482,283.63500000000226,0.5884543568464777,0.5186721991701245,1.1612832605676984,125.51500000000078,6,84,24,374,324,443.9399999999998,1.3701851851851847,0.5679012345679012,1.2489999394242612,163.78999999999996,7,131,66,127,806,727.5750000000021,0.5384615384615384,1.2054422610042173,97,10.78300000000013,0.4845360824742268,4,0,93,97,-78.59100000000035,0.422680412371134,7,2,88,91,74.92600000000061,0.5384615384615384,22,9,60,97,132.21800000000053,0.5463917525773195,27,6,64,100,144.29900000000134,0.6,24,7,69,98,82.48099999999977,0.4897959183673469,25,7,66,99,154.37100000000078,0.6161616161616161,34,18,47,81,112.08799999999928,0.5679012345679012,43,24,14,46,95.0,0.6304347826086957,29,17,0,True,4
CORE B - Thu/Fri Asia Close Breakout,15.0,25.0,0.6,480,482,270.2760000000021,0.5607385892116227,0.5186721991701245,1.1525282834445008,126.64500000000089,6,84,15,383,324,481.35599999999954,1.4856666666666651,0.5864197530864198,1.2622513179142627,209.3699999999999,7,137,49,138,806,751.6320000000017,0.5459057071960298,1.208355544319546,97,10.78300000000013,0.4845360824742268,4,0,93,97,-79.72100000000046,0.422680412371134,7,1,89,91,83.09700000000066,0.5384615384615384,22,5,64,97,143.0560000000005,0.5463917525773195,27,3,67,100,113.06100000000129,0.6,24,6,70,98,67.14999999999964,0.4897959183673469,25,4,69,99,172.27500000000077,0.6262626262626263,35,12,52,81,71.93099999999913,0.5802469135802469,44,20,17,46,170.0,0.717391304347826,33,13,0,True,4
CORE B - Thu/Fri Asia Close Breakout,15.0,30.0,0.5,480,482,265.06800000000203,0.5499336099585105,0.5186721991701245,1.1491508180652406,122.17500000000041,6,84,8,390,324,564.1639999999993,1.7412469135802449,0.5987654320987654,1.311234048375102,172.23999999999978,7,141,33,150,806,829.2320000000013,0.5508684863523573,1.2309935598962523,97,10.78300000000013,0.4845360824742268,4,0,93,97,-74.6810000000005,0.422680412371134,7,0,90,91,72.3030000000008,0.5384615384615384,22,3,66,97,128.0560000000005,0.5463917525773195,27,3,67,100,128.6070000000011,0.6,24,2,74,98,62.122999999999365,0.4897959183673469,25,2,71,99,199.25400000000104,0.6262626262626263,35,5,59,81,107.7869999999989,0.6049382716049383,46,15,20,46,195.0,0.7608695652173914,35,11,0,True,4
CORE B - Thu/Fri Asia Close Breakout,15.0,35.0,0.42857142857142855,480,482,257.47400000000175,0.5341784232365182,0.5186721991701245,1.1442613214550863,132.1750000000004,6,84,4,394,324,558.1129999999994,1.7225709876543192,0.6018518518518519,1.304361246188756,184.73699999999963,7,142,23,159,806,815.5870000000011,0.5521091811414393,1.225394045146959,97,10.78300000000013,0.4845360824742268,4,0,93,97,-74.6810000000005,0.422680412371134,7,0,90,91,57.30300000000079,0.5384615384615384,22,3,66,97,134.33800000000042,0.5463917525773195,27,1,69,100,129.7310000000009,0.6,24,0,76,98,62.78299999999945,0.4897959183673469,25,1,72,99,206.19700000000103,0.6262626262626263,35,1,63,81,99.1329999999989,0.6049382716049383,46,11,24,46,190.0,0.782608695652174,36,10,0,True,4
CORE B - Thu/Fri Asia Close Breakout,20.0,8.0,2.5,480,482,139.12800000000288,0.2886473029045703,0.4315352697095436,1.080046441757079,106.47599999999989,7,43,193,246,324,98.53199999999993,0.3041111111111109,0.36728395061728397,1.0626917123022273,151.20000000000027,10,66,190,68,806,237.6600000000028,0.4057071960297767,1.0718053334026236,97,3.0539999999996326,0.4639175257731959,2,18,77,97,-16.172999999999547,0.41237113402061853,4,30,63,91,23.7150000000006,0.4175824175824176,12,49,30,97,84.37099999999987,0.4329896907216495,16,49,32,100,44.16100000000233,0.43,9,47,44,98,50.45699999999965,0.41836734693877553,15,48,35,99,29.60900000000038,0.3838383838383838,20,57,22,81,-33.534000000000106,0.30864197530864196,16,54,11,46,52.0,0.32608695652173914,15,31,0,False,4
CORE B - Thu/Fri Asia Close Breakout,20.0,10.0,2.0,480,482,97.25000000000341,0.2017634854771855,0.46265560165975106,1.0524561903159149,130.81099999999878,7,45,152,285,324,234.8280000000002,0.7247777777777784,0.4228395061728395,1.1366086808304678,121.47500000000014,8,78,161,85,806,332.0780000000036,0.4466501240694789,1.0929432611111791,97,21.540999999999713,0.4845360824742268,2,7,88,97,-56.900999999999385,0.41237113402061853,4,26,67,91,-6.163999999999078,0.45054945054945056,12,42,37,97,69.95000000000005,0.4639175257731959,17,41,39,100,68.82400000000212,0.5,10,36,54,98,35.81399999999985,0.4387755102040816,15,38,45,99,73.56500000000074,0.45454545454545453,23,49,27,81,15.448999999999614,0.37037037037037035,21,47,13,46,110.0,0.41304347826086957,19,27,0,True,3
CORE B - Thu/Fri Asia Close Breakout,20.0,12.0,1.6666666666666667,480,482,109.39300000000412,0.22695643153527825,0.48132780082987553,1.057600061500164,126.93000000000006,6,46,111,325,324,344.63100000000054,1.0636759259259276,0.4691358024691358,1.1918635141379448,115.66800000000035,7,86,134,104,806,454.02400000000466,0.47642679900744417,1.122861537495685,97,16.774000000000115,0.4845360824742268,2,4,91,97,-80.57499999999936,0.41237113402061853,4,20,73,91,11.624000000000933,0.4835164835164835,12,31,48,97,76.41000000000031,0.4845360824742268,18,29,50,100,85.16000000000213,0.54,10,27,63,98,50.96399999999994,0.46938775510204084,15,27,56,99,87.42200000000116,0.5050505050505051,24,41,34,81,118.24499999999944,0.4444444444444444,27,40,14,46,88.0,0.43478260869565216,20,26,0,True,4
CORE B - Thu/Fri Asia Close Breakout,20.0,15.0,1.3333333333333333,480,482,140.17400000000316,0.29081742738589866,0.49377593360995853,1.0731643282274106,138.1959999999999,6,47,65,370,324,465.8450000000007,1.4377932098765454,0.5092592592592593,1.2532848271054922,94.29800000000023,7,91,101,132,806,606.0190000000039,0.5,1.161385883119274,97,16.951000000000022,0.4845360824742268,2,1,94,97,-64.95000000000005,0.422680412371134,4,8,85,91,-14.541999999999007,0.4945054945054945,12,22,57,97,113.78700000000026,0.5154639175257731,18,16,63,100,88.92800000000193,0.55,11,18,71,98,95.20000000000005,0.4897959183673469,15,16,67,99,143.81400000000144,0.5555555555555556,25,29,45,81,76.83099999999922,0.4691358024691358,27,34,20,46,150.0,0.5217391304347826,24,22,0,True,3
CORE B - Thu/Fri Asia Close Breakout,20.0,20.0,1.0,480,482,331.8870000000022,0.688562240663905,0.5124481327800829,1.1852340520294233,103.51200000000085,6,49,25,408,324,565.1759999999999,1.7443703703703701,0.5432098765432098,1.2972854977218715,133.0699999999997,7,98,71,155,806,897.0630000000021,0.5248138957816377,1.2429196073806634,97,19.909000000000106,0.4845360824742268,2,0,95,97,-61.77200000000039,0.422680412371134,4,2,91,91,92.98600000000079,0.5384615384615384,14,9,68,97,165.25900000000024,0.5360824742268041,18,6,73,100,115.50500000000147,0.58,11,8,81,98,102.91500000000019,0.4897959183673469,15,7,76,99,215.5370000000014,0.6060606060606061,27,19,53,81,126.72399999999834,0.5185185185185185,30,25,26,46,120.0,0.5652173913043478,26,20,0,True,4
CORE B - Thu/Fri Asia Close Breakout,20.0,25.0,0.8,480,482,313.52800000000207,0.6504730290456474,0.5124481327800829,1.1732126164868226,118.80899999999951,6,49,16,417,324,674.6719999999996,2.08232098765432,0.5648148148148148,1.3492767233408536,188.64999999999964,7,105,52,167,806,988.2000000000016,0.533498759305211,1.2641044102389771,97,19.909000000000106,0.4845360824742268,2,0,95,97,-62.9020000000005,0.422680412371134,4,1,92,91,101.15700000000083,0.5384615384615384,14,5,72,97,176.0970000000002,0.5360824742268041,18,3,76,100,79.26700000000142,0.58,11,7,82,98,87.58400000000006,0.4897959183673469,15,4,79,99,255.52100000000132,0.6161616161616161,28,12,59,81,86.56699999999819,0.5308641975308642,31,21,29,46,245.0,0.6739130434782609,31,15,0,True,4
CORE B - Thu/Fri Asia Close Breakout,20.0,30.0,0.6666666666666666,480,482,303.320000000002,0.6292946058091328,0.5124481327800829,1.166633338533988,122.97799999999961,6,49,9,424,324,762.4799999999993,2.3533333333333313,0.5771604938271605,1.3963368676246917,167.8699999999999,7,109,36,179,806,1065.8000000000013,0.5384615384615384,1.2846610482299896,97,19.909000000000106,0.4845360824742268,2,0,95,97,-57.862000000000535,0.422680412371134,4,0,93,91,90.36300000000097,0.5384615384615384,14,3,74,97,161.0970000000002,0.5360824742268041,18,3,76,100,89.81300000000124,0.58,11,3,86,98,82.55699999999979,0.4897959183673469,15,2,81,99,282.5000000000016,0.6161616161616161,28,5,66,81,127.42299999999796,0.5555555555555556,33,16,32,46,270.0,0.717391304347826,33,13,0,True,4
CORE B - Thu/Fri Asia Close Breakout,20.0,35.0,0.5714285714285714,480,482,296.9570000000017,0.6160933609958541,0.5124481327800829,1.1625694510214626,120.62299999999982,6,49,4,429,324,746.4289999999994,2.3037932098765412,0.5802469135802469,1.3808565776590167,177.0,7,110,26,188,806,1043.386000000001,0.5397022332506204,1.2755530413710126,97,19.909000000000106,0.4845360824742268,2,0,95,97,-57.862000000000535,0.422680412371134,4,0,93,91,75.36300000000097,0.5384615384615384,14,3,74,97,167.37900000000013,0.5360824742268041,18,1,78,100,92.16800000000103,0.58,11,0,89,98,83.21699999999987,0.4897959183673469,15,1,82,99,289.4430000000016,0.6161616161616161,28,1,70,81,113.76899999999796,0.5555555555555556,33,12,36,46,260.0,0.7391304347826086,34,12,0,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,8.0,3.125,480,482,97.42900000000282,0.20213485477179008,0.42738589211618255,1.0556943689402543,119.40299999999888,7,19,194,269,324,199.10200000000054,0.614512345679014,0.3549382716049383,1.1252494269157123,158.52100000000019,10,49,192,83,806,296.53100000000336,0.39826302729528534,1.0888084588326739,97,3.4469999999996617,0.4639175257731959,0,18,79,97,-10.732999999999493,0.41237113402061853,3,30,64,91,48.77900000000045,0.4175824175824176,7,49,35,97,39.332999999999856,0.422680412371134,6,49,42,100,16.60300000000234,0.42,3,48,49,98,100.80199999999991,0.41836734693877553,10,48,40,99,47.664000000001124,0.37373737373737376,14,58,27,81,-76.36400000000049,0.2716049382716049,10,55,16,46,127.0,0.32608695652173914,15,31,0,False,4
CORE B - Thu/Fri Asia Close Breakout,25.0,10.0,2.5,480,482,60.586000000003196,0.12569709543569127,0.45850622406639,1.032447723528645,153.01899999999887,7,20,153,309,324,315.12400000000093,0.9726049382716078,0.4104938271604938,1.1810083771028925,115.154,8,57,163,104,806,375.71000000000413,0.4392059553349876,1.1041289046607057,97,21.93399999999974,0.4845360824742268,0,7,90,97,-51.46099999999933,0.41237113402061853,3,26,68,91,18.900000000000773,0.45054945054945056,7,42,42,97,29.912000000000035,0.4536082474226804,7,41,49,100,41.30100000000198,0.49,3,37,60,98,86.1590000000001,0.4387755102040816,10,38,50,99,83.9130000000016,0.45454545454545453,15,49,35,81,-24.948000000000775,0.3333333333333333,14,48,19,46,170.0,0.391304347826087,18,28,0,False,4
CORE B - Thu/Fri Asia Close Breakout,25.0,12.0,2.0833333333333335,480,482,75.72900000000391,0.15711410788382554,0.47717842323651455,1.0395566958936358,138.92399999999884,7,21,112,349,324,421.6670000000015,1.301441358024696,0.4537037037037037,1.2298936365673445,105.86599999999976,7,63,137,124,806,497.3960000000054,0.46774193548387094,1.1326875854479994,97,17.167000000000144,0.4845360824742268,0,4,93,97,-75.13499999999931,0.41237113402061853,3,20,74,91,36.688000000000784,0.4835164835164835,7,31,53,97,41.3720000000003,0.4742268041237113,8,29,60,100,55.63700000000199,0.53,3,28,69,98,101.3090000000002,0.46938775510204084,10,27,61,99,102.77000000000203,0.5050505050505051,16,41,42,81,66.58799999999928,0.3950617283950617,18,42,21,46,151.0,0.41304347826086957,19,27,0,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,15.0,1.6666666666666667,480,482,108.51000000000295,0.22512448132780694,0.4896265560165975,1.0561024828101822,145.1709999999989,7,22,66,394,324,558.8810000000017,1.7249413580246966,0.49382716049382713,1.296305152194902,96.03599999999983,7,68,104,152,806,667.3910000000046,0.4913151364764268,1.1746956919157798,97,17.34400000000005,0.4845360824742268,0,1,96,97,-59.50999999999999,0.422680412371134,3,8,86,91,10.522000000000844,0.4945054945054945,7,22,62,97,78.74900000000025,0.5051546391752577,8,16,73,100,61.40500000000179,0.54,4,19,77,98,145.5450000000003,0.4897959183673469,10,16,72,99,164.1620000000023,0.5555555555555556,17,29,53,81,19.17399999999907,0.41975308641975306,18,36,27,46,230.0,0.5,23,23,0,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,20.0,1.25,480,482,305.223000000002,0.6332427385892158,0.508298755186722,1.168169073216907,101.1889999999994,6,24,26,432,324,692.7920000000008,2.1382469135802493,0.5308641975308642,1.3565441375139922,153.42000000000007,7,73,73,178,806,998.0150000000028,0.5173697270471465,1.26556710763981,97,20.302000000000135,0.4845360824742268,0,0,97,97,-56.332000000000335,0.422680412371134,3,2,92,91,128.05000000000064,0.5384615384615384,9,9,73,97,130.22100000000023,0.5257731958762887,8,6,83,100,82.98200000000134,0.57,4,9,87,98,153.26000000000045,0.4897959183673469,10,7,81,99,239.2250000000024,0.6060606060606061,18,19,62,81,53.75699999999779,0.4691358024691358,20,27,34,46,246.55000000000018,0.5652173913043478,25,20,1,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,25.0,1.0,480,482,281.86400000000185,0.5847800829875557,0.508298755186722,1.1533256162094427,127.42699999999945,6,24,17,441,324,779.8180000000002,2.4068456790123465,0.5493827160493827,1.3922923723079568,214.0,7,78,54,192,806,1061.682000000002,0.5248138957816377,1.27747795780915,97,20.302000000000135,0.4845360824742268,0,0,97,97,-57.462000000000444,0.422680412371134,3,1,93,91,136.22100000000069,0.5384615384615384,9,5,77,97,141.0590000000002,0.5257731958762887,8,3,86,100,41.74400000000128,0.57,4,8,88,98,137.92900000000031,0.4897959183673469,10,4,84,99,266.0090000000025,0.6161616161616161,18,12,69,81,8.599999999997635,0.48148148148148145,21,23,37,46,367.27999999999975,0.6521739130434783,29,15,2,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,30.0,0.8333333333333334,480,482,266.65600000000177,0.5532282157676385,0.508298755186722,1.1438627839425457,131.59599999999955,6,24,10,448,324,877.626,2.7087222222222223,0.5617283950617284,1.441009004337096,157.8699999999999,7,82,38,204,806,1144.2820000000017,0.5297766749379652,1.2977121619529688,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.42200000000048,0.422680412371134,3,0,94,91,125.42700000000082,0.5384615384615384,9,3,79,97,126.0590000000002,0.5257731958762887,8,3,86,100,47.2900000000011,0.57,4,4,92,98,132.90200000000004,0.4897959183673469,10,2,86,99,292.9880000000028,0.6161616161616161,18,5,76,81,49.4559999999974,0.5061728395061729,23,18,40,46,402.27999999999975,0.6956521739130435,31,13,2,True,4
CORE B - Thu/Fri Asia Close Breakout,25.0,35.0,0.7142857142857143,480,482,255.29300000000148,0.5296535269709575,0.508298755186722,1.1368931533851294,130.35099999999966,6,24,5,453,324,856.575,2.6437500000000003,0.5648148148148148,1.4206956267202067,184.36699999999973,7,83,28,213,806,1111.8680000000015,0.5310173697270472,1.2850213496594083,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.42200000000048,0.422680412371134,3,0,94,91,110.42700000000082,0.5384615384615384,9,3,79,97,132.34100000000012,0.5257731958762887,8,1,88,100,44.64500000000089,0.57,4,1,95,98,133.56200000000013,0.4897959183673469,10,1,87,99,299.93100000000277,0.6161616161616161,18,1,80,81,25.801999999997406,0.5061728395061729,23,14,44,46,397.27999999999975,0.717391304347826,32,12,2,True,4
CORE B - Thu/Fri Asia Close Breakout,30.0,8.0,3.75,480,482,81.18000000000325,0.16842323651452956,0.42531120331950206,1.0463528664777093,143.5659999999998,7,10,194,278,324,115.95599999999945,0.3578888888888872,0.3395061728395062,1.0711541907312268,154.47700000000077,10,31,197,96,806,197.1360000000027,0.39081885856079407,1.0583071477246921,97,3.4469999999996617,0.4639175257731959,0,18,79,97,-5.999999999999545,0.41237113402061853,2,30,65,91,18.15100000000075,0.4065934065934066,3,49,39,97,49.99599999999987,0.422680412371134,4,49,44,100,15.586000000002514,0.42,1,48,51,98,123.58499999999981,0.41836734693877553,7,48,43,99,15.522000000000844,0.37373737373737376,6,58,35,81,-73.1510000000012,0.25925925925925924,7,56,18,46,50.0,0.2391304347826087,11,35,0,False,4
CORE B - Thu/Fri Asia Close Breakout,30.0,10.0,3.0,480,482,49.33700000000363,0.10235892116183325,0.45643153526970953,1.0263949261309093,154.96299999999928,7,11,153,318,324,229.31499999999983,0.7077623456790119,0.3950617283950617,1.1280419847498737,126.62700000000086,8,36,168,120,806,278.65200000000345,0.4317617866004963,1.0761319093002673,97,21.93399999999974,0.4845360824742268,0,7,90,97,-46.72799999999938,0.41237113402061853,2,26,69,91,-11.727999999998929,0.43956043956043955,3,42,46,97,45.575000000000045,0.4536082474226804,5,41,51,100,40.28400000000215,0.49,1,37,62,98,108.94200000000001,0.4387755102040816,7,38,53,99,56.77100000000132,0.45454545454545453,7,49,43,81,-26.318000000001575,0.32098765432098764,9,49,23,46,89.92000000000007,0.30434782608695654,13,32,1,False,3
CORE B - Thu/Fri Asia Close Breakout,30.0,12.0,2.5,480,482,69.48000000000434,0.14414937759337,0.475103734439834,1.0362547412153502,132.66199999999867,7,12,112,358,324,301.8080000000002,0.9315061728395069,0.4351851851851852,1.1583310731446037,143.14000000000033,7,39,143,142,806,371.28800000000456,0.45905707196029777,1.0971291432948391,97,17.167000000000144,0.4845360824742268,0,4,93,97,-70.40199999999936,0.41237113402061853,2,20,75,91,6.060000000001082,0.4725274725274725,3,31,57,97,62.03500000000031,0.4742268041237113,6,29,62,100,54.620000000002165,0.53,1,28,71,98,124.0920000000001,0.46938775510204084,7,27,64,99,77.08800000000178,0.5050505050505051,7,41,51,81,32.707999999998265,0.37037037037037035,11,44,26,46,67.92000000000007,0.32608695652173914,14,31,1,True,4
CORE B - Thu/Fri Asia Close Breakout,30.0,15.0,2.0,480,482,96.94100000000321,0.20112240663901082,0.487551867219917,1.0500693133127028,138.90899999999874,7,12,66,404,324,479.75199999999995,1.4807160493827158,0.4783950617283951,1.2446257763872226,185.79400000000123,7,44,109,171,806,576.6930000000032,0.4838709677419355,1.147972328556441,97,17.34400000000005,0.4845360824742268,0,1,96,97,-54.777000000000044,0.422680412371134,2,8,87,91,-20.105999999998858,0.4835164835164835,3,22,66,97,99.41200000000026,0.5051546391752577,6,16,75,100,55.0680000000018,0.54,1,19,80,98,168.3280000000002,0.4897959183673469,7,16,75,99,143.48000000000206,0.5555555555555556,8,29,62,81,-20.70600000000195,0.3950617283950617,11,38,32,46,188.64999999999964,0.43478260869565216,18,26,2,False,3
CORE B - Thu/Fri Asia Close Breakout,30.0,20.0,1.5,480,482,303.65400000000227,0.6299875518672247,0.5062240663900415,1.1671207182931636,101.1889999999994,6,14,26,442,324,600.7859999999991,1.8542777777777752,0.5154320987654321,1.2940596894387133,255.7800000000002,7,48,78,198,806,904.4400000000014,0.5099255583126551,1.2343079064540374,97,20.302000000000135,0.4845360824742268,0,0,97,97,-51.59900000000039,0.422680412371134,2,2,93,91,107.42200000000093,0.5274725274725275,5,9,77,97,150.88400000000024,0.5257731958762887,6,6,85,100,76.64500000000135,0.57,1,9,90,98,176.04300000000035,0.4897959183673469,7,7,84,99,210.6660000000022,0.6060606060606061,8,19,72,81,13.87699999999677,0.4444444444444444,13,29,39,46,200.19999999999982,0.5,20,23,3,True,4
CORE B - Thu/Fri Asia Close Breakout,30.0,25.0,1.2,480,482,280.2950000000021,0.5815248962655646,0.5062240663900415,1.152306674933288,127.42699999999945,6,14,17,451,324,706.0619999999981,2.1792037037036978,0.5370370370370371,1.3381767551197417,302.5500000000002,7,52,58,214,806,986.3570000000002,0.5186104218362283,1.251097581527536,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.7290000000005,0.422680412371134,2,1,94,91,115.59300000000098,0.5274725274725275,5,5,81,97,161.7220000000002,0.5257731958762887,6,3,88,100,35.40700000000129,0.57,1,8,91,98,160.71200000000022,0.4897959183673469,7,4,87,99,237.45000000000232,0.6161616161616161,8,12,79,81,7.529999999996562,0.4691358024691358,14,24,43,46,300.369999999999,0.5869565217391305,23,18,5,True,4
CORE B - Thu/Fri Asia Close Breakout,30.0,30.0,1.0,480,482,265.08700000000204,0.5499730290456474,0.5062240663900415,1.1428623781420095,131.59599999999955,6,14,10,458,324,759.7999999999968,2.3450617283950517,0.5462962962962963,1.3605645459416063,265.12000000000035,7,54,41,229,806,1024.8869999999988,0.5223325062034739,1.2586275030332146,97,20.302000000000135,0.4845360824742268,0,0,97,97,-47.68900000000053,0.422680412371134,2,0,95,91,104.79900000000112,0.5274725274725275,5,3,83,97,146.7220000000002,0.5257731958762887,6,3,88,100,40.95300000000111,0.57,1,4,95,98,155.68499999999995,0.4897959183673469,7,2,89,99,264.4290000000026,0.6161616161616161,8,5,86,81,3.6859999999960564,0.48148148148148145,15,19,47,46,335.9999999999982,0.6304347826086957,24,15,7,True,4
CORE B - Thu/Fri Asia Close Breakout,30.0,35.0,0.8571428571428571,480,482,253.72400000000175,0.5263983402489663,0.5062240663900415,1.1359062919143148,130.35099999999966,6,14,5,463,324,732.9489999999967,2.262188271604928,0.5493827160493827,1.338685052737808,273.41700000000037,7,55,30,239,806,986.6729999999984,0.5235732009925558,1.244770908304279,97,20.302000000000135,0.4845360824742268,0,0,97,97,-47.68900000000053,0.422680412371134,2,0,95,91,89.79900000000112,0.5274725274725275,5,3,83,97,153.00400000000013,0.5257731958762887,6,1,90,100,38.3080000000009,0.57,1,1,98,98,156.34500000000003,0.4897959183673469,7,1,90,99,271.3720000000026,0.6161616161616161,8,1,90,81,-20.768000000004122,0.48148148148148145,15,14,52,46,325.9999999999982,0.6521739130434783,25,14,7,False,4
Satellite C - 14:00 Previous Close Continuation,4.0,8.0,0.5,1440,1304,-423.1930000000009,-0.3245345092024547,0.6073619631901841,0.8801460588302265,454.2520000000013,5,769,397,138,949,-522.8800000000006,-0.550979978925185,0.6143308746048473,0.8164869077405192,598.8800000000006,7,581,352,16,2253,-946.0730000000015,0.6102973812694186,0.8517169956670534,260,-84.57900000000018,0.5576923076923077,137,62,61,261,-89.14900000000057,0.5862068965517241,138,64,59,262,-55.74300000000039,0.6374045801526718,167,87,8,261,-55.88299999999981,0.6360153256704981,166,87,8,260,-137.83899999999994,0.6192307692307693,161,97,2,260,-124.64500000000044,0.6115384615384616,158,91,11,262,-171.65800000000036,0.6106870229007634,159,101,2,261,-225.57699999999977,0.5900383141762452,154,105,2,166,-1.0,0.6626506024096386,110,55,1,False,0
