strategy,tp,sl,rr,horizon_min,train_n,train_net,train_ev,train_wr,train_pf,train_dd,train_streak,train_tp,train_sl,train_time,oos_n,oos_net,oos_ev,oos_wr,oos_pf,oos_dd,oos_streak,oos_tp,oos_sl,oos_time,all_n,all_net,all_wr,all_pf,n_2018,net_2018,wr_2018,tp_2018,sl_2018,time_2018,n_2019,net_2019,wr_2019,tp_2019,sl_2019,time_2019,n_2020,net_2020,wr_2020,tp_2020,sl_2020,time_2020,n_2021,net_2021,wr_2021,tp_2021,sl_2021,time_2021,n_2022,net_2022,wr_2022,tp_2022,sl_2022,time_2022,n_2023,net_2023,wr_2023,tp_2023,sl_2023,time_2023,n_2024,net_2024,wr_2024,tp_2024,sl_2024,time_2024,n_2025,net_2025,wr_2025,tp_2025,sl_2025,time_2025,n_2026,net_2026,wr_2026,tp_2026,sl_2026,time_2026,oos_all_years_positive,train_pos_years
CORE A - Asia Compression Breakout,20.0,8.0,2.5,1440,220,-43.97399999999948,-0.1998818181818158,0.4090909090909091,0.950476439312973,230.962,11,21,101,98,176,133.77100000000087,0.760062500000005,0.35795454545454547,1.151322606480456,96.09799999999973,11,42,109,25,396,89.79700000000139,0.38636363636363635,1.0506768520384013,34,21.294999999999845,0.5588235294117647,1,6,27,58,-158.45899999999983,0.3275862068965517,0,25,33,45,-43.45399999999995,0.3111111111111111,7,30,8,40,87.24000000000046,0.475,6,19,15,43,49.403999999999996,0.4418604651162791,7,21,15,46,52.23500000000058,0.43478260869565216,7,25,14,45,-21.322999999999638,0.3111111111111111,9,28,8,50,102.85899999999992,0.38,16,31,3,35,0.0,0.2857142857142857,10,25,0,False,3
CORE A - Asia Compression Breakout,20.0,10.0,2.0,1440,220,-100.39999999999918,-0.45636363636363264,0.4318181818181818,0.898877174040039,247.8389999999995,6,22,84,114,176,316.22600000000057,1.7967386363636395,0.4431818181818182,1.3523915972323604,90.0,8,50,86,40,396,215.8260000000014,0.43686868686868685,1.1141801787408159,34,23.894999999999754,0.5588235294117647,1,2,31,58,-144.3669999999995,0.3793103448275862,0,20,38,45,-67.57099999999969,0.3333333333333333,8,27,10,40,62.81200000000035,0.5,6,17,17,43,24.830999999999904,0.4418604651162791,7,18,18,46,109.84900000000061,0.5,9,18,19,45,39.86999999999989,0.4444444444444444,10,20,15,50,96.50700000000006,0.42,17,27,6,35,70.0,0.4,14,21,0,True,3
CORE A - Asia Compression Breakout,20.0,12.0,1.6666666666666667,1440,220,-52.048,-0.2365818181818182,0.4590909090909091,0.9482210949694438,187.40999999999985,6,24,64,132,176,534.3230000000005,3.0359261363636394,0.5227272727272727,1.6008861649188906,96.0,8,60,70,46,396,482.27500000000055,0.48737373737373735,1.254576329877926,34,22.851999999999634,0.5588235294117647,1,1,32,58,-148.8919999999996,0.39655172413793105,0,16,42,45,-13.090999999999667,0.4222222222222222,10,20,15,40,82.5139999999999,0.525,6,12,22,43,4.568999999999733,0.4418604651162791,7,15,21,46,111.1540000000009,0.5434782608695652,9,15,22,45,83.019,0.5111111111111111,12,16,17,50,120.14999999999964,0.48,19,24,7,35,220.0,0.5714285714285714,20,15,0,True,3
CORE A - Asia Compression Breakout,20.0,15.0,1.3333333333333333,1440,220,-1.3949999999992997,-0.006340909090905907,0.4863636363636364,0.9986263857994885,187.3189999999995,6,26,45,149,176,443.6810000000005,2.5209147727272754,0.5397727272727273,1.4417122883309095,112.39699999999993,8,61,59,56,396,442.2860000000012,0.51010101010101,1.2189506471698885,34,19.851999999999634,0.5588235294117647,1,1,32,58,-133.57099999999946,0.41379310344827586,0,9,49,45,-12.938999999999623,0.4444444444444444,11,16,18,40,117.53600000000029,0.6,6,7,27,43,7.726999999999862,0.46511627906976744,8,12,23,46,106.14000000000078,0.5652173913043478,9,10,27,45,71.78800000000001,0.5333333333333333,12,12,21,50,55.7529999999997,0.48,19,23,8,35,210.0,0.6,21,14,0,True,3
CORE A - Asia Compression Breakout,20.0,20.0,1.0,1440,220,-63.03299999999922,-0.2865136363636328,0.4954545454545455,0.9416649545502509,234.21099999999956,6,26,29,165,176,514.7950000000005,2.924971590909094,0.5795454545454546,1.4820299764132618,95.95100000000002,5,67,43,66,396,451.7620000000013,0.5328282828282829,1.2102678743890531,34,24.211999999999534,0.5588235294117647,1,0,33,58,-152.70699999999943,0.41379310344827586,0,5,53,45,-37.8919999999996,0.4444444444444444,11,10,24,40,94.12400000000025,0.6,6,5,29,43,9.230000000000018,0.5116279069767442,8,9,26,46,116.53100000000086,0.5652173913043478,9,4,33,45,42.88099999999986,0.5333333333333333,12,9,24,50,55.38299999999981,0.54,21,20,9,35,300.0,0.7142857142857143,25,10,0,True,3
CORE A - Asia Compression Breakout,20.0,25.0,0.8,1440,220,-81.80499999999938,-0.3718409090909063,0.5,0.925590284031269,260.42199999999957,6,26,19,175,176,551.9430000000013,3.13603977272728,0.6022727272727273,1.50138576625925,105.0,5,70,34,72,396,470.13800000000197,0.5454545454545454,1.213677626020296,34,24.211999999999534,0.5588235294117647,1,0,33,58,-177.70699999999943,0.41379310344827586,0,5,53,45,-39.022999999999456,0.4666666666666667,11,7,27,40,91.82300000000009,0.6,6,2,32,43,18.889999999999873,0.5116279069767442,8,5,30,46,104.02100000000087,0.5652173913043478,9,3,34,45,83.95400000000018,0.5555555555555556,13,6,26,50,68.9680000000003,0.58,22,16,12,35,295.0,0.7428571428571429,26,9,0,True,3
CORE A - Asia Compression Breakout,20.0,30.0,0.6666666666666666,1440,220,-58.789999999999054,-0.26722727272726843,0.5,0.9453812858205962,241.48399999999947,6,26,8,186,176,600.3600000000008,3.411136363636368,0.6193181818181818,1.5396892175423273,109.55599999999959,5,73,24,79,396,541.5700000000018,0.553030303030303,1.2474290578031968,34,24.211999999999534,0.5588235294117647,1,0,33,58,-179.30999999999926,0.41379310344827586,0,2,56,45,-14.854999999999336,0.4666666666666667,11,2,32,40,112.95700000000011,0.6,6,0,34,43,-1.7940000000000964,0.5116279069767442,8,4,31,46,89.02100000000087,0.5652173913043478,9,3,34,45,83.61700000000019,0.5555555555555556,13,3,29,50,77.72199999999975,0.6,23,11,16,35,350.0,0.8,28,7,0,True,2
CORE A - Asia Compression Breakout,20.0,35.0,0.5714285714285714,1440,220,-25.380999999999176,-0.11536818181817807,0.5045454545454545,0.9761223825498944,248.6609999999996,6,27,5,188,176,571.640000000001,3.2479545454545513,0.625,1.4923101302343056,129.55599999999959,5,74,21,81,396,546.2590000000018,0.5580808080808081,1.2456090103862245,34,24.211999999999534,0.5588235294117647,1,0,33,58,-176.4869999999994,0.41379310344827586,0,1,57,45,-24.854999999999336,0.4666666666666667,11,2,32,40,112.95700000000011,0.6,6,0,34,43,38.791999999999916,0.5348837209302325,9,2,32,46,74.02100000000087,0.5652173913043478,9,3,34,45,104.89700000000039,0.5555555555555556,13,1,31,50,22.721999999999753,0.6,23,11,16,35,370.0,0.8285714285714286,29,6,0,True,3
CORE A - Asia Compression Breakout,25.0,8.0,3.125,1440,220,2.4420000000006894,0.011100000000003133,0.4090909090909091,1.0027501827261054,205.70900000000006,11,15,101,104,176,155.0490000000009,0.8809602272727323,0.3352272727272727,1.1692652498002218,99.47499999999968,11,32,113,31,396,157.49100000000158,0.37626262626262624,1.0873032723136364,34,8.83199999999988,0.5588235294117647,0,6,28,58,-158.45899999999983,0.3275862068965517,0,25,33,45,-18.201000000000022,0.3111111111111111,6,30,9,40,101.01900000000069,0.475,4,19,17,43,69.25099999999998,0.4418604651162791,5,21,17,46,63.05100000000061,0.43478260869565216,4,25,17,45,2.4590000000005148,0.3111111111111111,7,28,10,50,105.53899999999976,0.34,13,33,4,35,-16.0,0.22857142857142856,8,27,0,False,3
CORE A - Asia Compression Breakout,25.0,10.0,2.5,1440,220,-57.647999999999,-0.26203636363635907,0.4318181818181818,0.9419369654288867,226.24999999999955,6,15,84,121,176,339.1030000000005,1.9267215909090938,0.42045454545454547,1.3617596447937907,85.0,8,38,90,48,396,281.4550000000015,0.42676767676767674,1.1458147581911526,34,11.431999999999789,0.5588235294117647,0,2,32,58,-144.3669999999995,0.3793103448275862,0,20,38,45,-45.98199999999974,0.3333333333333333,6,27,12,40,76.59100000000058,0.5,4,17,19,43,44.677999999999884,0.4418604651162791,5,18,20,46,123.70400000000063,0.5,5,18,23,45,68.65200000000004,0.4444444444444444,8,20,17,50,111.74699999999984,0.4,14,28,8,35,35.0,0.3142857142857143,11,24,0,True,3
CORE A - Asia Compression Breakout,25.0,12.0,2.0833333333333335,1440,220,-26.879999999999654,-0.12218181818181661,0.4590909090909091,0.9732589731167128,187.40999999999985,6,15,64,141,176,599.2000000000005,3.4045454545454574,0.5,1.6393342047000459,96.0,8,48,74,54,396,572.3200000000008,0.4772727272727273,1.2946424618337318,34,10.388999999999669,0.5588235294117647,0,1,33,58,-148.8919999999996,0.39655172413793105,0,16,42,45,-9.085999999999558,0.4222222222222222,6,20,19,40,96.29300000000012,0.525,4,12,24,43,24.415999999999713,0.4418604651162791,5,15,23,46,125.00900000000092,0.5434782608695652,5,15,26,45,121.80100000000016,0.5111111111111111,10,16,19,50,143.38999999999942,0.46,16,25,9,35,209.0,0.4857142857142857,17,18,0,True,3
CORE A - Asia Compression Breakout,25.0,15.0,1.6666666666666667,1440,220,33.77300000000105,0.15351363636364113,0.4863636363636364,1.033255249027886,179.6499999999994,6,17,45,158,176,501.55800000000045,2.8497613636363663,0.5170454545454546,1.4711867177349582,122.10100000000057,8,49,63,64,396,535.3310000000015,0.5,1.257367455983724,34,7.388999999999669,0.5588235294117647,0,1,33,58,-133.57099999999946,0.41379310344827586,0,9,49,45,-3.9339999999995143,0.4444444444444444,7,16,22,40,131.3150000000005,0.6,4,7,29,43,32.57399999999984,0.46511627906976744,6,12,25,46,119.9950000000008,0.5652173913043478,5,10,31,45,110.57000000000016,0.5333333333333333,10,12,23,50,75.99299999999948,0.46,16,24,10,35,195.0,0.5142857142857142,18,17,0,True,3
CORE A - Asia Compression Breakout,25.0,20.0,1.25,1440,220,-27.864999999998872,-0.12665909090908578,0.4954545454545455,0.9742118248939886,226.54199999999946,6,17,29,174,176,582.6720000000005,3.3106363636363665,0.5568181818181818,1.5075659444952105,110.0,5,55,47,74,396,554.8070000000016,0.5227272727272727,1.2489590564445172,34,11.748999999999569,0.5588235294117647,0,0,34,58,-152.70699999999943,0.41379310344827586,0,5,53,45,-28.88699999999949,0.4444444444444444,7,10,28,40,107.90300000000047,0.6,4,5,31,43,34.077,0.5116279069767442,6,9,28,46,130.38600000000088,0.5652173913043478,5,4,37,45,81.66300000000001,0.5333333333333333,10,9,26,50,80.62299999999959,0.52,18,21,11,35,290.0,0.6285714285714286,22,13,0,True,3
CORE A - Asia Compression Breakout,25.0,25.0,1.0,1440,220,-46.636999999999034,-0.21198636363635925,0.5,0.9575790486689852,252.75299999999947,6,17,19,184,176,601.8700000000006,3.4197159090909124,0.5738636363636364,1.5062900356246087,150.0,5,57,37,82,396,555.2330000000015,0.5328282828282829,1.2426536303449351,34,11.748999999999569,0.5588235294117647,0,0,34,58,-177.70699999999943,0.41379310344827586,0,5,53,45,-30.017999999999347,0.4666666666666667,7,7,31,40,105.60200000000032,0.6,4,2,34,43,43.73699999999985,0.5116279069767442,6,5,32,46,117.87600000000089,0.5652173913043478,5,3,38,45,99.4060000000004,0.5333333333333333,10,6,29,50,94.20800000000008,0.56,19,17,14,35,290.3799999999992,0.6571428571428571,23,11,1,True,3
CORE A - Asia Compression Breakout,25.0,30.0,0.8333333333333334,1440,220,-23.621999999998707,-0.10737272727272139,0.5,0.9780540352722261,234.0679999999993,6,17,8,195,176,630.847,3.5843579545454545,0.5909090909090909,1.51905842510252,169.55599999999959,5,59,27,90,396,607.2250000000013,0.5404040404040404,1.2649625459094604,34,11.748999999999569,0.5588235294117647,0,0,34,58,-179.30999999999926,0.41379310344827586,0,2,56,45,-5.849999999999227,0.4666666666666667,7,2,36,40,126.73600000000033,0.6,4,0,36,43,23.052999999999884,0.5116279069767442,6,4,33,46,102.87600000000089,0.5652173913043478,5,3,38,45,99.06900000000041,0.5333333333333333,10,3,32,50,83.52199999999948,0.58,19,12,19,35,345.3799999999992,0.7142857142857143,25,9,1,True,3
CORE A - Asia Compression Breakout,25.0,35.0,0.7142857142857143,1440,220,9.648000000001275,0.04385454545455125,0.5045454545454545,1.0090765239020787,241.24499999999944,6,17,5,198,176,637.577,3.6225965909090907,0.6022727272727273,1.5124854511899477,134.55599999999959,5,60,23,93,396,647.2250000000013,0.547979797979798,1.2805422509265083,34,11.748999999999569,0.5588235294117647,0,0,34,58,-176.4869999999994,0.41379310344827586,0,1,57,45,-15.849999999999227,0.4666666666666667,7,2,36,40,126.73600000000033,0.6,4,0,36,43,63.5,0.5348837209302325,6,2,35,46,87.87600000000089,0.5652173913043478,5,3,38,45,120.34900000000061,0.5333333333333333,10,1,34,50,68.9719999999993,0.6,19,11,20,35,360.3799999999992,0.7428571428571429,26,8,1,True,3
CORE A - Asia Compression Breakout,30.0,8.0,3.75,1440,220,-6.39699999999948,-0.029077272727270363,0.4090909090909091,0.9927956925065973,210.80700000000002,11,11,101,108,176,206.32000000000085,1.172272727272732,0.32386363636363635,1.2213705402934736,99.47499999999968,11,26,115,35,396,199.92300000000137,0.3712121212121212,1.109850639000019,34,8.83199999999988,0.5588235294117647,0,6,28,58,-158.45899999999983,0.3275862068965517,0,25,33,45,-12.045000000000073,0.3111111111111111,5,30,10,40,61.02400000000057,0.475,1,19,20,43,94.25099999999998,0.4418604651162791,5,21,17,46,70.07900000000063,0.43478260869565216,2,25,19,45,32.7620000000004,0.3111111111111111,6,28,11,50,117.47899999999981,0.32,11,34,5,35,-14.0,0.2,7,28,0,False,3
CORE A - Asia Compression Breakout,30.0,10.0,3.0,1440,220,-66.48699999999917,-0.3022136363636326,0.4318181818181818,0.9330343293864553,228.1169999999995,6,11,84,125,176,398.37700000000063,2.2635056818181853,0.4147727272727273,1.4205079108395766,119.89699999999993,8,30,91,55,396,331.89000000000146,0.42424242424242425,1.1710576567745057,34,11.431999999999789,0.5588235294117647,0,2,32,58,-144.3669999999995,0.3793103448275862,0,20,38,45,-39.825999999999794,0.3333333333333333,5,27,13,40,36.59600000000046,0.5,1,17,22,43,69.67799999999988,0.4418604651162791,5,18,20,46,131.26500000000055,0.5,2,18,26,45,103.95499999999993,0.4444444444444444,7,20,18,50,113.15700000000015,0.4,11,28,11,35,50.0,0.2857142857142857,10,25,0,True,3
CORE A - Asia Compression Breakout,30.0,12.0,2.5,1440,220,-35.718999999999824,-0.16235909090909012,0.4590909090909091,0.9644656719031197,187.40999999999985,6,11,64,145,176,646.6470000000004,3.674130681818184,0.48863636363636365,1.6727321906941666,140.08100000000059,8,38,76,62,396,610.9280000000006,0.4722222222222222,1.3106800066313335,34,10.388999999999669,0.5588235294117647,0,1,33,58,-148.8919999999996,0.39655172413793105,0,16,42,45,-2.929999999999609,0.4222222222222222,5,20,20,40,56.298,0.525,1,12,27,43,49.41599999999971,0.4418604651162791,5,15,23,46,132.57000000000085,0.5434782608695652,2,15,29,45,167.10400000000004,0.5111111111111111,9,16,20,50,136.9729999999995,0.46,12,25,13,35,210.0,0.42857142857142855,15,20,0,True,3
CORE A - Asia Compression Breakout,30.0,15.0,2.0,1440,220,2.570000000000846,0.011681818181822026,0.4818181818181818,1.0025247241223154,178.08899999999971,6,12,45,163,176,548.0050000000003,3.1136647727272746,0.5056818181818182,1.500709484246526,183.47800000000052,8,39,65,72,396,550.5750000000012,0.49242424242424243,1.26064079076307,34,7.388999999999669,0.5588235294117647,0,1,33,58,-133.57099999999946,0.41379310344827586,0,9,49,45,7.222000000000435,0.4444444444444444,6,16,23,40,91.32000000000039,0.6,1,7,32,43,30.20999999999981,0.4418604651162791,5,12,26,46,127.55600000000072,0.5652173913043478,2,10,34,45,155.87300000000005,0.5333333333333333,9,12,24,50,69.57599999999957,0.46,12,24,14,35,195.0,0.45714285714285713,16,19,0,True,4
CORE A - Asia Compression Breakout,30.0,20.0,1.5,1440,220,-59.067999999999074,-0.2684909090909049,0.4909090909090909,0.9454537731162131,220.3859999999995,6,12,29,179,176,649.1190000000004,3.6881761363636385,0.5454545454545454,1.54640888303017,138.8480000000004,5,45,49,82,396,590.0510000000013,0.5151515151515151,1.2598346625589922,34,11.748999999999569,0.5588235294117647,0,0,34,58,-152.70699999999943,0.41379310344827586,0,5,53,45,-17.73099999999954,0.4444444444444444,6,10,29,40,67.90800000000036,0.6,1,5,34,43,31.712999999999965,0.4883720930232558,5,9,29,46,137.9470000000008,0.5652173913043478,2,4,40,45,126.9659999999999,0.5333333333333333,9,9,27,50,84.20599999999968,0.52,14,21,15,35,300.0,0.5714285714285714,20,15,0,True,3
CORE A - Asia Compression Breakout,30.0,25.0,1.2,1440,220,-77.83999999999924,-0.35381818181817837,0.4954545454545455,0.929348763331065,246.59699999999953,6,12,19,189,176,668.3170000000005,3.7972556818181844,0.5625,1.5394939396263276,165.0,5,47,39,90,396,590.4770000000012,0.5252525252525253,1.2522829182216892,34,11.748999999999569,0.5588235294117647,0,0,34,58,-177.70699999999943,0.41379310344827586,0,5,53,45,-18.861999999999398,0.4666666666666667,6,7,32,40,65.6070000000002,0.6,1,2,37,43,41.37299999999982,0.4883720930232558,5,5,33,46,125.43700000000081,0.5652173913043478,2,3,41,45,144.7090000000003,0.5333333333333333,9,6,30,50,102.79100000000017,0.56,15,17,18,35,295.3799999999992,0.6,21,13,1,True,3
CORE A - Asia Compression Breakout,30.0,30.0,1.0,1440,220,-54.82499999999891,-0.2492045454545405,0.4954545454545455,0.949176581829644,232.91199999999935,6,12,8,200,176,720.4639999999999,4.093545454545454,0.5795454545454546,1.5753594878765176,189.55599999999959,5,49,28,99,396,665.639000000001,0.5328282828282829,1.28556762463786,34,11.748999999999569,0.5588235294117647,0,0,34,58,-179.30999999999926,0.41379310344827586,0,2,56,45,5.306000000000722,0.4666666666666667,6,2,37,40,86.74100000000021,0.6,1,0,39,43,20.68899999999985,0.4883720930232558,5,4,34,46,110.43700000000081,0.5652173913043478,2,3,41,45,144.3720000000003,0.5333333333333333,9,3,33,50,92.10499999999956,0.58,15,12,23,35,373.5499999999993,0.6571428571428571,23,10,2,True,4
CORE A - Asia Compression Breakout,30.0,35.0,0.8571428571428571,1440,220,-21.554999999998927,-0.09797727272726785,0.5,0.9797667568425075,240.0889999999995,6,12,5,203,176,727.194,4.131784090909091,0.5909090909090909,1.5655057320917816,149.55599999999959,5,50,24,102,396,705.639000000001,0.5404040404040404,1.3001130465404698,34,11.748999999999569,0.5588235294117647,0,0,34,58,-176.4869999999994,0.41379310344827586,0,1,57,45,-4.693999999999278,0.4666666666666667,6,2,37,40,86.74100000000021,0.6,1,0,39,43,61.13599999999997,0.5116279069767442,5,2,36,46,95.43700000000081,0.5652173913043478,2,3,41,45,165.6520000000005,0.5333333333333333,9,1,35,50,77.55499999999938,0.6,15,11,24,35,388.5499999999993,0.6857142857142857,24,9,2,True,3
CORE B - Thu/Fri Asia Close Breakout,4.0,8.0,0.5,480,482,-126.78399999999942,-0.26303734439833903,0.5975103734439834,0.8972538684586302,236.95999999999958,6,270,137,75,324,25.241999999999734,0.07790740740740659,0.6697530864197531,1.0300540072009599,87.93700000000035,6,216,103,5,806,-101.54199999999969,0.6265508684863523,0.9510367713644532,97,-46.559000000000424,0.4948453608247423,35,17,45,97,-56.69599999999946,0.5360824742268041,49,25,23,91,-31.05399999999986,0.6263736263736264,56,32,3,97,-74.65099999999984,0.5979381443298969,58,37,2,100,82.17600000000016,0.73,72,26,2,98,65.17900000000009,0.7142857142857143,69,25,4,99,-67.93700000000035,0.6060606060606061,60,38,1,81,36.0,0.7037037037037037,57,24,0,46,-8.0,0.6521739130434783,30,16,0,False,1
CORE B - Thu/Fri Asia Close Breakout,4.0,10.0,0.4,480,482,-121.56499999999937,-0.2522095435684634,0.6286307053941909,0.905285662306943,260.9829999999995,6,283,103,96,324,66.60399999999959,0.2055679012345666,0.7191358024691358,1.0774468718459151,82.46700000000033,4,231,81,12,806,-54.960999999999785,0.6650124069478908,0.974359070057341,97,-26.592000000000553,0.5154639175257731,36,6,55,97,-90.80699999999933,0.5360824742268041,49,22,26,91,-37.33499999999981,0.6593406593406593,58,26,7,97,-72.64499999999975,0.6494845360824743,63,30,4,100,105.81400000000008,0.78,77,19,4,98,55.07099999999991,0.7244897959183674,70,18,10,99,-48.467000000000326,0.6767676767676768,66,31,2,81,58.0,0.7654320987654321,62,19,0,46,2.0,0.717391304347826,33,13,0,False,1
CORE B - Thu/Fri Asia Close Breakout,4.0,12.0,0.3333333333333333,480,482,-118.98499999999922,-0.2468568464730274,0.6431535269709544,0.9087316471872385,252.31599999999912,6,288,76,118,324,151.7769999999996,0.46844753086419627,0.7623456790123457,1.1830329955513101,68.11400000000049,4,244,63,17,806,32.79200000000037,0.6910669975186104,1.0153742575891411,97,-33.01500000000033,0.5154639175257731,36,4,57,97,-108.45399999999927,0.5360824742268041,49,17,31,91,-3.502999999999929,0.7032967032967034,61,18,12,97,-89.58199999999965,0.6597938144329897,64,23,10,100,115.56899999999996,0.8,78,14,8,98,87.89100000000008,0.7551020408163265,73,12,13,99,-28.114000000000487,0.7272727272727273,70,25,4,81,100.0,0.8271604938271605,67,14,0,46,-8.0,0.7391304347826086,34,12,0,False,1
CORE B - Thu/Fri Asia Close Breakout,4.0,15.0,0.26666666666666666,480,482,-104.77699999999982,-0.21737966804979214,0.6556016597510373,0.9201661335621188,254.71199999999953,6,293,46,143,324,228.9999999999991,0.7067901234567873,0.7993827160493827,1.2862464219197247,60.798,4,256,45,23,806,124.22299999999927,0.7133995037220844,1.0588052344957128,97,-32.83800000000042,0.5154639175257731,36,1,60,97,-103.93099999999981,0.5463917525773195,50,7,40,91,-1.5670000000000073,0.7252747252747253,62,13,16,97,-82.5159999999994,0.6804123711340206,66,15,16,100,116.07499999999982,0.81,79,10,11,98,70.89100000000008,0.7653061224489796,74,11,13,99,24.92599999999902,0.7777777777777778,75,15,9,81,101.18299999999999,0.8518518518518519,69,11,1,46,32.0,0.8260869565217391,38,8,0,True,1
CORE B - Thu/Fri Asia Close Breakout,4.0,20.0,0.2,480,482,-0.42000000000030013,-0.0008713692946064318,0.6680497925311203,0.999659113321283,153.23199999999997,6,299,17,166,324,287.3639999999991,0.8869259259259232,0.8209876543209876,1.3733716539811796,88.0,4,263,28,33,806,286.9439999999988,0.7295285359801489,1.1433482188130544,97,-29.880000000000337,0.5154639175257731,36,0,61,97,-104.41600000000017,0.5463917525773195,50,2,45,91,59.743999999999915,0.7582417582417582,65,4,22,97,-43.803999999999405,0.7010309278350515,68,6,23,100,117.9359999999997,0.82,80,5,15,98,90.50600000000031,0.7653061224489796,74,4,20,99,103.07499999999891,0.8282828282828283,80,8,11,81,101.7829999999999,0.8765432098765432,71,8,2,46,-8.0,0.8260869565217391,38,8,0,False,2
CORE B - Thu/Fri Asia Close Breakout,4.0,25.0,0.16,480,482,-0.24400000000036925,-0.0005062240663908076,0.6680497925311203,0.9998019327789072,145.06200000000058,6,299,10,173,324,241.07099999999923,0.7440462962962939,0.8271604938271605,1.2925835529086487,126.0,4,265,22,37,806,240.82699999999886,0.7320099255583127,1.1171426431188352,97,-29.880000000000337,0.5154639175257731,36,0,61,97,-105.54600000000028,0.5463917525773195,50,1,46,91,75.21199999999999,0.7582417582417582,65,1,25,97,-32.96599999999944,0.7010309278350515,68,3,26,100,92.9359999999997,0.82,80,5,15,98,81.28500000000031,0.7653061224489796,74,2,22,99,88.00299999999902,0.8282828282828283,80,6,13,81,61.7829999999999,0.8765432098765432,71,8,2,46,10.0,0.8695652173913043,40,6,0,True,2
CORE B - Thu/Fri Asia Close Breakout,4.0,30.0,0.13333333333333333,480,482,10.4249999999995,0.021628630705393153,0.6680497925311203,1.008536433580405,140.02200000000062,6,299,4,179,324,239.34999999999923,0.7387345679012322,0.8333333333333334,1.2871074538780787,112.0,4,267,16,41,806,249.77499999999873,0.7344913151364765,1.1215511636598634,97,-29.880000000000337,0.5154639175257731,36,0,61,97,-100.50600000000031,0.5463917525773195,50,0,47,91,75.29500000000007,0.7582417582417582,65,0,26,97,-47.96599999999944,0.7010309278350515,68,3,26,100,113.48199999999952,0.82,80,1,19,98,80.85800000000017,0.7653061224489796,74,1,23,99,71.90299999999911,0.8282828282828283,80,4,15,81,72.58899999999994,0.8888888888888888,72,6,3,46,14.0,0.8913043478260869,41,5,0,True,2
CORE B - Thu/Fri Asia Close Breakout,4.0,35.0,0.11428571428571428,480,482,14.04499999999939,0.02913900414937633,0.6680497925311203,1.011534835284687,140.02200000000062,6,299,1,182,324,247.08299999999872,0.7626018518518479,0.8364197530864198,1.2977165461540574,109.0,4,268,11,45,806,261.1279999999981,0.7357320099255583,1.1275323643996722,97,-29.880000000000337,0.5154639175257731,36,0,61,97,-100.50600000000031,0.5463917525773195,50,0,47,91,75.29500000000007,0.7582417582417582,65,0,26,97,-41.683999999999514,0.7010309278350515,68,1,28,100,110.81999999999948,0.82,80,0,20,98,75.85800000000017,0.7653061224489796,74,1,23,99,76.20599999999877,0.8282828282828283,80,1,18,81,67.01899999999978,0.8888888888888888,72,5,4,46,28.0,0.9130434782608695,42,4,0,True,2
CORE B - Thu/Fri Asia Close Breakout,5.0,8.0,0.625,480,482,-125.91599999999903,-0.26123651452281954,0.553941908713693,0.9079560730673055,211.77699999999936,6,238,152,92,324,89.68499999999949,0.276805555555554,0.6327160493827161,1.096600119558602,58.93700000000035,6,203,114,7,806,-36.23099999999954,0.5856079404466501,0.9842227925800836,97,-38.16700000000037,0.4742268041237113,30,18,49,97,-53.08499999999958,0.4948453608247423,39,26,32,91,-40.05399999999986,0.5714285714285714,51,37,3,97,-53.47099999999955,0.5670103092783505,54,38,5,100,58.86100000000033,0.66,64,33,3,98,73.62199999999984,0.6632653061224489,63,29,6,99,-33.93700000000035,0.5858585858585859,58,40,1,81,41.0,0.654320987654321,53,28,0,46,9.0,0.6304347826086957,29,17,0,False,1
CORE B - Thu/Fri Asia Close Breakout,5.0,10.0,0.5,480,482,-115.83599999999865,-0.24032365145227935,0.5850622406639004,0.9187227011040604,267.12699999999904,6,250,115,117,324,154.04699999999934,0.47545370370370166,0.6882716049382716,1.1620655155109338,58.93700000000035,4,220,90,14,806,38.211000000000695,0.6265508684863523,1.0160839796642531,97,-19.68000000000029,0.4948453608247423,30,7,60,97,-89.19599999999946,0.4948453608247423,39,23,35,91,-59.41899999999964,0.5934065934065934,52,31,8,97,-55.48599999999942,0.6082474226804123,58,31,8,100,107.94500000000016,0.73,71,23,6,98,56.51399999999967,0.673469387755102,64,22,12,99,-12.467000000000326,0.6565656565656566,64,33,2,81,75.0,0.7283950617283951,59,22,0,46,35.0,0.717391304347826,33,13,0,False,1
CORE B - Thu/Fri Asia Close Breakout,5.0,12.0,0.4166666666666667,480,482,-123.20799999999804,-0.2556182572614067,0.5995850622406639,0.9154447441202925,276.28999999999905,6,254,85,143,324,232.87899999999922,0.71876234567901,0.7314814814814815,1.2483353949837903,45.584000000000515,4,232,72,20,806,109.67100000000119,0.652605459057072,1.045793752531432,97,-24.44699999999989,0.4948453608247423,30,4,63,97,-108.84299999999939,0.4948453608247423,39,18,40,91,-44.83199999999965,0.6263736263736264,54,23,14,97,-69.57699999999932,0.6185567010309279,59,23,15,100,124.49100000000021,0.76,72,17,11,98,84.33399999999983,0.7040816326530612,67,16,15,99,6.544999999999391,0.7070707070707071,67,27,5,81,116.0,0.7901234567901234,64,17,0,46,26.0,0.7391304347826086,34,12,0,True,1
