strategy,tp,sl,rr,horizon_min,train_n,train_net,train_ev,train_wr,train_pf,train_dd,train_streak,train_tp,train_sl,train_time,oos_n,oos_net,oos_ev,oos_wr,oos_pf,oos_dd,oos_streak,oos_tp,oos_sl,oos_time,all_n,all_net,all_wr,all_pf,n_2018,net_2018,wr_2018,tp_2018,sl_2018,time_2018,n_2019,net_2019,wr_2019,tp_2019,sl_2019,time_2019,n_2020,net_2020,wr_2020,tp_2020,sl_2020,time_2020,n_2021,net_2021,wr_2021,tp_2021,sl_2021,time_2021,n_2022,net_2022,wr_2022,tp_2022,sl_2022,time_2022,n_2023,net_2023,wr_2023,tp_2023,sl_2023,time_2023,n_2024,net_2024,wr_2024,tp_2024,sl_2024,time_2024,n_2025,net_2025,wr_2025,tp_2025,sl_2025,time_2025,n_2026,net_2026,wr_2026,tp_2026,sl_2026,time_2026,oos_all_years_positive,train_pos_years,smooth_score,profit_score
CORE B - Thu/Fri Asia Close Breakout,25.0,15.0,1.6666666666666667,480,482,108.51000000000295,0.22512448132780694,0.4896265560165975,1.0561024828101822,145.1709999999989,7,22,66,394,324,558.8810000000017,1.7249413580246966,0.49382716049382713,1.296305152194902,96.03599999999983,7,68,104,152,806,667.3910000000046,0.4913151364764268,1.1746956919157798,97,17.34400000000005,0.4845360824742268,0,1,96,97,-59.50999999999999,0.422680412371134,3,8,86,91,10.522000000000844,0.4945054945054945,7,22,62,97,78.74900000000025,0.5051546391752577,8,16,73,100,61.40500000000179,0.54,4,19,77,98,145.5450000000003,0.4897959183673469,10,16,72,99,164.1620000000023,0.5555555555555556,17,29,53,81,19.17399999999907,0.41975308641975306,18,36,27,46,230.0,0.5,23,23,0,True,4,1.0594696026662256,30.133030217273777
CORE B - Thu/Fri Asia Close Breakout,25.0,20.0,1.25,480,482,305.223000000002,0.6332427385892158,0.508298755186722,1.168169073216907,101.1889999999994,6,24,26,432,324,692.7920000000008,2.1382469135802493,0.5308641975308642,1.3565441375139922,153.42000000000007,7,73,73,178,806,998.0150000000028,0.5173697270471465,1.26556710763981,97,20.302000000000135,0.4845360824742268,0,0,97,97,-56.332000000000335,0.422680412371134,3,2,92,91,128.05000000000064,0.5384615384615384,9,9,73,97,130.22100000000023,0.5257731958762887,8,6,83,100,82.98200000000134,0.57,4,9,87,98,153.26000000000045,0.4897959183673469,10,7,81,99,239.2250000000024,0.6060606060606061,18,19,62,81,53.75699999999779,0.4691358024691358,20,27,34,46,246.55000000000018,0.5652173913043478,25,20,1,True,4,1.2340514287611752,37.00772606507159
CORE B - Thu/Fri Asia Close Breakout,25.0,25.0,1.0,480,482,281.86400000000185,0.5847800829875557,0.508298755186722,1.1533256162094427,127.42699999999945,6,24,17,441,324,779.8180000000002,2.4068456790123465,0.5493827160493827,1.3922923723079568,214.0,7,78,54,192,806,1061.682000000002,0.5248138957816377,1.27747795780915,97,20.302000000000135,0.4845360824742268,0,0,97,97,-57.462000000000444,0.422680412371134,3,1,93,91,136.22100000000069,0.5384615384615384,9,5,77,97,141.0590000000002,0.5257731958762887,8,3,86,100,41.74400000000128,0.57,4,8,88,98,137.92900000000031,0.4897959183673469,10,4,84,99,266.0090000000025,0.6161616161616161,18,12,69,81,8.599999999997635,0.48148148148148145,21,23,37,46,367.27999999999975,0.6521739130434783,29,15,2,True,4,1.3416768422441814,41.242066078068426
CORE B - Thu/Fri Asia Close Breakout,25.0,30.0,0.8333333333333334,480,482,266.65600000000177,0.5532282157676385,0.508298755186722,1.1438627839425457,131.59599999999955,6,24,10,448,324,877.626,2.7087222222222223,0.5617283950617284,1.441009004337096,157.8699999999999,7,82,38,204,806,1144.2820000000017,0.5297766749379652,1.2977121619529688,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.42200000000048,0.422680412371134,3,0,94,91,125.42700000000082,0.5384615384615384,9,3,79,97,126.0590000000002,0.5257731958762887,8,3,86,100,47.2900000000011,0.57,4,4,92,98,132.90200000000004,0.4897959183673469,10,2,86,99,292.9880000000028,0.6161616161616161,18,5,76,81,49.4559999999974,0.5061728395061729,23,18,40,46,402.27999999999975,0.6956521739130435,31,13,2,True,4,1.4545818803153587,47.244451350650564
CORE B - Thu/Fri Asia Close Breakout,25.0,35.0,0.7142857142857143,480,482,255.29300000000148,0.5296535269709575,0.508298755186722,1.1368931533851294,130.35099999999966,6,24,5,453,324,856.575,2.6437500000000003,0.5648148148148148,1.4206956267202067,184.36699999999973,7,83,28,213,806,1111.8680000000015,0.5310173697270472,1.2850213496594083,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.42200000000048,0.422680412371134,3,0,94,91,110.42700000000082,0.5384615384615384,9,3,79,97,132.34100000000012,0.5257731958762887,8,1,88,100,44.64500000000089,0.57,4,1,95,98,133.56200000000013,0.4897959183673469,10,1,87,99,299.93100000000277,0.6161616161616161,18,1,80,81,25.801999999997406,0.5061728395061729,23,14,44,46,397.27999999999975,0.717391304347826,32,12,2,True,4,1.4354815451855434,45.80693434400804
CORE B - Thu/Fri Asia Close Breakout,30.0,12.0,2.5,480,482,69.48000000000434,0.14414937759337,0.475103734439834,1.0362547412153502,132.66199999999867,7,12,112,358,324,301.8080000000002,0.9315061728395069,0.4351851851851852,1.1583310731446037,143.14000000000033,7,39,143,142,806,371.28800000000456,0.45905707196029777,1.0971291432948391,97,17.167000000000144,0.4845360824742268,0,4,93,97,-70.40199999999936,0.41237113402061853,2,20,75,91,6.060000000001082,0.4725274725274725,3,31,57,97,62.03500000000031,0.4742268041237113,6,29,62,100,54.620000000002165,0.53,1,28,71,98,124.0920000000001,0.46938775510204084,7,27,64,99,77.08800000000178,0.5050505050505051,7,41,51,81,32.707999999998265,0.37037037037037035,11,44,26,46,67.92000000000007,0.32608695652173914,14,31,1,True,4,0.7347516043135593,15.359460772082812
CORE B - Thu/Fri Asia Close Breakout,30.0,20.0,1.5,480,482,303.65400000000227,0.6299875518672247,0.5062240663900415,1.1671207182931636,101.1889999999994,6,14,26,442,324,600.7859999999991,1.8542777777777752,0.5154320987654321,1.2940596894387133,255.7800000000002,7,48,78,198,806,904.4400000000014,0.5099255583126551,1.2343079064540374,97,20.302000000000135,0.4845360824742268,0,0,97,97,-51.59900000000039,0.422680412371134,2,2,93,91,107.42200000000093,0.5274725274725275,5,9,77,97,150.88400000000024,0.5257731958762887,6,6,85,100,76.64500000000135,0.57,1,9,90,98,176.04300000000035,0.4897959183673469,7,7,84,99,210.6660000000022,0.6060606060606061,8,19,72,81,13.87699999999677,0.4444444444444444,13,29,39,46,200.19999999999982,0.5,20,23,3,True,4,1.1228408445946696,30.86330895341576
CORE B - Thu/Fri Asia Close Breakout,30.0,25.0,1.2,480,482,280.2950000000021,0.5815248962655646,0.5062240663900415,1.152306674933288,127.42699999999945,6,14,17,451,324,706.0619999999981,2.1792037037036978,0.5370370370370371,1.3381767551197417,302.5500000000002,7,52,58,214,806,986.3570000000002,0.5186104218362283,1.251097581527536,97,20.302000000000135,0.4845360824742268,0,0,97,97,-52.7290000000005,0.422680412371134,2,1,94,91,115.59300000000098,0.5274725274725275,5,5,81,97,161.7220000000002,0.5257731958762887,6,3,88,100,35.40700000000129,0.57,1,8,91,98,160.71200000000022,0.4897959183673469,7,4,87,99,237.45000000000232,0.6161616161616161,8,12,79,81,7.529999999996562,0.4691358024691358,14,24,43,46,300.369999999999,0.5869565217391305,23,18,5,True,4,1.2524036815935924,36.25089317993452
CORE B - Thu/Fri Asia Close Breakout,30.0,30.0,1.0,480,482,265.08700000000204,0.5499730290456474,0.5062240663900415,1.1428623781420095,131.59599999999955,6,14,10,458,324,759.7999999999968,2.3450617283950517,0.5462962962962963,1.3605645459416063,265.12000000000035,7,54,41,229,806,1024.8869999999988,0.5223325062034739,1.2586275030332146,97,20.302000000000135,0.4845360824742268,0,0,97,97,-47.68900000000053,0.422680412371134,2,0,95,91,104.79900000000112,0.5274725274725275,5,3,83,97,146.7220000000002,0.5257731958762887,6,3,88,100,40.95300000000111,0.57,1,4,95,98,155.68499999999995,0.4897959183673469,7,2,89,99,264.4290000000026,0.6161616161616161,8,5,86,81,3.6859999999960564,0.48148148148148145,15,19,47,46,335.9999999999982,0.6304347826086957,24,15,7,True,4,1.3167282739702741,39.61399579300217
Satellite C - 14:00 Previous Close Continuation,25.0,20.0,1.25,1440,1304,25.49499999999739,0.019551380368096158,0.46855828220858897,1.0041279093300948,487.8870000000031,8,106,149,1049,949,740.1110000000003,0.7798851422550056,0.48998946259220233,1.1021447455514355,582.9099999999994,8,247,304,398,2253,765.6059999999977,0.47758544163337774,1.0570413050018483,260,-123.22100000000114,0.4076923076923077,1,2,257,261,-193.06800000000135,0.4521072796934866,9,17,235,262,106.78200000000106,0.4847328244274809,41,53,168,261,102.39699999999903,0.4942528735632184,26,37,198,260,132.6049999999998,0.5038461538461538,29,40,191,260,36.66399999999885,0.49230769230769234,23,39,198,262,326.49600000000237,0.5152671755725191,58,63,141,261,77.95099999999911,0.4674329501915709,86,117,58,166,299.0,0.4819277108433735,80,85,1,True,3,1.2218811066046529,18.21124143127301
Satellite C - 14:00 Previous Close Continuation,30.0,15.0,2.0,1440,1304,53.52099999999837,0.04104371165644047,0.455521472392638,1.0088156265591153,359.707000000001,10,67,269,968,949,872.4010000000003,0.9192845100105377,0.43308746048472074,1.1293591952574284,314.1640000000009,9,180,410,359,2253,925.9219999999987,0.44607190412782954,1.072252020671437,260,-128.99000000000092,0.4076923076923077,0,8,252,261,-168.92700000000082,0.4521072796934866,4,36,221,262,225.1140000000014,0.46564885496183206,28,80,154,261,106.76999999999953,0.4789272030651341,16,69,176,260,19.553999999999178,0.47307692307692306,19,76,165,260,145.1309999999985,0.47307692307692306,17,66,177,262,228.0430000000033,0.46946564885496184,36,97,129,261,320.2269999999985,0.4061302681992337,68,141,52,166,179.0,0.35542168674698793,59,106,1,True,3,1.2972204915269938,25.19709871995362
Satellite C - 14:00 Previous Close Continuation,30.0,20.0,1.5,1440,1304,147.54599999999755,0.11314877300613309,0.46855828220858897,1.0238892531876136,482.59000000000265,8,68,149,1087,949,1268.1490000000001,1.336300316122234,0.48261327713382507,1.17240463289809,465.0729999999994,8,206,309,434,2253,1415.6949999999977,0.4744784731469152,1.1046190466161268,260,-128.23100000000113,0.4076923076923077,0,2,258,261,-197.07700000000114,0.4521072796934866,4,17,240,262,173.77900000000182,0.4847328244274809,29,53,180,261,125.20699999999874,0.4942528735632184,16,37,208,260,173.86799999999926,0.5038461538461538,19,40,201,260,110.82199999999852,0.49230769230769234,17,39,204,262,317.52000000000226,0.5114503816793893,36,64,162,261,379.8569999999995,0.46360153256704983,78,117,66,166,459.9499999999998,0.45180722891566266,75,89,2,True,3,1.7474868276524516,36.54098923802957
Satellite C - 14:00 Previous Close Continuation,30.0,25.0,1.2,1440,1304,259.20199999999886,0.19877453987729973,0.4723926380368098,1.0426256612723364,447.6460000000018,8,68,84,1152,949,1081.5980000000022,1.139723919915703,0.4994731296101159,1.1367938428491824,642.492999999999,8,217,246,486,2253,1340.800000000001,0.48379937860630273,1.0958558844524802,260,-121.82400000000098,0.4076923076923077,0,0,260,261,-175.42600000000084,0.4521072796934866,4,9,248,262,183.35200000000282,0.4961832061068702,29,36,197,261,182.61299999999824,0.49808429118773945,16,16,229,260,190.48699999999963,0.5076923076923077,19,23,218,260,71.07299999999827,0.49230769230769234,17,23,220,262,305.45900000000324,0.5267175572519084,36,45,181,261,174.4360000000006,0.47509578544061304,81,100,80,166,530.6300000000001,0.5060240963855421,83,78,5,True,3,1.5753280801359737,28.705745902237595
Satellite C - 14:00 Previous Close Continuation,30.0,30.0,1.0,1440,1304,264.24699999999984,0.20264340490797533,0.4746932515337423,1.0430559812321043,434.2360000000008,8,70,53,1181,949,1111.1930000000013,1.1709093782929414,0.5163329820864068,1.133868158790418,636.0099999999993,8,230,199,520,2253,1375.4400000000012,0.49223257878384374,1.0952656614956386,260,-121.82400000000098,0.4076923076923077,0,0,260,261,-194.45300000000043,0.4521072796934866,4,6,251,262,217.72300000000337,0.5038167938931297,30,21,211,261,181.2489999999982,0.49808429118773945,16,8,237,260,181.55199999999968,0.5115384615384615,20,18,222,260,78.67199999999798,0.49230769230769234,17,12,231,262,285.276000000003,0.5305343511450382,36,29,197,261,277.7950000000005,0.5134099616858238,89,86,86,166,469.4499999999998,0.536144578313253,88,72,6,True,3,1.6215767770029699,29.73083140303903
Satellite C - 14:00 Previous Close Continuation,30.0,35.0,0.8571428571428571,1440,1304,246.9430000000002,0.18937346625766888,0.4754601226993865,1.0400055793934402,499.99300000000085,8,70,35,1199,949,1179.3870000000015,1.2427681770284527,0.5268703898840885,1.1394095725573123,701.9769999999985,8,237,155,557,2253,1426.3300000000017,0.4971149578339991,1.097476283240453,260,-121.82400000000098,0.4076923076923077,0,0,260,261,-200.2100000000005,0.4521072796934866,4,4,253,262,151.15200000000345,0.5038167938931297,30,18,214,261,189.71299999999837,0.49808429118773945,16,4,241,260,228.11199999999985,0.5153846153846153,20,9,231,260,70.83399999999756,0.49230769230769234,17,5,238,262,444.72800000000325,0.5381679389312977,37,16,209,261,191.08500000000095,0.5210727969348659,90,68,103,166,472.7399999999998,0.572289156626506,93,66,7,True,3,1.7006982066385503,31.285663530341807
