year,A Smooth + B Partial Balanced,A Smooth + B Reclaim,B Partial Balanced,B20/25 + Momentum,B5/20 + Momentum
2018,9.001635637507672,12.40460093400106,10.157634274073336,10.157634274073336,11.877049180327765
2019,34.628179021971064,39.552886280930004,17.362265087686247,20.41119693938668,33.86288205567081
2020,28.501976254131584,27.939169993232245,23.666213036859375,16.87047186559689,21.839323229080456
2021,29.450229786374432,36.84519127341487,23.734089531561196,14.820143884892111,32.219735459243324
2022,22.9397266005147,24.00787131148301,22.19104031910878,23.15835602408737,23.528666093328262
2023,19.2883908030142,13.121731010617395,21.369691932091897,34.102714350080525,14.127447307175881
2024,24.2503333333334,19.215117106349087,31.48866666666671,20.34502132026511,20.189724066324857
2025,24.456680250228537,36.05618831512156,23.22353243474248,24.88089235841636,21.73913043478261
2026,36.666666666666664,41.59021406727829,25.0,18.333333333333332,23.809523809523807
