year,A Smooth + B Partial Balanced,A Smooth + B Reclaim,B Partial Balanced,B20/25 + Momentum,B5/20 + Momentum
2018,15.612999999999676,2.054999999999385,12.211999999999978,12.080999999999985,-1.659333333333357
2019,-22.757333333333385,-34.27766666666662,-3.0403333333335114,-6.520333333333539,-20.86700000000019
2020,30.33266666666683,57.773666666666635,45.935333333333574,34.53100000000025,10.740666666666666
2021,38.43833333333351,14.196000000000364,27.432333333333347,51.47700000000002,-9.06933333333313
2022,96.23366666666719,138.38566666666688,31.12533333333378,36.358000000000466,29.95800000000002
2023,133.09833333333367,85.88233333333355,62.56600000000019,17.05700000000001,26.333000000000006
2024,99.2136666666673,77.42566666666615,84.72500000000089,-18.24133333333331,30.277999999999714
2025,52.48566666666588,28.63833333333332,62.38133333333265,53.613666666666184,29.26099999999996
2026,-36.66666666666667,-36.33333333333333,88.85000000000005,-18.333333333333336,10.000000000000009
