variant,date,side,lot,pts,state,pnl,before,after
1000,2018-10-31,SHORT,0.01,-9.12700000000018,TIME,-9.12700000000018,313.15700000000106,304.0300000000009
1000,2018-11-01,LONG,0.01,9.437999999999874,TIME,9.437999999999874,304.0300000000009,313.46800000000076
1000,2018-11-09,SHORT,0.01,8.970000000000027,TIME,8.970000000000027,313.46800000000076,322.4380000000008
1000,2018-12-04,LONG,0.01,-3.1670000000001437,TIME,-3.1670000000001437,322.4380000000008,319.27100000000064
1000,2018-12-05,SHORT,0.01,-1.7670000000000528,TIME,-1.7670000000000528,319.27100000000064,317.5040000000006
1000,2018-12-06,SHORT,0.01,-4.980000000000018,TIME,-4.980000000000018,317.5040000000006,312.52400000000057
1000,2018-12-14,SHORT,0.01,-0.6600000000000819,TIME,-0.6600000000000819,312.52400000000057,311.8640000000005
1000,2018-12-28,LONG,0.01,-0.6499999999998636,TIME,-0.6499999999998636,311.8640000000005,311.2140000000006
1000,2019-01-03,LONG,0.01,3.7530000000001564,TIME,3.7530000000001564,300.0,303.75300000000016
1000,2019-01-08,SHORT,0.01,0.41000000000008185,TIME,0.41000000000008185,303.75300000000016,304.16300000000024
1000,2019-01-11,LONG,0.01,-6.779999999999973,TIME,-6.779999999999973,304.16300000000024,297.38300000000027
1000,2019-01-25,LONG,0.01,18.460000000000036,TIME,18.460000000000036,297.38300000000027,315.8430000000003
1000,2019-01-29,LONG,0.01,6.612999999999829,TIME,6.612999999999829,315.8430000000003,322.45600000000013
1000,2019-02-01,SHORT,0.01,0.16999999999984539,TIME,0.16999999999984539,322.45600000000013,322.626
1000,2019-02-12,LONG,0.01,-0.6069999999999709,TIME,-0.6069999999999709,322.626,322.019
1000,2019-02-26,SHORT,0.01,-2.08400000000006,TIME,-2.08400000000006,322.019,319.93499999999995
1000,2019-03-07,SHORT,0.01,-10.72400000000016,TIME,-10.72400000000016,319.93499999999995,309.2109999999998
1000,2019-03-08,LONG,0.01,4.423000000000002,TIME,4.423000000000002,309.2109999999998,313.6339999999998
1000,2019-03-14,SHORT,0.01,-1.8199999999999363,TIME,-1.8199999999999363,313.6339999999998,311.81399999999985
1000,2019-03-15,LONG,0.01,-1.7300000000000182,TIME,-1.7300000000000182,311.81399999999985,310.08399999999983
1000,2019-03-21,LONG,0.01,-6.690000000000055,TIME,-6.690000000000055,310.08399999999983,303.3939999999998
1000,2019-03-26,SHORT,0.01,1.2429999999999382,TIME,1.2429999999999382,303.3939999999998,304.6369999999997
1000,2019-04-23,SHORT,0.01,1.6030000000000655,TIME,1.6030000000000655,304.6369999999997,306.2399999999998
1000,2019-04-26,LONG,0.01,4.319999999999936,TIME,4.319999999999936,306.2399999999998,310.5599999999997
1000,2019-04-30,LONG,0.01,-5.170000000000073,TIME,-5.170000000000073,310.5599999999997,305.38999999999965
1000,2019-05-01,SHORT,0.01,5.839999999999918,TIME,5.839999999999918,305.38999999999965,311.22999999999956
1000,2019-05-08,LONG,0.01,-4.604000000000042,TIME,-4.604000000000042,311.22999999999956,306.6259999999995
1000,2019-05-15,SHORT,0.01,-3.436999999999898,TIME,-3.436999999999898,306.6259999999995,303.1889999999996
1000,2019-05-28,SHORT,0.01,-1.4370000000001255,TIME,-1.4370000000001255,303.1889999999996,301.7519999999995
1000,2019-05-29,LONG,0.01,-6.800000000000182,TIME,-6.800000000000182,301.7519999999995,294.9519999999993
1000,2019-05-30,SHORT,0.01,-17.47699999999986,TIME,-17.47699999999986,294.9519999999993,277.47499999999945
1000,2019-05-31,LONG,0.01,10.300000000000182,TIME,10.300000000000182,277.47499999999945,287.77499999999964
1000,2019-06-05,LONG,0.01,-1.7039999999999509,TIME,-1.7039999999999509,287.77499999999964,286.0709999999997
1000,2019-06-12,LONG,0.01,2.033000000000129,TIME,2.033000000000129,286.0709999999997,288.1039999999998
1000,2019-06-14,LONG,0.01,-14.694000000000187,TIME,-14.694000000000187,288.1039999999998,273.4099999999996
1000,2019-06-18,LONG,0.01,-1.2200000000000273,TIME,-1.2200000000000273,273.4099999999996,272.1899999999996
1000,2019-06-20,LONG,0.01,20.0,TP,20.0,272.1899999999996,292.1899999999996
1000,2019-06-25,LONG,0.01,-20.0,SL,-20.0,292.1899999999996,272.1899999999996
1000,2019-06-26,SHORT,0.01,2.242999999999938,TIME,2.242999999999938,272.1899999999996,274.43299999999954
1000,2019-07-23,SHORT,0.01,-4.567000000000007,TIME,-4.567000000000007,274.43299999999954,269.86599999999953
1000,2019-08-07,LONG,0.01,20.0,TP,20.0,269.86599999999953,289.86599999999953
1000,2019-08-13,LONG,0.01,-20.0,SL,-20.0,289.86599999999953,269.86599999999953
1000,2019-08-16,SHORT,0.01,1.509999999999991,TIME,1.509999999999991,269.86599999999953,271.3759999999995
1000,2019-08-29,LONG,0.01,-20.0,SL,-20.0,271.3759999999995,251.37599999999952
1000,2019-09-10,SHORT,0.01,-2.6469999999999345,TIME,-2.6469999999999345,251.37599999999952,248.7289999999996
1000,2019-09-11,LONG,0.01,6.873000000000047,TIME,6.873000000000047,248.7289999999996,255.60199999999963
1000,2019-09-20,LONG,0.01,12.123000000000047,TIME,12.123000000000047,255.60199999999963,267.7249999999997
1000,2019-11-15,SHORT,0.01,-4.769999999999982,TIME,-4.769999999999982,267.7249999999997,262.9549999999997
1000,2019-12-06,SHORT,0.01,12.180000000000064,TIME,12.180000000000064,262.9549999999997,275.13499999999976
1000,2019-12-24,LONG,0.01,8.200000000000045,TIME,8.200000000000045,275.13499999999976,283.3349999999998
1000,2019-12-31,LONG,0.01,-7.197000000000116,TIME,-7.197000000000116,283.3349999999998,276.1379999999997
1000,2020-01-03,LONG,0.01,6.170000000000073,TIME,6.170000000000073,300.0,306.1700000000001
1000,2020-01-08,LONG,0.01,-20.0,SL,-20.0,306.1700000000001,286.1700000000001
1000,2020-01-15,LONG,0.01,-0.16699999999991633,TIME,-0.16699999999991633,286.1700000000001,286.00300000000016
1000,2020-01-23,SHORT,0.01,-5.990000000000009,TIME,-5.990000000000009,286.00300000000016,280.01300000000015
1000,2020-02-11,SHORT,0.01,2.4860000000001037,TIME,2.4860000000001037,280.01300000000015,282.49900000000025
1000,2020-02-13,LONG,0.01,0.29300000000012005,TIME,0.29300000000012005,282.49900000000025,282.79200000000037
1000,2020-02-21,LONG,0.01,9.502999999999929,TIME,9.502999999999929,282.79200000000037,292.2950000000003
1000,2020-02-25,SHORT,0.01,-3.990000000000009,TIME,-3.990000000000009,292.2950000000003,288.3050000000003
1000,2020-02-28,SHORT,0.01,20.0,TP,20.0,288.3050000000003,308.3050000000003
1000,2020-03-10,SHORT,0.01,20.0,TP,20.0,308.3050000000003,328.3050000000003
1000,2020-03-18,SHORT,0.01,-20.0,SL,-20.0,328.3050000000003,308.3050000000003
1000,2020-03-20,LONG,0.01,-20.0,SL,-20.0,308.3050000000003,288.3050000000003
1000,2020-03-25,SHORT,0.01,-20.0,SL,-20.0,288.3050000000003,268.3050000000003
1000,2020-04-17,SHORT,0.01,20.0,TP,20.0,268.3050000000003,288.3050000000003
1000,2020-04-28,SHORT,0.01,-5.824000000000069,TIME,-5.824000000000069,288.3050000000003,282.4810000000002
1000,2020-05-21,SHORT,0.01,20.0,TP,20.0,282.4810000000002,302.4810000000002
1000,2020-05-28,LONG,0.01,2.423000000000002,TIME,2.423000000000002,302.4810000000002,304.9040000000002
1000,2020-07-22,LONG,0.01,14.242999999999938,TIME,14.242999999999938,304.9040000000002,319.14700000000016
1000,2020-07-31,LONG,0.01,-1.6140000000000327,TIME,-1.6140000000000327,319.14700000000016,317.53300000000013
1000,2020-08-11,SHORT,0.01,20.0,TP,20.0,317.53300000000013,337.53300000000013
1000,2020-08-19,SHORT,0.01,20.0,TP,20.0,337.53300000000013,357.53300000000013
1000,2020-09-01,LONG,0.01,-20.0,SL,-20.0,357.53300000000013,337.53300000000013
1000,2020-09-17,SHORT,0.01,-9.776999999999816,TIME,-9.776999999999816,337.53300000000013,327.7560000000003
1000,2020-09-18,LONG,0.01,-4.813999999999851,TIME,-4.813999999999851,327.7560000000003,322.94200000000046
1000,2020-09-23,SHORT,0.01,20.0,TP,20.0,322.94200000000046,342.94200000000046
1000,2020-09-30,SHORT,0.01,-9.994000000000142,TIME,-9.994000000000142,342.94200000000046,332.9480000000003
1000,2020-10-09,LONG,0.01,20.0,TP,20.0,332.9480000000003,352.9480000000003
1000,2020-10-13,SHORT,0.01,20.0,TP,20.0,352.9480000000003,372.9480000000003
1000,2020-10-21,LONG,0.01,-2.0340000000001055,TIME,-2.0340000000001055,372.9480000000003,370.9140000000002
1000,2020-11-04,SHORT,0.01,-20.0,SL,-20.0,370.9140000000002,350.9140000000002
1000,2020-11-19,SHORT,0.01,-2.836999999999989,TIME,-2.836999999999989,350.9140000000002,348.0770000000002
1000,2020-12-01,LONG,0.01,20.0,TP,20.0,348.0770000000002,368.0770000000002
1000,2020-12-03,LONG,0.01,-5.240000000000009,TIME,-5.240000000000009,368.0770000000002,362.8370000000002
1000,2020-12-09,SHORT,0.01,20.0,TP,20.0,362.8370000000002,382.8370000000002
1000,2020-12-15,LONG,0.01,11.003000000000156,TIME,11.003000000000156,382.8370000000002,393.8400000000004
1000,2020-12-17,LONG,0.01,20.0,TP,20.0,393.8400000000004,413.8400000000004
1000,2021-01-08,SHORT,0.01,20.0,TP,20.0,300.0,320.0
1000,2021-01-12,LONG,0.01,-20.0,SL,-20.0,320.0,300.0
1000,2021-01-20,LONG,0.01,-20.0,SL,-20.0,300.0,280.0
1000,2021-01-22,SHORT,0.01,20.0,TP,20.0,280.0,300.0
1000,2021-01-28,SHORT,0.01,-20.0,SL,-20.0,300.0,280.0
1000,2021-02-02,SHORT,0.01,10.541999999999916,TIME,10.541999999999916,280.0,290.5419999999999
1000,2021-02-04,SHORT,0.01,20.0,TP,20.0,290.5419999999999,310.5419999999999
1000,2021-02-09,LONG,0.01,2.7870000000000346,TIME,2.7870000000000346,310.5419999999999,313.32899999999995
1000,2021-02-10,LONG,0.01,-2.8400000000001455,TIME,-2.8400000000001455,313.32899999999995,310.4889999999998
1000,2021-02-25,SHORT,0.01,20.0,TP,20.0,310.4889999999998,330.4889999999998
1000,2021-03-09,LONG,0.01,20.0,TP,20.0,330.4889999999998,350.4889999999998
1000,2021-03-11,LONG,0.01,-20.0,SL,-20.0,350.4889999999998,330.4889999999998
1000,2021-03-12,SHORT,0.01,-18.223999999999933,TIME,-18.223999999999933,330.4889999999998,312.2649999999999
1000,2021-04-08,LONG,0.01,4.951999999999998,TIME,4.951999999999998,312.2649999999999,317.21699999999987
1000,2021-04-13,SHORT,0.01,-20.0,SL,-20.0,317.21699999999987,297.21699999999987
1000,2021-04-15,LONG,0.01,20.0,TP,20.0,297.21699999999987,317.21699999999987
1000,2021-04-21,LONG,0.01,4.40300000000002,TIME,4.40300000000002,317.21699999999987,321.6199999999999
1000,2021-04-28,SHORT,0.01,-20.0,SL,-20.0,321.6199999999999,301.6199999999999
1000,2021-05-06,LONG,0.01,20.0,TP,20.0,301.6199999999999,321.6199999999999
1000,2021-05-28,SHORT,0.01,-14.97700000000009,TIME,-14.97700000000009,321.6199999999999,306.6429999999998
1000,2021-06-01,LONG,0.01,-20.0,SL,-20.0,306.6429999999998,286.6429999999998
1000,2021-06-03,SHORT,0.01,20.0,TP,20.0,286.6429999999998,306.6429999999998
1000,2021-07-01,LONG,0.01,-3.1039999999998145,TIME,-3.1039999999998145,306.6429999999998,303.539
1000,2021-07-06,LONG,0.01,-3.063999999999851,TIME,-3.063999999999851,303.539,300.47500000000014
1000,2021-07-16,SHORT,0.01,10.145999999999958,TIME,10.145999999999958,300.47500000000014,310.6210000000001
1000,2021-07-28,LONG,0.01,13.375999999999976,TIME,13.375999999999976,310.6210000000001,323.99700000000007
1000,2021-07-29,LONG,0.01,9.55600000000004,TIME,9.55600000000004,323.99700000000007,333.5530000000001
1000,2021-08-18,LONG,0.01,-10.30399999999986,TIME,-10.30399999999986,333.5530000000001,323.24900000000025
1000,2021-08-20,LONG,0.01,-6.973999999999933,TIME,-6.973999999999933,323.24900000000025,316.2750000000003
1000,2021-08-25,SHORT,0.01,8.843000000000075,TIME,8.843000000000075,316.2750000000003,325.1180000000004
1000,2021-08-27,LONG,0.01,12.695999999999913,TIME,12.695999999999913,325.1180000000004,337.8140000000003
1000,2021-09-07,SHORT,0.01,20.0,TP,20.0,337.8140000000003,357.8140000000003
1000,2021-09-10,LONG,0.01,-16.284000000000106,TIME,-16.284000000000106,357.8140000000003,341.5300000000002
1000,2021-09-16,SHORT,0.01,20.0,TP,20.0,341.5300000000002,361.5300000000002
1000,2021-09-28,SHORT,0.01,0.7189999999998236,TIME,0.7189999999998236,361.5300000000002,362.249
1000,2021-10-05,SHORT,0.01,3.6130000000000564,TIME,3.6130000000000564,362.249,365.8620000000001
1000,2021-10-12,LONG,0.01,-0.007000000000061846,TIME,-0.007000000000061846,365.8620000000001,365.855
1000,2021-10-19,LONG,0.01,-2.377999999999929,TIME,-2.377999999999929,365.855,363.4770000000001
1000,2021-11-03,SHORT,0.01,20.0,TP,20.0,363.4770000000001,383.4770000000001
1000,2021-11-10,SHORT,0.01,-20.0,SL,-20.0,383.4770000000001,363.4770000000001
1000,2021-11-26,LONG,0.01,-20.0,SL,-20.0,363.4770000000001,343.4770000000001
1000,2021-11-30,LONG,0.01,-20.0,SL,-20.0,343.4770000000001,323.4770000000001
1000,2021-12-08,LONG,0.01,-4.491999999999962,TIME,-4.491999999999962,323.4770000000001,318.9850000000001
1000,2021-12-17,LONG,0.01,-12.134000000000015,TIME,-12.134000000000015,318.9850000000001,306.8510000000001
1000,2022-01-06,SHORT,0.01,11.036000000000058,TIME,11.036000000000058,300.0,311.03600000000006
1000,2022-01-11,LONG,0.01,6.976000000000113,TIME,6.976000000000113,311.03600000000006,318.01200000000017
1000,2022-01-18,SHORT,0.01,2.8360000000000127,TIME,2.8360000000000127,318.01200000000017,320.8480000000002
1000,2022-02-01,LONG,0.01,-7.133000000000038,TIME,-7.133000000000038,320.8480000000002,313.71500000000015
1000,2022-02-24,LONG,0.01,20.0,TP,20.0,313.71500000000015,333.71500000000015
1000,2022-03-08,LONG,0.01,20.0,TP,20.0,333.71500000000015,353.71500000000015
1000,2022-03-15,SHORT,0.01,20.0,TP,20.0,353.71500000000015,373.71500000000015
1000,2022-04-27,SHORT,0.01,20.0,TP,20.0,373.71500000000015,393.71500000000015
1000,2022-04-29,LONG,0.01,-16.273999999999887,TIME,-16.273999999999887,393.71500000000015,377.44100000000026
1000,2022-05-05,LONG,0.01,-20.0,SL,-20.0,377.44100000000026,357.44100000000026
1000,2022-05-25,SHORT,0.01,9.211000000000013,TIME,9.211000000000013,357.44100000000026,366.65200000000027
1000,2022-06-15,LONG,0.01,20.0,TP,20.0,366.65200000000027,386.65200000000027
1000,2022-06-22,SHORT,0.01,-20.0,SL,-20.0,386.65200000000027,366.65200000000027
1000,2022-07-01,SHORT,0.01,-14.639000000000124,TIME,-14.639000000000124,366.65200000000027,352.01300000000015
1000,2022-07-14,SHORT,0.01,20.0,TP,20.0,352.01300000000015,372.01300000000015
1000,2022-07-29,LONG,0.01,-1.0979999999999563,TIME,-1.0979999999999563,372.01300000000015,370.9150000000002
1000,2022-08-04,LONG,0.01,20.0,TP,20.0,370.9150000000002,390.9150000000002
1000,2022-08-25,LONG,0.01,-5.454000000000178,TIME,-5.454000000000178,390.9150000000002,385.461
1000,2022-09-06,LONG,0.01,-20.0,SL,-20.0,385.461,365.461
1000,2022-09-09,LONG,0.01,-7.1440000000000055,TIME,-7.1440000000000055,365.461,358.317
1000,2022-09-15,SHORT,0.01,20.0,TP,20.0,358.317,378.317
1000,2022-09-22,SHORT,0.01,-20.0,SL,-20.0,378.317,358.317
1000,2022-09-27,LONG,0.01,-14.740000000000009,TIME,-14.740000000000009,358.317,343.577
1000,2022-09-30,LONG,0.01,-9.894000000000005,TIME,-9.894000000000005,343.577,333.683
1000,2022-10-19,SHORT,0.01,10.364000000000033,TIME,10.364000000000033,333.683,344.047
1000,2022-10-26,LONG,0.01,-4.673999999999978,TIME,-4.673999999999978,344.047,339.37300000000005
1000,2022-11-01,LONG,0.01,7.1059999999999945,TIME,7.1059999999999945,339.37300000000005,346.47900000000004
1000,2022-11-04,LONG,0.01,20.0,TP,20.0,346.47900000000004,366.47900000000004
1000,2022-11-08,SHORT,0.01,-20.0,SL,-20.0,366.47900000000004,346.47900000000004
1000,2022-11-17,SHORT,0.01,1.816000000000031,TIME,1.816000000000031,346.47900000000004,348.2950000000001
1000,2022-11-25,SHORT,0.01,-3.91599999999994,TIME,-3.91599999999994,348.2950000000001,344.37900000000013
1000,2022-11-29,LONG,0.01,0.07500000000004547,TIME,0.07500000000004547,344.37900000000013,344.4540000000002
1000,2022-12-15,SHORT,0.01,11.339999999999918,TIME,11.339999999999918,344.4540000000002,355.7940000000001
1000,2022-12-20,LONG,0.01,20.0,TP,20.0,355.7940000000001,375.7940000000001
1000,2023-01-04,LONG,0.01,-7.560000000000173,TIME,-7.560000000000173,300.0,292.4399999999998
1000,2023-01-11,LONG,0.01,0.5199999999999818,TIME,0.5199999999999818,292.4399999999998,292.9599999999998
1000,2023-01-12,LONG,0.01,16.059999999999945,TIME,16.059999999999945,292.9599999999998,309.01999999999975
1000,2023-01-25,SHORT,0.01,-20.0,SL,-20.0,309.01999999999975,289.01999999999975
1000,2023-01-31,SHORT,0.01,-9.75,TIME,-9.75,289.01999999999975,279.26999999999975
1000,2023-02-07,LONG,0.01,8.289999999999964,TIME,8.289999999999964,279.26999999999975,287.5599999999997
1000,2023-02-15,SHORT,0.01,-5.980000000000018,TIME,-5.980000000000018,287.5599999999997,281.5799999999997
1000,2023-02-17,SHORT,0.01,-20.0,SL,-20.0,281.5799999999997,261.5799999999997
1000,2023-03-03,LONG,0.01,11.712999999999965,TIME,11.712999999999965,261.5799999999997,273.29299999999967
1000,2023-03-15,SHORT,0.01,-20.0,SL,-20.0,273.29299999999967,253.29299999999967
1000,2023-03-17,LONG,0.01,20.0,TP,20.0,253.29299999999967,273.29299999999967
1000,2023-03-29,SHORT,0.01,-8.930000000000064,TIME,-8.930000000000064,273.29299999999967,264.3629999999996
1000,2023-04-06,SHORT,0.01,4.873000000000047,TIME,4.873000000000047,264.3629999999996,269.23599999999965
1000,2023-04-12,LONG,0.01,5.330000000000155,TIME,5.330000000000155,269.23599999999965,274.5659999999998
1000,2023-04-19,SHORT,0.01,20.0,TP,20.0,274.5659999999998,294.5659999999998
1000,2023-04-21,SHORT,0.01,2.22199999999998,TIME,2.22199999999998,294.5659999999998,296.7879999999998
1000,2023-04-27,LONG,0.01,-20.0,SL,-20.0,296.7879999999998,276.7879999999998
1000,2023-05-23,SHORT,0.01,-10.767000000000053,TIME,-10.767000000000053,276.7879999999998,266.02099999999973
1000,2023-05-26,LONG,0.01,-5.287000000000035,TIME,-5.287000000000035,266.02099999999973,260.7339999999997
1000,2023-05-30,SHORT,0.01,-20.0,SL,-20.0,260.7339999999997,240.7339999999997
1000,2023-06-15,SHORT,0.01,-20.0,SL,-20.0,240.7339999999997,220.7339999999997
1000,2023-06-27,LONG,0.01,-16.676999999999907,TIME,-16.676999999999907,220.7339999999997,204.0569999999998
1000,2023-07-11,LONG,0.01,-0.9700000000000273,TIME,-0.9700000000000273,204.0569999999998,203.08699999999976
1000,2023-07-18,LONG,0.01,20.0,TP,20.0,203.08699999999976,223.08699999999976
1000,2023-07-20,LONG,0.01,-11.070000000000164,TIME,-11.070000000000164,223.08699999999976,212.0169999999996
1000,2023-07-25,LONG,0.01,6.7000000000000455,TIME,6.7000000000000455,212.0169999999996,218.71699999999964
1000,2023-08-23,LONG,0.01,18.090000000000146,TIME,18.090000000000146,218.71699999999964,236.8069999999998
1000,2023-09-08,LONG,0.01,-7.156999999999925,TIME,-7.156999999999925,236.8069999999998,229.64999999999986
1000,2023-09-15,LONG,0.01,4.643000000000029,TIME,4.643000000000029,229.64999999999986,234.2929999999999
1000,2023-10-12,LONG,0.01,-4.9500000000000455,TIME,-4.9500000000000455,234.2929999999999,229.34299999999985
1000,2023-10-13,LONG,0.01,20.0,TP,20.0,229.34299999999985,249.34299999999985
1000,2023-10-18,LONG,0.01,20.0,TP,20.0,249.34299999999985,269.34299999999985
1000,2023-11-07,SHORT,0.01,1.5899999999999181,TIME,1.5899999999999181,269.34299999999985,270.93299999999977
1000,2023-11-16,LONG,0.01,20.0,TP,20.0,270.93299999999977,290.93299999999977
1000,2023-11-21,LONG,0.01,10.529999999999973,TIME,10.529999999999973,290.93299999999977,301.46299999999974
1000,2023-12-06,LONG,0.01,-4.660000000000082,TIME,-4.660000000000082,301.46299999999974,296.80299999999966
1000,2023-12-28,LONG,0.01,-20.0,SL,-20.0,296.80299999999966,276.80299999999966
1000,2024-01-11,LONG,0.01,-20.0,SL,-20.0,300.0,280.0
1000,2024-01-16,SHORT,0.01,20.0,TP,20.0,280.0,300.0
1000,2024-01-23,LONG,0.01,-1.3199999999999363,TIME,-1.3199999999999363,300.0,298.68000000000006
1000,2024-02-22,LONG,0.01,-9.740000000000009,TIME,-9.740000000000009,298.68000000000006,288.94000000000005
1000,2024-03-12,SHORT,0.01,20.0,TP,20.0,288.94000000000005,308.94000000000005
1000,2024-03-21,LONG,0.01,-20.0,SL,-20.0,308.94000000000005,288.94000000000005
1000,2024-04-05,SHORT,0.01,-20.0,SL,-20.0,288.94000000000005,268.94000000000005
1000,2024-04-12,LONG,0.01,20.0,TP,20.0,268.94000000000005,288.94000000000005
1000,2024-04-18,LONG,0.01,20.0,TP,20.0,288.94000000000005,308.94000000000005
1000,2024-04-23,SHORT,0.01,-20.0,SL,-20.0,308.94000000000005,288.94000000000005
1000,2024-04-30,SHORT,0.01,20.0,TP,20.0,288.94000000000005,308.94000000000005
1000,2024-05-10,LONG,0.01,-9.079999999999927,TIME,-9.079999999999927,308.94000000000005,299.8600000000001
1000,2024-05-21,SHORT,0.01,-20.0,SL,-20.0,299.8600000000001,279.8600000000001
1000,2024-06-06,LONG,0.01,6.980000000000018,TIME,6.980000000000018,279.8600000000001,286.84000000000015
1000,2024-06-20,LONG,0.01,20.0,TP,20.0,286.84000000000015,306.84000000000015
1000,2024-06-25,SHORT,0.01,9.199999999999818,TIME,9.199999999999818,306.84000000000015,316.03999999999996
1000,2024-07-03,LONG,0.01,20.0,TP,20.0,316.03999999999996,336.03999999999996
1000,2024-07-05,LONG,0.01,20.0,TP,20.0,336.03999999999996,356.03999999999996
1000,2024-07-11,LONG,0.01,20.0,TP,20.0,356.03999999999996,376.03999999999996
1000,2024-07-18,LONG,0.01,-20.0,SL,-20.0,376.03999999999996,356.03999999999996
1000,2024-07-19,SHORT,0.01,20.0,TP,20.0,356.03999999999996,376.03999999999996
1000,2024-07-25,SHORT,0.01,0.6529999999997926,TIME,0.6529999999997926,376.03999999999996,376.69299999999976
1000,2024-08-02,LONG,0.01,-20.0,SL,-20.0,376.69299999999976,356.69299999999976
1000,2024-08-08,LONG,0.01,20.0,TP,20.0,356.69299999999976,376.69299999999976
1000,2024-08-28,SHORT,0.01,-7.519999999999982,TIME,-7.519999999999982,376.69299999999976,369.1729999999998
1000,2024-09-20,LONG,0.01,15.278999999999996,TIME,15.278999999999996,369.1729999999998,384.45199999999977
1000,2024-10-16,LONG,0.01,3.592999999999847,TIME,3.592999999999847,384.45199999999977,388.0449999999996
1000,2024-10-18,LONG,0.01,13.940000000000055,TIME,13.940000000000055,388.0449999999996,401.9849999999997
1000,2024-10-22,LONG,0.02,14.61999999999989,TIME,29.23999999999978,401.9849999999997,431.22499999999945
1000,2024-10-24,LONG,0.02,-3.5099999999997635,TIME,-7.019999999999527,431.22499999999945,424.2049999999999
1000,2024-10-29,LONG,0.02,20.0,TP,40.0,424.2049999999999,464.2049999999999
1000,2024-11-06,SHORT,0.02,20.0,TP,40.0,464.2049999999999,504.2049999999999
1000,2024-11-14,SHORT,0.02,-20.0,SL,-40.0,504.2049999999999,464.2049999999999
