year,signals,executed,final,return_pct,max_dd_pct,stalled,wins,losses,wr,net_points
2018,41,41,311.2140000000006,3.738000000000219,10.794521718432364,False,16,25,0.3902439024390244,11.214000000000624
2019,43,43,276.1379999999997,-7.954000000000105,22.904849578149435,False,20,23,0.46511627906976744,-23.862000000000307
2020,36,36,413.8400000000004,37.94666666666679,18.275688765020316,False,19,17,0.5277777777777778,113.84000000000037
2021,44,44,306.8510000000001,2.283666666666706,19.98190243482659,False,22,22,0.5,6.851000000000113
2022,34,34,375.7940000000001,25.26466666666669,15.24757756245003,False,19,15,0.5588235294117647,75.7940000000001
2023,37,37,276.80299999999966,-7.732333333333452,34.28030548184586,False,18,19,0.4864864864864865,-23.197000000000344
2024,37,37,396.8649999999998,32.288333333333256,21.288959847681035,False,21,16,0.5675675675675675,99.42499999999973
2025,44,44,529.9790000000012,76.65966666666706,34.7103195229303,False,26,18,0.5909090909090909,196.78800000000047
2026,40,40,343.0,14.333333333333332,25.0,False,22,18,0.55,63.0
