key,family,variant,exit,tp,sl,rr,horizon_min,train_score,train_n,train_R,train_evR,train_wr,train_pf,train_ddR,train_streak,train_pos_years,oos_n,oos_R,oos_evR,oos_wr,oos_pf,oos_ddR,oos_streak,oos_pos_years,all_n,all_R,all_evR,all_pf,n_2018,R_2018,wr_2018,n_2019,R_2019,wr_2019,n_2020,R_2020,wr_2020,n_2021,R_2021,wr_2021,n_2022,R_2022,wr_2022,n_2023,R_2023,wr_2023,n_2024,R_2024,wr_2024,n_2025,R_2025,wr_2025,n_2026,R_2026,wr_2026
asia_liquidity_sweep|all|TP20_SL20|H720,asia_liquidity_sweep,all,TP20_SL20,20.0,20.0,1.0,720,-1.6979065696822024,1166,-38.47444999999984,-0.03299695540308734,0.4914236706689537,0.8575672923182976,41.51209999999985,10,1,801,-64.53765000000013,-0.0805713483146069,0.4731585518102372,0.7923340011236378,72.53700000000022,8,0,1967,-103.01209999999999,-0.052370157600406704,0.8226680706951405,234,-5.371749999999963,0.5213675213675214,227,2.130799999999987,0.5110132158590308,227,-27.444000000000006,0.4052863436123348,237,-0.9851499999999089,0.5569620253164557,241,-6.804349999999954,0.4605809128630705,241,-1.8101499999998838,0.5269709543568465,234,-26.31860000000016,0.4444444444444444,208,-22.408900000000088,0.46153846153846156,118,-14.0,0.4406779661016949
prevclose_cont_600|all|TP5_SL15|H480,prevclose_cont_600,all,TP5_SL15,5.0,15.0,0.3333333333333333,480,-1.6984450495206571,1304,-36.84739999999995,-0.028257208588957018,0.571319018404908,0.8597165961075749,43.33293333333342,13,0,949,3.637533333333377,0.003833017211099449,0.7007376185458377,1.0171240733470108,10.777466666666678,10,2,2253,-33.20986666666657,-0.014740287024707754,0.9300971767509422,260,-11.200399999999993,0.4653846153846154,261,-12.694333333333365,0.48659003831417624,262,-4.23993333333327,0.648854961832061,261,-3.5481999999999854,0.6091954022988506,260,-5.164533333333326,0.6461538461538462,260,-5.936466666666703,0.6307692307692307,262,6.076600000000062,0.7061068702290076,261,6.2989333333333555,0.7471264367816092,166,-2.801533333333345,0.7289156626506024
impulse60_fade_840|s040|TP30_SL25|H720,impulse60_fade_840,s040,TP30_SL25,30.0,25.0,1.2,720,-1.69944598990487,659,-30.85491999999995,-0.046820819423368666,0.4613050075872534,0.7434492286744272,35.07991999999996,10,1,481,8.513080000000112,0.017698711018711254,0.4677754677754678,1.056546198866457,16.32795999999998,9,3,1140,-22.341839999999838,-0.019598105263157754,0.917502735035439,117,1.1108800000000696,0.5042735042735043,132,-6.726919999999973,0.45454545454545453,123,-7.674760000000025,0.45528455284552843,145,-2.581800000000002,0.503448275862069,142,-14.98232000000002,0.39436619718309857,134,1.3742800000000512,0.4925373134328358,139,-12.778720000000039,0.4028776978417266,130,9.78912000000004,0.4846153846153846,78,10.128400000000052,0.5128205128205128
trend_pullback_600|f025|TP15_SL15|H480,trend_pullback_600,f025,TP15_SL15,15.0,15.0,1.0,480,-1.7093338890478766,813,-34.054599999999894,-0.04188757687576863,0.45633456334563344,0.8468353853469979,37.623599999999904,8,1,590,-19.83740000000013,-0.033622711864407004,0.4830508474576271,0.9144788764454413,26.09600000000013,7,1,1403,-53.892000000000024,-0.03841197434069852,0.8813732631847105,152,-10.416000000000048,0.4144736842105263,152,-10.790266666666668,0.4342105263157895,168,2.6614000000001536,0.5119047619047619,184,-8.160266666666693,0.44565217391304346,157,-7.349466666666633,0.4713375796178344,166,-14.637200000000103,0.4397590361445783,169,-6.52720000000004,0.4970414201183432,154,11.926333333333332,0.538961038961039,101,-10.59933333333332,0.44554455445544555
asia_body_fade_600|all|TP5_SL15|H720,asia_body_fade_600,all,TP5_SL15,5.0,15.0,0.3333333333333333,720,-1.7208097331032401,1291,-38.66506666666671,-0.02994970307255361,0.627420604182804,0.8663086355978131,41.19760000000041,6,0,938,-26.544000000000114,-0.028298507462686688,0.7057569296375267,0.8913125073873697,45.16746666666681,6,2,2229,-65.20906666666684,-0.029254852699267316,0.8777561957618542,258,-9.21080000000008,0.5426356589147286,258,-2.8930666666665603,0.5736434108527132,259,-8.812466666666678,0.6795366795366795,258,-4.702866666666649,0.689922480620155,258,-13.04586666666674,0.6511627906976745,257,8.497666666666564,0.7237354085603113,259,-9.385866666666672,0.694980694980695,258,-28.322466666666667,0.6627906976744186,164,2.666666666666662,0.7621951219512195
asia_body_cont_840|all|TP10_SL20|H1440,asia_body_cont_840,all,TP10_SL20,10.0,20.0,0.5,1440,-1.7223923363271636,1291,-39.57215000000009,-0.030652323780015565,0.5267234701781565,0.8665818955366362,44.95705000000002,9,1,938,7.1907999999999435,0.007666098081023394,0.6300639658848614,1.0269301003830464,26.577999999999996,8,2,2229,-32.38135000000014,-0.014527299237326218,0.9425475242838809,258,1.4249499999999786,0.4806201550387597,258,-16.303550000000065,0.47674418604651164,259,-6.714649999999971,0.5907335907335908,258,-16.21565000000005,0.5155038759689923,258,-1.7632499999999816,0.5697674418604651,257,-3.861350000000038,0.5680933852140078,259,8.368999999999982,0.640926640926641,258,-5.816849999999999,0.6356589147286822,164,8.5,0.7012195121951219
trend_pullback_600|f025|TP5_SL15|H480,trend_pullback_600,f025,TP5_SL15,5.0,15.0,0.3333333333333333,480,-1.7271990268364747,813,-32.36099999999996,-0.039804428044280395,0.5744157441574416,0.8160939702736117,37.031200000000126,8,0,590,9.668333333333342,0.01638700564971753,0.7288135593220338,1.0748518060691774,9.431999999999938,5,3,1403,-22.692666666666618,-0.016174388215728166,0.9256298055830847,152,-10.360400000000029,0.4407894736842105,152,-8.404733333333374,0.4934210526315789,168,-3.7667999999999253,0.6488095238095238,184,-6.399133333333296,0.6141304347826086,157,-3.4299333333333406,0.6560509554140127,166,-1.4101333333333383,0.6686746987951807,169,3.2060666666666706,0.727810650887574,154,7.539066666666681,0.7792207792207793,101,0.33333333333333165,0.7524752475247525
asia_body_cont_600|all|TP25_SL20|H1440,asia_body_cont_600,all,TP25_SL20,25.0,20.0,1.25,1440,-1.730065979220147,1291,-38.427549999999805,-0.029765724244771342,0.45778466305189774,0.8860551592831313,47.851999999999826,11,1,938,18.399199999999766,0.01961535181236649,0.48294243070362475,1.0498460867427344,32.25,11,2,2229,-20.02835000000004,-0.008985352175863633,0.9716459795981466,258,0.10905000000007004,0.4689922480620155,258,-13.24319999999989,0.46124031007751937,259,-5.861499999999932,0.44015444015444016,258,-11.980099999999995,0.46124031007751937,258,-7.451800000000063,0.4573643410852713,257,-9.555750000000103,0.490272373540856,259,21.172749999999837,0.5096525096525096,258,14.382200000000035,0.4844961240310077,164,-7.6,0.4268292682926829
impulse60_fade_840|s040|TP15_SL25|H1440,impulse60_fade_840,s040,TP15_SL25,15.0,25.0,0.6,1440,-1.7328782704692842,659,-30.559359999999852,-0.04637232169954454,0.4931714719271624,0.7771659110371695,33.192519999999796,7,0,481,-7.539879999999894,-0.015675426195425973,0.5592515592515592,0.9467802979503743,22.63219999999985,9,2,1140,-38.099239999999746,-0.03342038596491206,0.8633525446989564,117,-1.5762399999999346,0.5042735042735043,132,-7.316679999999932,0.4621212121212121,123,-11.469079999999977,0.5040650406504065,145,-1.0723200000000381,0.5310344827586206,142,-9.125039999999974,0.4647887323943662,134,1.2231999999999879,0.5373134328358209,139,-14.199439999999887,0.4748201438848921,130,-4.563639999999996,0.5846153846153846,78,10.0,0.7051282051282052
impulse60_cont_600|s040|TP10_SL20|H480,impulse60_cont_600,s040,TP10_SL20,10.0,20.0,0.5,480,-1.7345582685114445,728,-32.338549999999984,-0.044421085164835145,0.47802197802197804,0.7770044297704849,32.76084999999997,8,0,517,-13.084299999999914,-0.02530812379110235,0.5725338491295938,0.9110547795233551,15.802899999999996,8,2,1245,-45.422849999999904,-0.036484216867469804,0.8445082986177617,150,-7.8560999999999925,0.4066666666666667,145,-9.992950000000008,0.42758620689655175,148,-0.9417999999999673,0.5405405405405406,132,-5.8440499999999815,0.49242424242424243,153,-7.703650000000037,0.5228758169934641,140,-11.573249999999994,0.44285714285714284,144,0.8607500000000199,0.6041666666666666,136,2.577700000000049,0.6323529411764706,97,-4.949499999999989,0.6288659793814433
asia_body_fade_840|all|TP20_SL15|H720,asia_body_fade_840,all,TP20_SL15,20.0,15.0,1.3333333333333333,720,-1.7454154213713742,1291,-40.219733333333544,-0.031153937516137525,0.4701781564678544,0.8862838530671326,40.21973333333352,12,0,938,-54.9575333333335,-0.05859012082444936,0.4466950959488273,0.8694119997129593,65.17146666666649,10,1,2229,-95.17726666666704,-0.04269953641393766,0.8771164284052448,258,-14.096400000000056,0.43410852713178294,258,-1.2406000000000716,0.4844961240310077,259,-10.794466666666773,0.444015444015444,258,-0.9828666666665278,0.5038759689922481,258,-13.105400000000115,0.4844961240310077,257,-10.44219999999996,0.490272373540856,259,-25.907133333333483,0.44787644787644787,258,9.566466666666617,0.46124031007751937,164,-28.174666666666667,0.35365853658536583
prevclose_cont_600|all|TP20_SL20|H1440,prevclose_cont_600,all,TP20_SL20,20.0,20.0,1.0,1440,-1.7548873533154046,1304,-37.197299999999885,-0.02852553680981586,0.44631901840490795,0.889489248781323,46.846749999999886,10,0,949,41.21589999999987,0.04343087460484707,0.5142255005268704,1.1205244240489733,23.250049999999987,12,2,2253,4.018599999999992,0.0017836662228140222,1.0059221969278582,260,-6.822699999999942,0.41923076923076924,261,-20.9860499999999,0.42528735632183906,262,-4.471449999999935,0.44656488549618323,261,-2.0577499999999893,0.4521072796934866,260,-2.8593500000001177,0.48846153846153845,260,-12.236100000000043,0.4653846153846154,262,30.061899999999888,0.5419847328244275,261,27.290100000000027,0.5517241379310345,166,-3.9000000000000004,0.4879518072289157
asia_liquidity_sweep|all|TP25_SL20|H720,asia_liquidity_sweep,all,TP25_SL20,25.0,20.0,1.25,720,-1.763350389278989,1166,-40.020249999999784,-0.03432268439108043,0.48713550600343053,0.8530998239558121,42.79749999999978,10,1,801,-81.79155000000016,-0.10211179775280918,0.44569288389513106,0.7504314122754352,88.23740000000024,8,0,1967,-121.81179999999992,-0.06192770716827652,0.7970355903938487,234,-5.371749999999963,0.5213675213675214,227,3.122699999999997,0.5110132158590308,227,-28.198100000000004,0.3920704845814978,237,-1.9820999999999014,0.5527426160337553,241,-7.59099999999992,0.45643153526970953,241,-1.5855999999998955,0.5269709543568465,234,-27.53555000000017,0.4358974358974359,208,-29.046050000000083,0.4182692307692308,118,-23.624350000000003,0.3474576271186441
trend_pullback_600|f025|TP5_SL15|H720,trend_pullback_600,f025,TP5_SL15,5.0,15.0,0.3333333333333333,720,-1.7660066856717327,813,-32.51720000000003,-0.03999655596555969,0.5977859778597786,0.8259165419579757,39.38413333333353,6,0,590,12.715466666666666,0.021551638418079094,0.7338983050847457,1.0975624228250604,9.53979999999996,5,4,1403,-19.801733333333356,-0.014113851271085784,0.9375580874433999,152,-9.535600000000024,0.4605263157894737,152,-9.419133333333352,0.506578947368421,168,-0.4399333333333326,0.6964285714285714,184,-11.657666666666657,0.625,157,-1.464866666666666,0.6815286624203821,166,0.32186666666663166,0.6746987951807228,169,3.369400000000024,0.7337278106508875,154,8.690866666666683,0.7857142857142857,101,0.33333333333333165,0.7524752475247525
asia_body_cont_600|all|TP20_SL15|H1440,asia_body_cont_600,all,TP20_SL15,20.0,15.0,1.3333333333333333,1440,-1.7676437220839474,1291,-37.903466666666354,-0.029359772785953798,0.4500387296669249,0.9118212739598158,51.67313333333301,11,1,938,17.549799999999728,0.018709808102345127,0.4584221748400853,1.0406064395991412,22.741133333333398,11,2,2229,-20.353666666666626,-0.00913129953641392,0.9763889734212869,258,0.9657333333334148,0.4689922480620155,258,-13.633799999999852,0.46124031007751937,259,-10.277399999999947,0.42084942084942084,258,-10.306866666666599,0.45348837209302323,258,-4.651133333333371,0.44573643410852715,257,-8.44846666666675,0.4785992217898833,259,22.253066666666477,0.4749034749034749,258,13.745200000000013,0.4573643410852713,164,-10.000000000000007,0.4024390243902439
