family,variant,exit,rr,n_2023,n_2024,n_2025,n_2026,net_2023,net_2024,net_2025,net_2026,n,positive,negative,win_rate,tp_count,sl_count,time_count,net,ev,pf,max_dd,max_loss_streak,streak_start,streak_end,avg_tp,avg_sl
prevclose_cont_600,all,A25_R125,1.25,257,259,258,164,-184.41184374999995,-17.194000000000415,302.38568750000127,-237.12365624999953,938,408,530,0.4349680170575693,408,530,0,-136.34381249999862,-0.14535587686567017,0.9688696081122844,353.1733124999995,8,2023-02-14,2023-02-23,10.360477911780379,8.288382329424303
prevclose_cont_600,all,R60_R1,1.0,257,259,258,164,-94.89549999999895,-1.8119999999980791,138.00799999999344,-194.96950000000243,938,464,474,0.4946695095948827,464,474,0,-153.669000000006,-0.1638262260127996,0.9672696869045188,331.81000000000313,9,2026-02-25,2026-03-09,9.846846481876321,9.846846481876321
prevclose_cont_600,all,R60_R125,1.25,257,259,258,164,-137.97024999999837,44.772000000002436,170.55149999999298,-133.19125000000417,938,412,526,0.43923240938166314,412,526,0,-55.83800000000713,-0.059528784648195235,0.9891705348869037,327.83362499999976,9,2026-02-25,2026-03-09,12.3085581023454,9.846846481876321
prevclose_fade_600,all,10_10,1.0,259,262,261,166,50.0,-360.0,-530.0,-140.0,948,425,523,0.44831223628691985,425,523,0,-980.0,-1.0337552742616034,0.8126195028680688,1110.0,10,2025-04-24,2025-05-07,10.0,10.0
prevclose_fade_600,all,15_15,1.0,259,262,261,166,15.0,-300.0,-795.0,-90.0,948,435,513,0.4588607594936709,435,513,0,-1170.0,-1.2341772151898733,0.847953216374269,1455.0,13,2025-01-07,2025-01-23,15.0,15.0
prevclose_fade_600,all,20_20,1.0,259,262,261,166,-180.0,-1040.0,-740.0,-240.0,948,419,529,0.4419831223628692,419,529,0,-2200.0,-2.320675105485232,0.7920604914933838,2460.0,12,2025-01-07,2025-01-22,20.0,20.0
prevclose_fade_600,all,20_15,1.3333333333333333,259,262,261,166,105.0,-500.0,-765.0,-145.0,948,369,579,0.38924050632911394,369,579,0,-1305.0,-1.3765822784810127,0.8497409326424871,1785.0,13,2025-01-07,2025-01-23,20.0,15.0
prevclose_fade_600,all,25_20,1.25,259,262,261,166,-275.0,-1055.0,-630.0,-215.0,948,373,575,0.39345991561181437,373,575,0,-2175.0,-2.2943037974683542,0.8108695652173913,2470.0,12,2025-01-07,2025-01-22,25.0,20.0
prevclose_fade_600,all,30_25,1.2,259,262,261,166,180.0,-1105.0,-365.0,-410.0,948,400,548,0.4219409282700422,400,548,0,-1700.0,-1.7932489451476794,0.8759124087591241,2100.0,12,2026-04-28,2026-05-13,30.0,25.0
prevclose_fade_600,all,40_30,1.3333333333333333,259,262,261,166,0.0,-1210.0,-760.0,-80.0,948,377,571,0.39767932489451474,377,571,0,-2050.0,-2.1624472573839664,0.8803269118505546,2790.0,10,2025-03-25,2025-04-07,40.0,30.0
prevclose_fade_600,all,A25_R1,1.0,257,259,258,164,-40.95250000000004,-131.89312499999983,-529.3225000000004,-20.915250000001492,938,418,520,0.44562899786780386,418,520,0,-723.0833750000018,-0.7708777985074645,0.8298144025844512,828.8512500000011,10,2023-01-04,2023-01-17,8.288382329424303,8.288382329424303
prevclose_fade_600,all,A25_R125,1.25,257,259,258,164,-96.55496875000004,-227.42865625000022,-468.44940625000083,-47.909062499999806,938,358,580,0.3816631130063966,358,580,0,-840.3420937500009,-0.8958870935501075,0.8209238986535016,945.0793125000008,11,2024-10-15,2024-10-29,10.360477911780379,8.288382329424303
prevclose_fade_600,all,R60_R1,1.0,257,259,258,164,-66.42450000000076,-117.8530000000028,-532.6569999999947,-206.2514999999953,938,418,520,0.44562899786780386,418,520,0,-923.1859999999936,-0.9842068230277117,0.8182620294958595,1008.1134999999936,11,2025-12-26,2026-01-12,9.846846481876321,9.846846481876321
prevclose_fade_600,all,R60_R125,1.25,257,259,258,164,-121.59812500000106,-124.53825000000273,-779.049750000001,-132.22037499999362,938,356,582,0.3795309168443497,356,582,0,-1157.4064999999985,-1.2339088486140708,0.7949934144616865,1278.7346249999985,14,2025-01-07,2025-01-24,12.3085581023454,9.846846481876321
prevclose_cont_840,all,10_10,1.0,259,262,261,166,110.0,-40.0,-150.0,-120.0,948,464,484,0.48945147679324896,464,484,0,-200.0,-0.2109704641350211,0.9586776859504132,470.0,14,2025-09-09,2025-09-26,10.0,10.0
prevclose_cont_840,all,15_15,1.0,259,262,261,166,345.0,90.0,-15.0,-180.0,948,482,466,0.5084388185654009,482,466,0,240.0,0.25316455696202533,1.0343347639484979,570.0,7,2023-06-28,2023-07-06,15.0,15.0
prevclose_cont_840,all,20_20,1.0,259,262,261,166,20.0,480.0,220.0,80.0,948,494,454,0.5210970464135021,494,454,0,800.0,0.8438818565400844,1.0881057268722467,580.0,8,2024-01-04,2024-01-15,20.0,20.0
prevclose_cont_840,all,20_15,1.3333333333333333,259,262,261,166,245.0,375.0,215.0,-40.0,948,429,519,0.4525316455696203,429,519,0,795.0,0.8386075949367089,1.1021194605009634,455.0,8,2024-01-04,2024-01-15,20.0,15.0
prevclose_cont_840,all,25_20,1.25,259,262,261,166,-95.0,655.0,45.0,325.0,948,442,506,0.46624472573839665,442,506,0,930.0,0.9810126582278481,1.091897233201581,560.0,8,2024-01-04,2024-01-15,25.0,20.0
prevclose_cont_840,all,30_25,1.2,259,262,261,166,-370.0,600.0,185.0,525.0,948,448,500,0.47257383966244726,448,500,0,940.0,0.9915611814345991,1.0752,885.0,8,2024-06-17,2024-06-26,30.0,25.0
prevclose_cont_840,all,40_30,1.3333333333333333,259,262,261,166,-280.0,540.0,570.0,340.0,948,423,525,0.4462025316455696,423,525,0,1170.0,1.2341772151898733,1.0742857142857143,1020.0,12,2024-06-11,2024-06-26,40.0,30.0
prevclose_cont_840,all,A25_R1,1.0,257,259,258,164,-23.867249999999956,-190.8011249999995,-82.46074999999973,-189.7350000000007,938,427,511,0.4552238805970149,427,511,0,-486.8641249999999,-0.519044909381663,0.8821347266782459,594.0580000000002,10,2025-09-09,2025-09-22,8.288382329424303,8.288382329424303
prevclose_cont_840,all,A25_R125,1.25,257,259,258,164,-32.334062499999945,-175.4536562499994,-0.3844374999996205,1.480687499999732,938,383,555,0.40831556503198296,383,555,0,-206.69146874999925,-0.22035337819829343,0.9531421409756586,431.3368749999995,14,2025-09-09,2025-09-26,10.360477911780379,8.288382329424303
prevclose_cont_840,all,R60_R1,1.0,257,259,258,164,-37.58899999999949,-216.38650000000302,-204.26450000000523,-8.899500000003627,938,431,507,0.4594882729211087,431,507,0,-467.13950000001137,-0.49801652452026796,0.895895264025036,630.8310000000051,11,2025-09-12,2025-09-26,9.069589019189772,9.069589019189772
prevclose_cont_840,all,R60_R125,1.25,257,259,258,164,-50.941874999999925,-203.97350000000318,-343.02837500000555,164.4634999999978,938,382,556,0.4072494669509595,382,556,0,-433.48025000001087,-0.46213246268657876,0.9118749404722132,748.8067500000097,14,2025-09-09,2025-09-26,11.336986273987218,9.069589019189772
prevclose_fade_840,all,10_10,1.0,259,262,261,166,-290.0,-120.0,-110.0,-280.0,948,434,514,0.4578059071729958,434,514,0,-800.0,-0.8438818565400844,0.8443579766536965,810.0,11,2023-03-01,2023-03-15,10.0,10.0
prevclose_fade_840,all,15_15,1.0,259,262,261,166,-465.0,-240.0,-225.0,-150.0,948,438,510,0.4620253164556962,438,510,0,-1080.0,-1.139240506329114,0.8588235294117647,1155.0,14,2023-03-06,2023-03-23,15.0,15.0
prevclose_fade_840,all,20_20,1.0,259,262,261,166,-220.0,-720.0,-420.0,-200.0,948,435,513,0.4588607594936709,435,513,0,-1560.0,-1.6455696202531647,0.847953216374269,1880.0,8,2023-01-05,2023-01-16,20.0,20.0
prevclose_fade_840,all,20_15,1.3333333333333333,259,262,261,166,-280.0,-325.0,-170.0,-145.0,948,380,568,0.4008438818565401,380,568,0,-920.0,-0.9704641350210971,0.892018779342723,1200.0,14,2023-03-06,2023-03-23,20.0,15.0
prevclose_fade_840,all,25_20,1.25,259,262,261,166,-320.0,-1100.0,-495.0,-305.0,948,372,576,0.3924050632911392,372,576,0,-2220.0,-2.3417721518987342,0.8072916666666666,2300.0,13,2026-02-12,2026-03-02,25.0,20.0
prevclose_fade_840,all,30_25,1.2,259,262,261,166,70.0,-885.0,-90.0,-520.0,948,405,543,0.4272151898734177,405,543,0,-1425.0,-1.5031645569620253,0.8950276243093923,1965.0,13,2026-02-12,2026-03-02,30.0,25.0
prevclose_fade_840,all,40_30,1.3333333333333333,259,262,261,166,-140.0,-1070.0,-690.0,-710.0,948,369,579,0.38924050632911394,369,579,0,-2610.0,-2.7531645569620253,0.8497409326424871,2710.0,18,2025-03-13,2025-04-07,40.0,30.0
prevclose_fade_840,all,A25_R1,1.0,257,259,258,164,-86.13275000000004,-64.3858750000004,-255.37600000000043,-33.502500000000396,938,445,493,0.4744136460554371,445,493,0,-439.39712500000127,-0.46844043176972416,0.893011325101697,717.7592499999996,12,2023-03-07,2023-03-22,8.288382329424303,8.288382329424303
prevclose_fade_840,all,A25_R125,1.25,257,259,258,164,-79.88275000000004,-76.16396874999998,-303.9263125000007,-25.64981250000025,938,394,544,0.4200426439232409,394,544,0,-485.6228437500009,-0.5177215818230287,0.8929166945516323,854.1571874999986,13,2023-03-06,2023-03-22,10.360477911780379,8.288382329424303
prevclose_fade_840,all,R60_R1,1.0,257,259,258,164,-91.6869999999999,-50.543499999999085,-85.63449999999148,-301.06849999999895,938,445,493,0.4744136460554371,445,493,0,-528.9334999999894,-0.563894989339008,0.8829302070071895,528.9334999999894,12,2023-03-07,2023-03-22,9.069589019189772,9.069589019189772
prevclose_fade_840,all,R60_R125,1.25,257,259,258,164,-85.01025000000033,-124.19300000000044,-230.2234999999905,-294.17199999999957,938,385,553,0.41044776119402987,385,553,0,-733.5987499999908,-0.7820882196161949,0.8547992674634332,787.1867499999939,13,2023-03-06,2023-03-22,11.336986273987218,9.069589019189772
09_10_norm_cont,f=0.25,10_10,1.0,185,188,177,126,-370.0,260.0,70.0,-160.0,676,328,348,0.48520710059171596,328,348,0,-200.0,-0.2958579881656805,0.9425287356321839,410.0,10,2023-02-07,2023-02-22,10.0,10.0
09_10_norm_cont,f=0.25,15_15,1.0,185,188,177,126,-285.0,120.0,45.0,-180.0,676,328,348,0.48520710059171596,328,348,0,-300.0,-0.4437869822485207,0.9425287356321839,360.0,7,2023-06-08,2023-06-20,15.0,15.0
09_10_norm_cont,f=0.25,20_20,1.0,185,188,177,126,-540.0,280.0,220.0,-120.0,676,334,342,0.4940828402366864,334,342,0,-160.0,-0.23668639053254437,0.9766081871345029,620.0,9,2024-04-26,2024-05-16,20.0,20.0
09_10_norm_cont,f=0.25,20_15,1.3333333333333333,185,188,177,126,-255.0,365.0,110.0,-105.0,676,293,383,0.4334319526627219,293,383,0,115.0,0.17011834319526628,1.0200174064403829,355.0,10,2023-06-05,2023-06-20,20.0,15.0
09_10_norm_cont,f=0.25,25_20,1.25,185,188,177,126,-550.0,425.0,60.0,-180.0,676,295,381,0.4363905325443787,295,381,0,-245.0,-0.3624260355029586,0.9678477690288714,590.0,11,2025-12-17,2026-01-09,25.0,20.0
09_10_norm_cont,f=0.25,30_25,1.2,185,188,177,126,-555.0,250.0,-25.0,-180.0,676,298,378,0.4408284023668639,298,378,0,-510.0,-0.7544378698224852,0.946031746031746,835.0,12,2024-04-23,2024-05-16,30.0,25.0
09_10_norm_cont,f=0.25,40_30,1.3333333333333333,185,188,177,126,-440.0,100.0,-130.0,-70.0,676,282,394,0.4171597633136095,282,394,0,-540.0,-0.7988165680473372,0.9543147208121827,1060.0,12,2023-06-09,2023-07-03,40.0,30.0
09_10_norm_cont,f=0.25,A25_R1,1.0,185,188,177,126,-98.30624999999992,-15.57800000000077,-15.084624999999846,-260.61250000000155,676,321,355,0.47485207100591714,321,355,0,-389.5813750000021,-0.5763038091716007,0.8695621858569063,389.5813750000021,10,2023-02-07,2023-02-22,8.260149223372778,8.260149223372778
09_10_norm_cont,f=0.25,A25_R125,1.25,185,188,177,126,-183.6705937499999,52.25371874999914,50.27778124999992,-396.04640625000144,676,280,396,0.41420118343195267,280,396,0,-477.1855000000023,-0.7058957100591751,0.8560190819738184,478.39425000000233,10,2023-02-07,2023-02-22,10.325186529215973,8.260149223372778
09_10_norm_cont,f=0.25,R60_R1,1.0,185,188,177,126,-73.51549999999975,32.41199999999935,-130.38750000000528,-366.40700000000106,676,321,355,0.47485207100591714,321,355,0,-537.8980000000067,-0.7957071005917259,0.8555519197983878,572.2305000000051,6,2023-04-26,2023-05-03,10.221498520710055,10.221498520710055
09_10_norm_cont,f=0.25,R60_R125,1.25,185,188,177,126,-126.42099999999942,81.63024999999902,-182.04412500000785,-327.8653750000036,676,283,393,0.41863905325443784,283,393,0,-554.7002500000119,-0.8205625000000176,0.8642195725427447,625.5956250000102,9,2024-02-22,2024-03-05,12.776873150887571,10.221498520710055
09_10_norm_fade,f=0.25,10_10,1.0,185,188,177,126,270.0,-380.0,-210.0,-120.0,676,316,360,0.46745562130177515,316,360,0,-440.0,-0.650887573964497,0.8777777777777778,830.0,9,2024-04-01,2024-04-18,10.0,10.0
09_10_norm_fade,f=0.25,15_15,1.0,185,188,177,126,285.0,-270.0,-345.0,30.0,676,328,348,0.48520710059171596,328,348,0,-300.0,-0.4437869822485207,0.9425287356321839,780.0,12,2025-11-20,2025-12-15,15.0,15.0
09_10_norm_fade,f=0.25,20_20,1.0,185,188,177,126,420.0,-440.0,-420.0,-160.0,676,323,353,0.47781065088757396,323,353,0,-600.0,-0.8875739644970414,0.9150141643059491,1260.0,11,2026-03-18,2026-04-08,20.0,20.0
09_10_norm_fade,f=0.25,20_15,1.3333333333333333,185,188,177,126,515.0,-230.0,-380.0,-35.0,676,286,390,0.4230769230769231,286,390,0,-130.0,-0.19230769230769232,0.9777777777777777,905.0,13,2026-03-18,2026-04-13,20.0,15.0
09_10_norm_fade,f=0.25,25_20,1.25,185,188,177,126,305.0,-430.0,-345.0,-45.0,676,289,387,0.4275147928994083,289,387,0,-515.0,-0.7618343195266272,0.9334625322997416,1130.0,13,2024-01-09,2024-02-05,25.0,20.0
09_10_norm_fade,f=0.25,30_25,1.2,185,188,177,126,325.0,-465.0,85.0,-70.0,676,305,371,0.4511834319526627,305,371,0,-125.0,-0.1849112426035503,0.9865229110512129,795.0,12,2025-05-21,2025-06-10,30.0,25.0
09_10_norm_fade,f=0.25,40_30,1.3333333333333333,185,188,177,126,120.0,-670.0,-60.0,70.0,676,282,394,0.4171597633136095,282,394,0,-540.0,-0.7988165680473372,0.9543147208121827,1270.0,13,2024-07-30,2024-08-23,40.0,30.0
09_10_norm_fade,f=0.25,A25_R1,1.0,185,188,177,126,-11.69375000000008,-161.53774999999916,-139.1633750000002,43.971500000000106,676,309,367,0.45710059171597633,309,367,0,-268.42337499999934,-0.3970759985207091,0.908267143722556,469.52349999999944,10,2024-04-23,2024-05-13,8.260149223372778,8.260149223372778
09_10_norm_fade,f=0.25,A25_R125,1.25,185,188,177,126,-7.481531250000089,-253.9797187499993,-64.31246875000028,93.23578125000085,676,270,406,0.3994082840236686,270,406,0,-232.5379374999988,-0.34399103180473195,0.9274564682109762,501.5443437499997,11,2023-12-22,2024-01-16,10.325186529215973,8.260149223372778
09_10_norm_fade,f=0.25,R60_R1,1.0,185,188,177,126,-27.804499999999962,-103.47399999999925,-191.29849999999533,-3.653999999996813,676,313,363,0.4630177514792899,313,363,0,-326.23099999999135,-0.48259023668637774,0.9098306735633311,503.670499999992,8,2024-06-27,2024-07-12,10.221498520710055,10.221498520710055
09_10_norm_fade,f=0.25,R60_R125,1.25,185,188,177,126,3.2847499999999172,-127.12474999999785,-414.30937499999925,112.32462500000531,676,271,405,0.40088757396449703,271,405,0,-425.82474999999187,-0.6299182692307572,0.8942837207385529,705.7977499999943,14,2025-11-20,2025-12-18,12.776873150887571,10.221498520710055
09_10_norm_cont,f=0.4,10_10,1.0,140,144,136,97,-380.0,40.0,80.0,-150.0,517,238,279,0.46034816247582205,238,279,0,-410.0,-0.793036750483559,0.8530465949820788,460.0,10,2023-02-02,2023-02-22,10.0,10.0
09_10_norm_cont,f=0.4,15_15,1.0,140,144,136,97,-270.0,-60.0,-30.0,-135.0,517,242,275,0.46808510638297873,242,275,0,-495.0,-0.9574468085106383,0.88,570.0,6,2023-03-14,2023-03-28,15.0,15.0
09_10_norm_cont,f=0.4,20_20,1.0,140,144,136,97,-440.0,80.0,120.0,-20.0,517,252,265,0.4874274661508704,252,265,0,-260.0,-0.5029013539651838,0.9509433962264151,600.0,9,2025-12-17,2026-01-09,20.0,20.0
09_10_norm_cont,f=0.4,20_15,1.3333333333333333,140,144,136,97,-245.0,80.0,-45.0,-90.0,517,213,304,0.4119922630560928,213,304,0,-300.0,-0.5802707930367504,0.9342105263157895,415.0,9,2025-12-17,2026-01-09,20.0,15.0
09_10_norm_cont,f=0.4,25_20,1.25,140,144,136,97,-505.0,180.0,70.0,-50.0,517,223,294,0.43133462282398455,223,294,0,-305.0,-0.5899419729206963,0.9481292517006803,590.0,9,2025-12-17,2026-01-09,25.0,20.0
09_10_norm_cont,f=0.4,30_25,1.2,140,144,136,97,-475.0,-25.0,10.0,-60.0,517,225,292,0.43520309477756286,225,292,0,-550.0,-1.0638297872340425,0.9246575342465754,825.0,10,2024-04-23,2024-05-16,30.0,25.0
09_10_norm_cont,f=0.4,40_30,1.3333333333333333,140,144,136,97,-350.0,-260.0,120.0,100.0,517,216,301,0.41779497098646035,216,301,0,-390.0,-0.7543520309477756,0.9568106312292359,1110.0,12,2023-12-21,2024-01-31,40.0,30.0
09_10_norm_cont,f=0.4,A25_R1,1.0,140,144,136,97,-73.30624999999992,-52.95825000000059,-52.07487499999968,-134.43612499999995,517,245,272,0.4738878143133462,245,272,0,-312.77550000000014,-0.6049816247582208,0.8605906529809272,312.77550000000014,11,2023-01-30,2023-02-22,8.074230174081235,8.074230174081235
09_10_norm_cont,f=0.4,A25_R125,1.25,140,144,136,97,-161.1705937499999,-7.309500000000639,-34.84259374999996,-181.1908750000007,517,211,306,0.4081237911025145,211,306,0,-384.51356250000117,-0.7437399661508727,0.8455764639121005,391.60700000000156,11,2023-01-30,2023-02-22,10.092787717601542,8.074230174081235
09_10_norm_cont,f=0.4,R60_R1,1.0,140,144,136,97,-52.156499999999824,-30.30249999999978,-147.54600000000437,-292.45849999999837,517,244,273,0.47195357833655704,244,273,0,-522.4635000000023,-1.0105676982591922,0.8231443542464643,523.1785000000025,9,2024-02-22,2024-03-15,10.417596711798826,10.417596711798826
09_10_norm_cont,f=0.4,R60_R125,1.25,140,144,136,97,-107.95399999999944,11.732749999999896,-191.07700000000727,-237.7701249999999,517,214,303,0.41392649903288203,214,303,0,-525.0683750000067,-1.0156061411992392,0.8372148025951691,529.5671250000069,9,2024-02-22,2024-03-15,13.021995889748533,10.417596711798826
09_10_norm_fade,f=0.4,10_10,1.0,140,144,136,97,280.0,-140.0,-220.0,-110.0,517,249,268,0.4816247582205029,249,268,0,-190.0,-0.36750483558994196,0.9291044776119403,570.0,7,2024-04-02,2024-04-18,10.0,10.0
09_10_norm_fade,f=0.4,15_15,1.0,140,144,136,97,270.0,0.0,-240.0,45.0,517,261,256,0.504835589941973,261,256,0,75.0,0.1450676982591876,1.01953125,405.0,10,2025-01-30,2025-02-17,15.0,15.0
09_10_norm_fade,f=0.4,20_20,1.0,140,144,136,97,400.0,-240.0,-280.0,-180.0,517,251,266,0.48549323017408125,251,266,0,-300.0,-0.5802707930367504,0.943609022556391,920.0,9,2025-05-14,2025-06-06,20.0,20.0
09_10_norm_fade,f=0.4,20_15,1.3333333333333333,140,144,136,97,455.0,-25.0,-325.0,-55.0,517,223,294,0.43133462282398455,223,294,0,50.0,0.09671179883945841,1.0113378684807257,680.0,11,2025-01-30,2025-02-19,20.0,15.0
09_10_norm_fade,f=0.4,25_20,1.25,140,144,136,97,215.0,-270.0,-200.0,-95.0,517,222,295,0.42940038684719534,222,295,0,-350.0,-0.6769825918762089,0.940677966101695,880.0,12,2023-12-22,2024-02-05,25.0,20.0
09_10_norm_fade,f=0.4,30_25,1.2,140,144,136,97,240.0,-190.0,65.0,-115.0,517,235,282,0.45454545454545453,235,282,0,0.0,0.0,1.0,600.0,11,2025-05-14,2025-06-10,30.0,25.0
09_10_norm_fade,f=0.4,40_30,1.3333333333333333,140,144,136,97,140.0,-120.0,-160.0,-180.0,517,217,300,0.4197292069632495,217,300,0,-320.0,-0.6189555125725339,0.9644444444444444,1070.0,16,2025-05-14,2025-06-24,40.0,30.0
09_10_norm_fade,f=0.4,A25_R1,1.0,140,144,136,97,-26.69375000000008,-84.15749999999935,-89.09137500000008,-52.92487500000129,517,233,284,0.4506769825918762,233,284,0,-252.8675000000008,-0.4891054158607366,0.8857675468341535,414.1401250000009,8,2023-08-29,2023-09-18,8.074230174081235,8.074230174081235
09_10_norm_fade,f=0.4,A25_R125,1.25,140,144,136,97,-29.98153125000009,-147.64621874999946,-28.987812500000217,-91.5663437500007,517,202,315,0.390715667311412,202,315,0,-298.18190625000045,-0.5767541706963258,0.8783737017340905,445.11706250000054,9,2024-04-22,2024-05-13,10.092787717601542,8.074230174081235
09_10_norm_fade,f=0.4,R60_R1,1.0,140,144,136,97,-39.163499999999885,-0.3375000000005457,-110.39599999999564,13.507499999999254,517,242,275,0.46808510638297873,242,275,0,-136.38949999999681,-0.2638094777562801,0.9506039798366159,278.00049999999646,8,2023-08-29,2023-09-18,10.417596711798826,10.417596711798826
09_10_norm_fade,f=0.4,R60_R125,1.25,140,144,136,97,-17.19350000000003,-34.627374999999404,-365.1156249999991,96.11525000000142,517,205,312,0.3965183752417795,205,312,0,-320.8212499999971,-0.6205440038684664,0.8976565933036188,543.0084999999973,10,2025-11-24,2025-12-17,13.021995889748533,10.417596711798826
ema_trend_840,all,10_10,1.0,166,174,164,109,-40.0,40.0,-80.0,-270.0,613,289,324,0.47145187601957583,289,324,0,-350.0,-0.5709624796084829,0.8919753086419753,470.0,12,2026-01-09,2026-02-03,10.0,10.0
ema_trend_840,all,15_15,1.0,166,174,164,109,180.0,360.0,-120.0,-465.0,613,305,308,0.49755301794453505,305,308,0,-45.0,-0.0734094616639478,0.9902597402597403,690.0,10,2023-11-13,2023-12-01,15.0,15.0
ema_trend_840,all,20_20,1.0,166,174,164,109,0.0,440.0,-280.0,-180.0,613,306,307,0.499184339314845,306,307,0,-20.0,-0.03262642740619902,0.996742671009772,720.0,7,2023-04-18,2023-04-28,20.0,20.0
ema_trend_840,all,20_15,1.3333333333333333,166,174,164,109,100.0,470.0,-45.0,-340.0,613,268,345,0.4371941272430669,268,345,0,185.0,0.30179445350734097,1.0357487922705313,575.0,11,2023-11-10,2023-12-01,20.0,15.0
ema_trend_840,all,25_20,1.25,166,174,164,109,-215.0,480.0,-310.0,-155.0,613,268,345,0.4371941272430669,268,345,0,-200.0,-0.3262642740619902,0.9710144927536232,735.0,7,2023-04-18,2023-04-28,25.0,20.0
ema_trend_840,all,30_25,1.2,166,174,164,109,-25.0,710.0,-250.0,-250.0,613,282,331,0.4600326264274062,282,331,0,185.0,0.30179445350734097,1.022356495468278,810.0,10,2025-06-13,2025-07-07,30.0,25.0
ema_trend_840,all,40_30,1.3333333333333333,166,174,164,109,-220.0,1080.0,-160.0,-400.0,613,267,346,0.4355628058727569,267,346,0,300.0,0.4893964110929853,1.0289017341040463,860.0,9,2025-11-26,2025-12-18,40.0,30.0
ema_trend_840,all,A25_R1,1.0,165,171,162,107,34.78762500000005,-92.78287499999942,-229.13125000000082,-511.748999999999,605,260,345,0.4297520661157025,260,345,0,-798.8754999999992,-1.3204553719008252,0.7218571487759983,876.549875,11,2026-04-30,2026-05-20,8.174344628099169,8.174344628099169
ema_trend_840,all,A25_R125,1.25,165,171,162,107,9.73453125000006,-112.7959687499993,-167.63718750000066,-425.49765624999895,605,230,375,0.38016528925619836,230,375,0,-696.1962812499988,-1.1507376549586759,0.7722547950709521,765.6673749999998,11,2026-04-30,2026-05-20,10.217930785123961,8.174344628099169
ema_trend_840,all,R60_R1,1.0,165,171,162,107,-4.271999999999025,-44.75700000000165,-360.38800000000174,-469.0580000000009,605,266,339,0.4396694214876033,266,339,0,-878.4750000000033,-1.4520247933884352,0.7314614476489287,950.255500000002,9,2026-01-08,2026-01-21,9.362249586776871,9.362249586776871
ema_trend_840,all,R60_R125,1.25,165,171,162,107,-39.34212499999967,-85.59162500000178,-399.0553750000014,-487.68487499999935,605,230,375,0.38016528925619836,230,375,0,-1011.6740000000023,-1.67218842975207,0.7186972821905524,1073.2368750000016,9,2026-01-08,2026-01-21,11.702811983471088,9.362249586776871
