family,param,tp,sl,robust_score,positive_train_years,train_n,train_net,train_expectancy,train_pf,train_positive_rate,train_max_dd,train_tp,train_sl,train_eod,oos_n,oos_net,oos_expectancy,oos_pf,oos_positive_rate,oos_max_dd,oos_tp,oos_sl,oos_eod,all_n,all_net,all_expectancy,all_pf,all_positive_rate,all_max_dd,all_tp,all_sl,all_eod
europe_09_10_orb,b=0.0,20.0,15.0,-1.383382572825564,0,770,-864.0470000000055,-1.1221389610389683,0.8335204841515873,0.41818181818181815,929.8270000000055,166,294,310,164,-409.9399999999996,-2.499634146341461,0.7397206349206352,0.3597560975609756,414.9399999999996,58,105,1,934,-1273.987000000005,-1.3640117773019327,0.8116827368660665,0.4079229122055675,1344.767000000005,224,399,311
europe_09_10_orb,b=0.0,20.0,20.0,-1.5393075553672282,1,770,-918.8080000000066,-1.1932571428571515,0.8338582628756002,0.44545454545454544,948.8680000000068,176,205,389,164,-524.1199999999999,-3.195853658536585,0.7225674631321527,0.42073170731707316,524.1199999999999,68,94,2,934,-1442.9280000000065,-1.5448907922912274,0.8055207895576023,0.4411134903640257,1472.9880000000067,244,299,391
europe_09_10_orb,b=0.0,20.0,25.0,-1.9807045919053938,1,770,-1211.0690000000063,-1.5728168831168914,0.7957904197271056,0.45584415584415583,1236.1290000000065,179,146,445,164,-609.1899999999996,-3.714573170731705,0.7145648354222797,0.4695121951219512,609.1899999999996,76,85,3,934,-1820.259000000006,-1.948885438972169,0.7742949891937395,0.4582441113490364,1845.319000000006,255,231,448
europe_09_10_orb,b=0.0,20.0,30.0,-2.2894554728750203,0,770,-1424.0100000000048,-1.8493636363636425,0.7682072043755134,0.45584415584415583,1444.070000000005,179,112,479,164,-409.17599999999993,-2.4949756097560973,0.8118069979523842,0.5426829268292683,457.01600000000053,88,71,5,934,-1833.1860000000047,-1.962725910064245,0.7796041380204154,0.47109207708779444,1901.0860000000055,267,183,484
europe_09_10_orb,b=0.0,20.0,35.0,-2.5224962951344447,0,770,-1577.0050000000049,-2.0480584415584477,0.750422120791195,0.4584415584415584,1599.4110000000053,180,81,509,164,-505.6659999999997,-3.0833292682926814,0.7852101488550852,0.573170731707317,555.6659999999997,92,66,6,934,-2082.671000000005,-2.229840471092082,0.7598652127165858,0.4785867237687366,2147.8440000000046,272,147,515
europe_09_10_orb,b=0.0,25.0,15.0,-1.4195810151469084,1,770,-865.390000000006,-1.1238831168831247,0.8363296722375858,0.4077922077922078,987.6780000000072,112,300,358,164,-359.9399999999996,-2.194756097560973,0.7838198198198201,0.3231707317073171,400.0,52,111,1,934,-1225.3300000000056,-1.3119164882227041,0.8237543109232679,0.3929336188436831,1341.445000000006,164,411,359
europe_09_10_orb,b=0.0,25.0,20.0,-1.629079913718926,1,770,-952.8880000000077,-1.237516883116893,0.8316526655183063,0.43376623376623374,990.6210000000076,119,211,440,164,-454.1199999999999,-2.7690243902439016,0.7739774435341782,0.38414634146341464,504.1800000000003,62,100,2,934,-1407.0080000000075,-1.5064325481798797,0.8165433415521092,0.42505353319057815,1494.801000000008,181,311,442
europe_09_10_orb,b=0.0,25.0,25.0,-2.089452903774654,1,770,-1264.9760000000072,-1.6428259740259834,0.7916133403598574,0.44285714285714284,1277.9720000000073,121,150,499,164,-539.1899999999996,-3.287743902439022,0.7639531574915182,0.4329268292682927,584.1800000000003,69,91,4,934,-1804.1660000000068,-1.931655246252684,0.7840506902739939,0.4411134903640257,1862.1520000000075,190,241,503
europe_09_10_orb,b=0.0,25.0,30.0,-2.4441893098441847,0,770,-1497.9170000000056,-1.9453467532467605,0.7623588193560416,0.44285714285714284,1508.467000000006,121,116,533,164,-406.3559999999993,-2.477780487804874,0.8296712601164601,0.49390243902439024,537.0160000000005,78,78,8,934,-1904.273000000005,-2.0388361884368362,0.7808406456540158,0.4518201284796574,2045.4830000000065,199,194,541
europe_09_10_orb,b=0.0,25.0,35.0,-2.7086313664316712,0,770,-1665.9120000000057,-2.163522077922085,0.74364668769716,0.44545454545454544,1676.254000000006,122,85,563,164,-525.9559999999988,-3.2070487804877974,0.7977649231980736,0.524390243902439,617.1459999999993,81,73,10,934,-2191.8680000000045,-2.346753747323345,0.7591146314143985,0.4593147751605996,2276.167000000005,203,158,573
europe_09_10_orb,b=0.0,30.0,15.0,-1.2704313731662706,0,770,-811.3630000000064,-1.0537181818181902,0.8487148472992568,0.4,932.4180000000065,83,305,382,164,-244.8699999999999,-1.4931097560975604,0.8555339233038348,0.31097560975609756,375.0,47,113,4,934,-1056.2330000000063,-1.1308704496788076,0.8503524371941199,0.38436830835117775,1307.4180000000065,130,418,386
europe_09_10_orb,b=0.0,30.0,20.0,-1.5074516827688575,1,770,-923.008000000008,-1.1987116883116986,0.8397830928364728,0.42597402597402595,1010.741000000008,88,216,466,164,-314.47000000000025,-1.9175000000000015,0.8465386154461784,0.3719512195121951,469.1800000000003,56,102,6,934,-1237.4780000000083,-1.3249229122055763,0.8415555615306699,0.4164882226980728,1479.9210000000082,144,318,472
europe_09_10_orb,b=0.0,30.0,25.0,-1.8084932275764862,0,770,-1139.1910000000073,-1.4794688311688406,0.8142517270959325,0.43766233766233764,1194.4980000000076,91,152,527,164,-374.53999999999996,-2.283780487804878,0.8395458926850167,0.42073170731707316,539.1800000000003,63,93,8,934,-1513.7310000000073,-1.6206970021413354,0.821224832244488,0.4346895074946467,1733.6780000000078,154,245,535
europe_09_10_orb,b=0.0,30.0,30.0,-2.1841171857539963,0,770,-1382.1320000000057,-1.7949766233766309,0.783226399812795,0.43766233766233764,1442.6820000000062,91,118,561,164,-333.47599999999966,-2.0333902439024367,0.8668245983683942,0.4695121951219512,485.46600000000035,69,81,14,934,-1715.6080000000054,-1.8368394004282713,0.8068000306307679,0.44325481798715205,1928.1480000000065,160,199,575
europe_09_10_orb,b=0.0,30.0,35.0,-2.4574363871777716,0,770,-1555.1270000000059,-2.0196454545454623,0.763699881115038,0.44025974025974024,1611.0560000000064,92,87,591,164,-462.35299999999916,-2.8192256097560926,0.8308899370747133,0.5,590.8159999999998,71,76,17,934,-2017.480000000005,-2.160042826552468,0.7834203668245875,0.45074946466809424,2192.366000000006,163,163,608
europe_09_10_orb,b=1.0,10.0,15.0,-0.9999660910678284,0,762,-579.216999999998,-0.760127296587924,0.8634863598782353,0.5301837270341208,680.1599999999976,350,241,171,164,-335.0,-2.042682926829268,0.7172995780590717,0.5182926829268293,355.0,85,79,0,926,-914.216999999998,-0.9872753779697603,0.8315715179505094,0.5280777537796977,973.7409999999982,435,320,171
europe_09_10_orb,b=1.0,10.0,20.0,-0.8217546032827308,1,762,-424.4639999999981,-0.5570393700787377,0.9017224002328303,0.5616797900262467,611.9639999999986,372,153,237,164,-340.0,-2.073170731707317,0.7424242424242424,0.5975609756097561,360.0,98,66,0,926,-764.4639999999981,-0.8255550755939505,0.864433446100935,0.5680345572354212,790.0779999999986,470,219,237
