family,variant,exit,exit_type,initial_rr,n_2023,n_2024,n_2025,n_2026,net_2023,net_2024,net_2025,net_2026,n,positive,negative,win_rate,tp_count,sl_count,eod_count,net,ev,pf,max_dd,max_loss_streak,streak_start,streak_end,avg_tp,avg_sl,avg_rr
asia_break_09_14_confirm1,all,ASIAx033_R125,asia,1.25,183,192,177,87,-88.08191874999976,-4.406788749999688,-81.6200287499999,-118.77255374999872,639,269,370,0.4209702660406886,265,365,9,-292.8812899999981,-0.45834317683880765,0.9087433900825663,457.5134399999983,9,2026-02-11,2026-03-12,10.979067429577464,8.78325394366197,1.25
asia_break_09_14_confirm1,all,PREVx025_R1,prev,1.0,182,191,175,85,-205.8977499999998,22.823374999999032,-81.9591250000002,235.34887499999832,633,306,327,0.4834123222748815,286,306,41,-29.684625000002654,-0.04689514218009898,0.9917761491321448,416.8270000000007,7,2024-02-22,2024-03-01,12.114151658767774,12.114151658767774,1.0
asia_break_09_14_confirm1,all,PREVx025_R125,prev,1.25,182,191,175,85,-189.6516562499999,-45.59565625000103,-152.31803125000096,293.60506249999867,633,272,361,0.4296998420221169,242,335,56,-93.96028125000322,-0.14843646327014726,0.9760372823041519,567.187625000001,8,2023-06-09,2023-06-20,15.142689573459716,12.114151658767774,1.25
asia_break_10_16_confirm1,all,F10_10,fixed,1.0,229,229,202,110,-426.04500000000144,12.89400000000046,39.58699999999999,-100.0,770,361,409,0.4688311688311688,317,357,96,-473.564000000001,-0.6150181818181831,0.874783379402944,527.138000000001,8,2023-02-14,2023-02-23,10.0,10.0,1.0
asia_break_10_16_confirm1,all,F15_15,fixed,1.0,229,229,202,110,-311.1190000000015,138.17300000000046,266.9189999999994,120.0,770,387,383,0.5025974025974026,279,255,236,213.97299999999836,0.27788701298701085,1.0477492428893183,457.3440000000014,10,2023-10-20,2023-11-02,15.0,15.0,1.0
asia_break_10_16_confirm1,all,F20_20,fixed,1.0,229,229,202,110,-287.044000000001,286.9470000000001,242.02400000000034,200.0,770,391,379,0.5077922077922078,224,196,350,441.92699999999945,0.5739311688311681,1.0864816957282724,491.9170000000008,10,2023-10-20,2023-11-02,20.0,20.0,1.0
asia_break_10_16_confirm1,all,F20_15,fixed,1.3333333333333333,229,229,202,110,-245.05900000000133,258.98500000000035,325.24499999999944,205.0,770,368,402,0.4779220779220779,211,267,292,544.1709999999985,0.7067155844155825,1.116151314680114,402.8860000000011,10,2023-10-20,2023-11-02,20.0,15.0,1.3333333333333335
asia_break_10_16_confirm1,all,F25_20,fixed,1.25,229,229,202,110,-291.28100000000086,242.28099999999927,76.90299999999934,73.52999999999975,770,371,399,0.4818181818181818,151,212,407,101.43299999999749,0.13173116883116556,1.0186215811187924,503.2070000000008,10,2023-10-20,2023-11-02,25.0,20.0,1.25
asia_break_10_16_confirm1,all,F30_25,fixed,1.2,229,229,202,110,-269.1430000000014,280.61899999999946,54.51399999999785,225.2499999999991,770,377,393,0.4896103896103896,123,153,494,291.239999999995,0.37823376623375976,1.050799795014698,473.83000000000106,10,2023-10-20,2023-11-02,30.0,25.0,1.1999999999999997
asia_break_10_16_confirm1,all,F40_30,fixed,1.3333333333333333,229,229,202,110,-199.62300000000096,291.9229999999993,80.42599999999902,360.27400000000034,770,379,391,0.4922077922077922,81,119,570,532.9999999999977,0.6922077922077893,1.08847442209437,444.0010000000002,10,2023-10-20,2023-11-02,40.0,30.0,1.3333333333333335
asia_break_10_16_confirm1,all,R60x075_R1,r60,1.0,229,229,202,110,-220.09350000000006,-174.63199999999955,85.54287499999464,73.4148750000005,770,353,417,0.4584415584415584,345,407,18,-235.76775000000447,-0.30619188311688894,0.9340651043044018,484.77925000000295,10,2023-02-10,2023-02-23,9.166349025974023,9.166349025974023,1.0
asia_break_10_16_confirm1,all,R60x075_R125,r60,1.25,229,229,202,110,-256.6912499999995,-99.74596874999952,122.44337499999384,189.4533750000003,770,323,447,0.41948051948051945,309,436,25,-44.54046875000486,-0.05784476461039593,0.9883604935292174,434.6688750000027,14,2024-10-04,2024-10-23,11.45793628246753,9.166349025974023,1.25
asia_break_10_16_confirm1,all,R60x1_R1,r60,1.0,229,229,202,110,-145.2979999999991,-163.85749999999734,154.3279999999936,1.2040000000047257,770,368,402,0.4779220779220779,345,379,46,-153.6234999999981,-0.1995110389610365,0.9638758738214578,413.3489999999979,8,2023-02-14,2023-02-23,11.482023376623374,11.482023376623374,1.0
asia_break_10_16_confirm1,all,R60x1_R125,r60,1.25,229,229,202,110,-142.41787500000015,-103.52074999999735,131.23062499999435,-68.74974999999586,770,336,434,0.43636363636363634,295,409,66,-183.457749999999,-0.2382568181818169,0.9601637051639403,332.15987500000045,10,2024-10-14,2024-10-25,14.352529220779216,11.482023376623374,1.25
asia_break_10_16_confirm1,all,ASIAx025_R1,asia,1.0,229,229,202,110,-145.75700000000012,-89.65274999999974,86.44749999999942,-118.63187500000026,770,357,413,0.4636363636363636,354,410,6,-267.5941250000007,-0.34752483766233855,0.9095192580957272,312.9678750000007,10,2023-02-10,2023-02-23,7.35875438311688,7.35875438311688,1.0
asia_break_10_16_confirm1,all,ASIAx025_R125,asia,1.25,229,229,202,110,-195.33303125000003,-56.43146874999971,59.04278124999877,-100.49712500000095,770,314,456,0.4077922077922078,308,451,11,-293.21884375000195,-0.3808036931818207,0.9098272920745637,352.9166250000002,10,2023-02-10,2023-02-23,9.1984429788961,7.35875438311688,1.25
asia_break_10_16_confirm1,all,ASIAx033_R1,asia,1.0,229,229,202,110,-155.95641000000006,-70.30941999999968,190.28204999999923,-33.257079999999846,770,365,405,0.474025974025974,360,399,11,-69.2408600000004,-0.08992319480519533,0.9792936834805319,286.1907349999999,10,2023-02-10,2023-02-23,8.68021627272727,8.68021627272727,1.0
asia_break_10_16_confirm1,all,ASIAx033_R125,asia,1.25,229,229,202,110,-192.87537,-57.230316249999895,159.90333249999887,8.699339999999374,770,323,447,0.41948051948051945,314,441,15,-81.50301375000168,-0.105848069805197,0.977878177290119,320.03059125000016,10,2023-02-10,2023-02-23,10.850270340909088,8.68021627272727,1.25
asia_break_10_16_confirm1,all,PREVx025_R1,prev,1.0,228,227,200,108,-294.7805000000007,-79.56949999999995,-32.82925000000182,363.7496249999996,763,367,396,0.48099606815203144,338,371,54,-43.429625000002886,-0.05691956094364729,0.9898356377658456,593.0221250000013,12,2024-10-10,2024-10-25,11.986608289646131,11.986608289646131,1.0
asia_break_10_16_confirm1,all,PREVx025_R125,prev,1.25,228,227,200,108,-316.17046875000045,-117.0738749999998,46.66387499999746,456.0186874999999,763,331,432,0.4338138925294889,289,402,72,69.43821874999708,0.09100683977719146,1.0152351973351759,593.8961250000012,12,2024-10-10,2024-10-25,14.983260362057663,11.986608289646131,1.25
asia_liquidity_sweep,b=0.0,F10_10,fixed,1.0,241,234,208,118,29.84200000000078,-354.313000000001,-235.32699999999977,-120.0,801,372,429,0.46441947565543074,316,388,97,-679.798,-0.8486866416978777,0.8310545428518316,845.5290000000007,8,2024-05-10,2024-05-22,10.0,10.0,1.0
asia_liquidity_sweep,b=0.0,F15_15,fixed,1.0,241,234,208,118,-7.188999999998259,-427.5760000000014,-352.44100000000026,-210.0,801,377,424,0.4706616729088639,248,321,232,-997.2059999999999,-1.2449513108614232,0.8139020248203788,1140.0660000000005,7,2024-02-29,2024-03-08,15.0,15.0,1.0
asia_liquidity_sweep,b=0.0,F20_20,fixed,1.0,241,234,208,118,-104.60199999999804,-515.2650000000015,-462.29600000000255,-267.84000000000015,801,373,428,0.4656679151061174,188,256,357,-1350.0030000000022,-1.6853970037453212,0.7849384614722886,1479.4600000000032,8,2026-04-24,2026-05-06,20.0,20.0,1.0
asia_liquidity_sweep,b=0.0,F20_15,fixed,1.3333333333333333,241,234,208,118,-45.57499999999777,-499.42000000000166,-520.3350000000014,-230.0,801,342,459,0.42696629213483145,168,346,287,-1295.3300000000008,-1.6171410736579286,0.7760057632262998,1408.3530000000014,10,2024-12-30,2025-01-13,20.0,15.0,1.3333333333333333
asia_liquidity_sweep,b=0.0,F25_20,fixed,1.25,241,234,208,118,-98.6159999999984,-551.820000000002,-602.0830000000033,-471.85000000000036,801,351,450,0.43820224719101125,131,272,398,-1724.369000000004,-2.1527702871410788,0.7402545502966845,1834.185000000005,8,2026-04-24,2026-05-06,25.0,20.0,1.25
asia_liquidity_sweep,b=0.0,F30_25,fixed,1.2,241,234,208,118,-156.26699999999823,-576.1840000000018,-407.597000000002,-1039.5899999999997,801,352,449,0.4394506866416979,98,210,493,-2179.6380000000017,-2.7211460674157326,0.7008065974042444,2236.314000000003,8,2026-04-24,2026-05-06,30.0,25.0,1.1999999999999997
asia_liquidity_sweep,b=0.0,F40_30,fixed,1.3333333333333333,241,234,208,118,-179.6269999999979,-553.087000000003,-452.7800000000002,-1195.1410000000014,801,354,447,0.4419475655430712,58,163,580,-2380.6350000000025,-2.9720786516853965,0.6922881746220191,2469.8110000000033,8,2026-04-24,2026-05-06,40.0,30.0,1.3333333333333333
asia_liquidity_sweep,b=0.0,R60x075_R1,r60,1.0,241,234,208,118,-111.02874999999977,-115.59099999999859,-183.37287500000252,-511.04500000000587,801,356,445,0.4444444444444444,352,439,10,-921.0376250000068,-1.1498597066167375,0.7644069587146443,966.2167500000078,10,2023-11-30,2023-12-13,8.707593008739082,8.707593008739082,1.0
asia_liquidity_sweep,b=0.0,R60x075_R125,r60,1.25,241,234,208,118,-174.5973124999993,-115.58649999999894,-249.3125000000021,-484.51375000000525,801,314,487,0.3920099875156055,296,479,26,-1024.0100625000057,-1.2784145599251007,0.7580033004811457,1031.550468750002,10,2023-11-30,2023-12-13,10.88449126092385,8.707593008739082,1.25
asia_liquidity_sweep,b=0.0,R60x1_R1,r60,1.0,241,234,208,118,-137.11000000000035,-150.61450000000264,-470.5889999999963,-647.1515000000027,801,343,458,0.4282147315855181,330,443,28,-1405.465000000002,-1.7546379525593032,0.7106454948460982,1421.3360000000005,10,2023-11-30,2023-12-13,10.761284644194765,10.761284644194765,1.0
asia_liquidity_sweep,b=0.0,R60x1_R125,r60,1.25,241,234,208,118,-155.5719999999991,-228.8235000000007,-576.2656249999952,-818.6020000000041,801,299,502,0.3732833957553059,268,483,50,-1779.263124999999,-2.2213022784019962,0.6631415114227652,1792.7051250000006,10,2023-11-30,2023-12-13,13.451605805243455,10.761284644194765,1.25
asia_liquidity_sweep,b=0.0,ASIAx025_R1,asia,1.0,241,234,208,118,-117.28850000000006,-170.46162500000003,-218.6452499999998,-240.53899999999874,801,353,448,0.44069912609238454,350,445,6,-746.9343749999987,-0.9325023408239684,0.7789457270738701,781.6374999999987,10,2023-11-30,2023-12-13,7.529489544319598,7.529489544319598,1.0
asia_liquidity_sweep,b=0.0,ASIAx025_R125,asia,1.25,241,234,208,118,-181.86459374999987,-149.43725000000003,-225.19556249999977,-405.16537499999885,801,306,495,0.38202247191011235,299,490,12,-961.6627812499985,-1.2005777543695362,0.7437998281098595,962.3015312499987,10,2023-11-30,2023-12-13,9.411861930399496,7.529489544319598,1.25
asia_liquidity_sweep,b=0.0,ASIAx033_R1,asia,1.0,241,234,208,118,-108.2982100000002,-184.5530800000006,-193.62145500000068,-448.7696599999987,801,352,449,0.4394506866416979,347,443,11,-935.2424050000004,-1.1675935143570542,0.7651155148110677,986.072965,10,2023-11-30,2023-12-13,8.868343589263416,8.868343589263416,1.0
asia_liquidity_sweep,b=0.0,ASIAx033_R125,asia,1.25,241,234,208,118,-169.04751874999997,-150.74144000000064,-293.64751874999996,-613.3805149999979,801,302,499,0.37702871410736577,292,491,18,-1226.8169924999986,-1.531606732209736,0.72260734829072,1242.2876674999995,10,2023-11-30,2023-12-13,11.085429486579272,8.868343589263416,1.25
asia_liquidity_sweep,b=0.0,PREVx025_R1,prev,1.0,240,232,206,116,-21.71374999999938,-190.45274999999998,-213.80287500000168,-792.0809999999996,794,356,438,0.44836272040302266,330,414,50,-1218.0503750000007,-1.534068482367759,0.7615608009248632,1425.0948750000016,8,2023-11-30,2023-12-11,12.032361618387908,12.032361618387908,1.0
asia_liquidity_sweep,b=0.0,PREVx025_R125,prev,1.25,240,232,206,116,-81.61909374999902,-269.7656250000011,-158.585218750002,-792.823374999999,794,319,475,0.4017632241813602,270,443,81,-1302.7933125000013,-1.6407976227959715,0.7597810816858223,1395.441125000002,8,2023-11-30,2023-12-11,15.040452022984883,12.032361618387908,1.25
trend_pullback_600,f=0.15,F10_10,fixed,1.0,122,129,109,65,-303.08600000000047,48.60899999999924,129.12000000000035,-190.0,425,192,233,0.45176470588235296,176,204,45,-315.3570000000009,-0.7420164705882374,0.8516427140947816,373.207000000001,8,2026-04-01,2026-04-24,10.0,10.0,1.0
trend_pullback_600,f=0.15,F15_15,fixed,1.0,122,129,109,65,-234.38300000000095,-63.414000000001124,166.52600000000075,-244.10000000000036,425,191,234,0.44941176470588234,139,158,128,-375.3710000000017,-0.8832258823529452,0.8627277883606548,449.17400000000157,10,2026-03-25,2026-04-24,15.0,15.0,1.0
trend_pullback_600,f=0.15,F20_20,fixed,1.0,122,129,109,65,-244.12000000000103,-16.465000000001737,201.0850000000014,-124.10000000000036,425,198,227,0.46588235294117647,122,129,174,-183.60000000000173,-0.43200000000000405,0.9414024537562905,459.12500000000205,7,2023-09-22,2023-10-10,20.0,20.0,1.0
trend_pullback_600,f=0.15,F20_15,fixed,1.3333333333333333,122,129,109,65,-168.48400000000106,0.015999999998030034,228.44200000000092,-229.10000000000036,425,180,245,0.4235294117647059,110,165,150,-169.12600000000248,-0.3979435294117705,0.9406666624567867,386.62600000000225,10,2026-03-25,2026-04-24,20.0,15.0,1.3333333333333333
trend_pullback_600,f=0.15,F25_20,fixed,1.25,122,129,109,65,-263.4970000000005,38.067999999999074,111.90400000000045,-204.10000000000036,425,187,238,0.44,86,138,201,-317.62500000000136,-0.7473529411764738,0.9044068984135379,435.4150000000004,7,2023-09-22,2023-10-10,25.0,20.0,1.25
trend_pullback_600,f=0.15,F30_25,fixed,1.2,122,129,109,65,-268.26200000000085,45.48399999999879,86.97299999999996,-119.10000000000036,425,192,233,0.45176470588235296,71,101,253,-254.90500000000247,-0.5997764705882411,0.9286716452825705,421.6000000000022,7,2023-09-22,2023-10-10,30.0,25.0,1.1999999999999997
trend_pullback_600,f=0.15,F40_30,fixed,1.3333333333333333,122,129,109,65,-209.6720000000007,2.2799999999981537,143.83699999999953,-237.51000000000022,425,191,234,0.44941176470588234,47,84,294,-301.06500000000324,-0.7083882352941253,0.9227226256519344,466.78699999999935,7,2023-09-22,2023-10-10,40.0,30.0,1.3333333333333333
trend_pullback_600,f=0.15,R60x075_R1,r60,1.0,122,129,108,65,-92.17075000000017,-28.67537500000003,44.14137499999845,-300.7750000000009,424,193,231,0.455188679245283,193,226,5,-377.47975000000264,-0.8902824292452892,0.8000408680122109,409.2913750000022,9,2026-06-24,2026-07-29,8.090669221698116,8.090669221698116,1.0
trend_pullback_600,f=0.15,R60x075_R125,r60,1.25,122,129,108,65,-142.12156250000027,-23.93968750000036,66.08371874999753,-325.56290624999895,424,169,255,0.39858490566037735,167,250,7,-425.54043750000204,-1.0036331073113256,0.7944225879845372,446.2346875000012,9,2026-06-24,2026-07-29,10.113336527122641,8.090669221698116,1.25
trend_pullback_600,f=0.15,R60x1_R1,r60,1.0,122,129,108,65,-65.70200000000136,-57.58149999999978,31.012499999993906,-441.6019999999976,424,193,231,0.455188679245283,190,221,13,-533.8730000000048,-1.2591344339622754,0.7708140868675264,566.1880000000044,9,2026-06-24,2026-07-29,9.978038915094336,9.978038915094336,1.0
trend_pullback_600,f=0.15,R60x1_R125,r60,1.25,122,129,108,65,-83.34012500000097,-15.329249999999774,72.38874999999337,-460.6949999999996,424,175,249,0.41273584905660377,169,239,16,-486.97562500000697,-1.1485274174528466,0.8049789621037509,536.7283750000065,9,2026-06-24,2026-07-29,12.472548643867919,9.978038915094336,1.25
trend_pullback_600,f=0.15,ASIAx025_R1,asia,1.0,122,129,108,65,-98.90475000000004,-73.25950000000046,26.74612500000012,-295.377625000001,424,188,236,0.44339622641509435,188,231,5,-440.79575000000136,-1.0396126179245315,0.7657216760761345,467.5670000000016,10,2026-03-25,2026-04-24,7.898987912735846,7.898987912735846,1.0
trend_pullback_600,f=0.15,ASIAx025_R125,asia,1.25,122,129,108,65,-150.24743749999982,-45.1881562500005,115.20599999999965,-313.3411562500013,424,169,255,0.39858490566037735,167,250,7,-393.570750000002,-0.9282329009434009,0.8050362806965434,418.8807500000022,10,2026-03-25,2026-04-24,9.873734890919808,7.898987912735846,1.25
trend_pullback_600,f=0.15,ASIAx033_R1,asia,1.0,122,129,108,65,-91.44713000000002,-38.980785000000424,-13.219869999999858,-329.63270500000147,424,193,231,0.455188679245283,192,226,6,-473.2804900000018,-1.1162275707547213,0.7860463490946885,513.125865000002,8,2023-04-20,2023-05-04,9.405943655660375,9.405943655660375,1.0
trend_pullback_600,f=0.15,ASIAx033_R125,asia,1.25,122,129,108,65,-153.3957512499998,7.689838749999691,64.5084462500006,-385.65440250000216,424,173,251,0.4080188679245283,170,246,8,-466.8518687500017,-1.1010657281839662,0.8049092249098763,496.4400450000022,8,2023-04-20,2023-05-04,11.75742956957547,9.405943655660375,1.25
trend_pullback_600,f=0.15,PREVx025_R1,prev,1.0,119,129,108,65,-111.43500000000051,-13.197125000000653,-61.48712499999999,-267.2830000000007,421,200,221,0.4750593824228028,191,199,31,-453.40225000000186,-1.0769649643705508,0.835568282570188,595.5582500000011,8,2023-10-18,2023-11-15,12.713836401425178,12.713836401425178,1.0
trend_pullback_600,f=0.15,PREVx025_R125,prev,1.25,119,129,108,65,-143.01112500000036,56.82321874999893,-106.56399999999917,-240.20425000000088,421,182,239,0.4323040380047506,166,216,39,-432.95615625000147,-1.0283994210213812,0.8528518554141763,593.7009375000005,8,2023-10-18,2023-11-15,15.892295501781476,12.713836401425178,1.25
trend_pullback_600,f=0.25,F10_10,fixed,1.0,166,169,155,101,-349.0490000000002,108.60899999999924,209.12000000000035,-130.0,591,281,310,0.4754653130287648,261,272,58,-161.32000000000062,-0.27296108291032256,0.9430994905337472,410.92300000000046,9,2023-06-05,2023-06-16,10.0,10.0,1.0
trend_pullback_600,f=0.25,F15_15,fixed,1.0,166,169,155,101,-302.67600000000084,-59.764000000000806,232.4990000000007,-154.10000000000036,591,271,320,0.45854483925549916,209,218,164,-284.0410000000013,-0.4806108291032171,0.9241607826331897,438.64800000000173,7,2023-02-07,2023-02-21,15.0,15.0,1.0
trend_pullback_600,f=0.25,F20_20,fixed,1.0,166,169,155,101,-316.0410000000006,-29.105000000002292,295.5810000000015,-44.100000000000364,591,276,315,0.467005076142132,179,177,235,-93.66500000000178,-0.15848561759729574,0.9784807474313133,466.0210000000027,7,2023-02-07,2023-02-21,20.0,20.0,1.0
trend_pullback_600,f=0.25,F20_15,fixed,1.3333333333333333,166,169,155,101,-236.6260000000009,6.562999999997828,270.08500000000095,-209.10000000000036,591,250,341,0.4230118443316413,160,235,196,-169.07800000000248,-0.28608798646362515,0.9578489654825108,358.274000000001,7,2023-02-07,2023-02-21,20.0,15.0,1.3333333333333333
trend_pullback_600,f=0.25,F25_20,fixed,1.25,166,169,155,101,-337.25199999999995,52.16699999999855,136.0,-65.47000000000025,591,260,331,0.43993231810490696,130,188,273,-214.55500000000166,-0.363037225042304,0.9533895672402007,497.4129999999998,7,2023-02-07,2023-02-21,25.0,20.0,1.25
trend_pullback_600,f=0.25,F30_25,fixed,1.2,166,169,155,101,-336.7710000000002,3.3829999999984466,14.44799999999941,78.46999999999935,591,264,327,0.4467005076142132,107,143,341,-240.47000000000298,-0.4068866328257242,0.9521135971337054,578.9410000000025,7,2023-02-07,2023-02-21,30.0,25.0,1.2000000000000002
trend_pullback_600,f=0.25,F40_30,fixed,1.3333333333333333,166,169,155,101,-280.10799999999995,-3.738000000001648,-3.6950000000006185,212.34000000000015,591,265,326,0.44839255499153974,73,115,403,-75.20100000000207,-0.12724365482233851,0.9859551763171559,484.5150000000019,7,2023-02-07,2023-02-21,40.0,30.0,1.3333333333333333
trend_pullback_600,f=0.25,R60x075_R1,r60,1.0,166,169,154,101,-76.67300000000012,-14.26524999999981,100.03849999999886,-107.31375000000412,590,290,300,0.4915254237288136,290,293,7,-98.21350000000518,-0.16646355932204268,0.9593977848996416,184.33437500000014,8,2023-07-03,2023-07-14,8.106213771186438,8.106213771186438,1.0
trend_pullback_600,f=0.25,R60x075_R125,r60,1.25,166,169,154,101,-132.13637500000004,-2.285437500000114,95.39234374999782,-189.89162499999983,590,251,339,0.42542372881355933,248,332,10,-228.92109375000217,-0.388001853813563,0.9160437728667024,242.71921875000118,8,2023-07-03,2023-07-14,10.132767213983046,8.106213771186438,1.25
trend_pullback_600,f=0.25,R60x1_R1,r60,1.0,166,169,154,101,-53.75550000000089,-29.47899999999845,62.11299999999437,-341.8169999999973,590,285,305,0.4830508474576271,282,292,16,-362.93850000000225,-0.6151500000000039,0.8820692650159297,375.9734999999964,8,2023-07-03,2023-07-14,10.026698305084732,10.026698305084732,1.0
trend_pullback_600,f=0.25,R60x1_R125,r60,1.25,166,169,154,101,-76.50925000000018,1.174500000001558,39.35374999999169,-300.03287499999885,590,257,333,0.43559322033898307,250,320,20,-336.0138750000058,-0.5695150423728912,0.8998451613499343,371.6052500000011,8,2023-07-03,2023-07-14,12.533372881355914,10.026698305084732,1.25
trend_pullback_600,f=0.25,ASIAx025_R1,asia,1.0,166,169,154,101,-73.73562500000008,-55.8338750000006,142.8721250000002,-341.6873750000011,590,281,309,0.47627118644067795,281,302,7,-328.3847500000016,-0.556584322033901,0.8709218763972397,357.272875000001,9,2023-04-20,2023-05-04,8.124068855932203,8.124068855932203,1.0
trend_pullback_600,f=0.25,ASIAx025_R125,asia,1.25,166,169,154,101,-131.56531249999972,-10.126156250000662,245.82224999999977,-308.59646875000146,590,254,336,0.43050847457627117,251,329,10,-204.4656875000021,-0.346552012711868,0.9251607974604198,336.2330312500013,9,2023-04-20,2023-05-04,10.155086069915253,8.124068855932203,1.25
trend_pullback_600,f=0.25,ASIAx033_R1,asia,1.0,166,169,154,101,-67.73804500000003,-49.048060000000326,86.45185500000017,-167.16087500000322,590,287,303,0.4864406779661017,286,296,8,-197.49512500000336,-0.3347375000000057,0.9329559965204889,297.83520500000066,9,2023-04-20,2023-05-04,9.726605398305084,9.726605398305084,1.0
trend_pullback_600,f=0.25,ASIAx033_R125,asia,1.25,166,169,154,101,-136.03436624999966,14.037722499999834,164.45963875000047,-354.89219000000344,590,255,335,0.4322033898305085,251,326,13,-312.4291950000028,-0.529541008474581,0.9047865141554366,504.73419624999946,9,2023-04-20,2023-05-04,12.158256747881357,9.726605398305084,1.25
trend_pullback_600,f=0.25,PREVx025_R1,prev,1.0,163,168,154,100,-116.72137500000053,15.51087499999943,-128.91125000000045,-126.04600000000039,585,287,298,0.4905982905982906,276,271,38,-356.16775000000194,-0.608833760683764,0.905940015220769,638.3082500000019,8,2023-07-03,2023-07-14,12.99164358974359,12.99164358974359,1.0
trend_pullback_600,f=0.25,PREVx025_R125,prev,1.25,163,168,154,100,-171.72678125000022,19.014093749998764,-163.1498749999995,-223.64221875000166,585,258,327,0.441025641025641,234,299,52,-539.5047812500027,-0.9222303952991499,0.8693441716770881,761.2069062500019,9,2023-06-05,2023-06-16,16.23955448717949,12.99164358974359,1.25
trend_pullback_600,f=0.35,F10_10,fixed,1.0,190,183,177,107,-357.4890000000007,185.02899999999931,249.12000000000035,-130.0,657,318,339,0.4840182648401826,295,294,68,-53.340000000001055,-0.08118721461187375,0.9826624316280929,419.36300000000097,10,2023-06-05,2023-06-16,10.0,10.0,1.0
trend_pullback_600,f=0.35,F15_15,fixed,1.0,190,183,177,107,-265.1000000000013,36.90099999999916,255.92200000000048,-184.10000000000036,657,305,352,0.4642313546423135,238,237,182,-156.377000000002,-0.23801674277017046,0.9615969001880894,352.35300000000143,9,2023-02-07,2023-02-22,15.0,15.0,1.0
trend_pullback_600,f=0.35,F20_20,fixed,1.0,190,183,177,107,-241.15400000000113,71.37999999999784,326.45800000000145,-124.10000000000036,657,308,349,0.4687975646879756,200,189,268,32.583999999997786,0.04959512937594793,1.0069157473332642,393.3970000000015,9,2023-02-07,2023-02-22,20.0,20.0,1.0
trend_pullback_600,f=0.35,F20_15,fixed,1.3333333333333333,190,183,177,107,-174.35700000000134,112.04799999999796,265.87200000000075,-264.10000000000036,657,280,377,0.426179604261796,180,255,222,-60.53700000000299,-0.09214155251142007,0.9861274322882477,312.22699999999986,9,2023-02-07,2023-02-22,20.0,15.0,1.3333333333333333
trend_pullback_600,f=0.35,F25_20,fixed,1.25,190,183,177,107,-241.41500000000065,155.64099999999826,158.32700000000023,-140.47000000000025,657,291,366,0.4429223744292237,146,201,310,-67.91700000000242,-0.10337442922374797,0.9863678131296277,486.63799999999947,9,2023-02-07,2023-02-22,25.0,20.0,1.25
trend_pullback_600,f=0.35,F30_25,fixed,1.2,190,183,177,107,-215.93400000000088,101.03999999999814,52.07899999999972,-16.530000000000655,657,295,362,0.4490106544901065,121,153,383,-79.34500000000367,-0.12076864535769204,0.9853936166726855,580.7820000000002,9,2023-02-07,2023-02-22,30.0,25.0,1.1999999999999997
trend_pullback_600,f=0.35,F40_30,fixed,1.3333333333333333,190,183,177,107,-140.6410000000003,92.69199999999819,44.8159999999998,102.34000000000015,657,296,361,0.4505327245053272,80,125,452,99.20699999999783,0.1509999999999967,1.0170608411673812,585.3090000000007,9,2023-02-07,2023-02-22,40.0,30.0,1.3333333333333333
trend_pullback_600,f=0.35,R60x075_R1,r60,1.0,190,183,176,107,-117.8722500000004,7.658999999999764,135.29462499999715,-128.10862500000496,656,323,333,0.4923780487804878,323,326,7,-103.02725000000845,-0.15705373475611045,0.9610341210632324,199.28050000000053,8,2025-06-11,2025-06-20,7.96964653201219,7.96964653201219,1.0
trend_pullback_600,f=0.35,R60x075_R125,r60,1.25,190,183,176,107,-172.82353125000031,31.765281249999305,78.46815624999547,-244.06956250000076,656,277,379,0.4222560975609756,274,371,11,-306.6596562500063,-0.46746898818598526,0.8980008450047059,320.45778125000544,8,2025-06-11,2025-06-20,9.962058165015238,7.96964653201219,1.25
trend_pullback_600,f=0.35,R60x1_R1,r60,1.0,190,183,176,107,-61.64600000000041,-3.7799999999992906,36.66199999999208,-389.5604999999982,656,315,341,0.4801829268292683,312,327,17,-418.32450000000586,-0.6376897865853748,0.8760028787700473,435.9419999999968,8,2025-06-11,2025-06-20,9.847337652439009,9.847337652439009,1.0
trend_pullback_600,f=0.35,R60x1_R125,r60,1.25,190,183,176,107,-86.18037499999969,40.82175000000052,12.900124999988975,-341.2763749999999,656,285,371,0.4344512195121951,277,356,23,-373.7348750000101,-0.5697177972561129,0.8978715920010587,422.308000000009,8,2025-06-11,2025-06-20,12.30917206554876,9.847337652439009,1.25
trend_pullback_600,f=0.35,ASIAx025_R1,asia,1.0,190,183,176,107,-80.19300000000004,-37.54112500000065,151.32462499999997,-368.47025000000076,656,312,344,0.47560975609756095,312,337,7,-334.8797500000015,-0.5104874237804901,0.8791314661041431,398.4945000000007,10,2023-04-20,2023-05-04,7.9874597942073144,7.9874597942073144,1.0
trend_pullback_600,f=0.35,ASIAx025_R125,asia,1.25,190,183,176,107,-133.38703124999967,19.416593749999294,276.4408124999994,-362.1585000000012,656,283,373,0.43140243902439024,280,366,10,-199.68812500000212,-0.30440262957317393,0.9329464456795497,380.74481250000156,10,2023-04-20,2023-05-04,9.984324742759144,7.9874597942073144,1.25
