strategy,tp,sl,horizon_m1,train_score,train_n,train_net_points,train_ev_points,train_wr,train_pf,train_time_exits
london_us_1531,30.0,20.0,1440,0.42068410832977804,1291,400.63700000000495,0.31033075135554217,0.49341595662277304,1.0667975038780997,1075
london_us_1531,30.0,15.0,1440,0.38725024412555975,1291,369.18600000000447,0.2859690162664636,0.4810224632068164,1.0625056082794975,963
london_us_1531,30.0,8.0,1440,0.32653456500097267,1291,311.46600000000285,0.2412594887683988,0.4113090627420604,1.060373749458225,646
london_us_1531,20.0,20.0,1440,0.2420693862169311,1291,232.10800000000495,0.17978931061193257,0.4988381099922541,1.0392176608223505,980
london_us_1531,15.0,20.0,1440,0.18658677058113055,1291,179.26100000000451,0.138854376452366,0.5104570100697134,1.0312759744768822,872
london_us_1531,30.0,25.0,1440,0.1773403171380822,1291,170.55200000000445,0.13210844306739308,0.4957397366382649,1.0271532921090012,1122
london_us_1531,30.0,5.0,1440,0.1731137562918337,1291,165.96700000000124,0.1285569326103805,0.3129357087529047,1.0397764502477416,430
london_us_1531,30.0,30.0,1440,0.1636413208744767,1291,157.46200000000385,0.12196901626646309,0.4965143299767622,1.0249891132262563,1164
london_us_1531,20.0,15.0,1440,0.15812068392416428,1291,152.11000000000445,0.11782339271882607,0.48644461657629745,1.0260430533053078,873
london_us_1531,25.0,20.0,1440,0.14218232954268087,1291,136.88700000000495,0.10603175832688222,0.49341595662277304,1.022822929268544,1050
london_us_1531,30.0,12.0,1440,0.11510722720741973,1291,110.93200000000411,0.08592718822618443,0.458559256390395,1.0187708774232878,839
london_us_1531,20.0,8.0,1440,0.11401900358363244,1291,109.8100000000029,0.08505809450038955,0.41518202943454685,1.0214516062234473,567
london_us_1531,25.0,15.0,1440,0.10937932832826093,1291,105.43600000000447,0.08167002323780362,0.4810224632068164,1.0178510054946754,938
london_us_1531,15.0,15.0,1440,0.09712245039584119,1291,93.65200000000391,0.07254221533695113,0.49806351665375675,1.0165212743249186,772
london_us_1531,25.0,8.0,1440,0.0870753181371761,1291,83.96900000000278,0.06504182804028101,0.4113090627420604,1.0162763298987942,623
