strategy,tp,sl,horizon_m1,train_score,train_n,train_net_points,train_ev_points,train_wr,train_pf,train_time_exits,oos_n,oos_net_points,oos_ev_points,oos_wr,oos_pf,oos_time_exits,oos_compound_final,oos_compound_dd,oos_stalled,full_net_points,full_ev_points,full_wr,full_pf,robust_score
prevclose_0959_to_1000,4.0,15.0,120,-0.36218447919567137,1291,-367.27799999999934,-0.2844910921766068,0.5042602633617351,0.8192880813030936,968,949,-341.4499999999998,-0.35979978925184386,0.5869336143308747,0.8485556793505259,433,148.56500000000256,0.5207565185694059,True,-708.7279999999992,-0.3163964285714282,0.5392857142857143,0.8346804621113182,-1.483894679597097
prevclose_0959_to_1000,15.0,15.0,480,-0.3817809911050965,1291,-376.8140000000001,-0.2918776142525175,0.4670797831138652,0.9240521279730534,938,949,-11.437999999998283,-0.0120526870389866,0.48472075869336145,0.9978820973716753,342,146.86900000000082,0.5313598856391611,True,-388.25199999999836,-0.17332678571428498,0.4745535714285714,0.9625315621107212,-1.5112812701147709
prevclose_0959_to_1000,6.0,12.0,120,-0.37876957412575685,1291,-384.25400000000036,-0.2976405886909375,0.48412083656080557,0.8177209881720298,1108,949,-384.2840000000024,-0.40493572181243664,0.5216016859852476,0.8496537941794847,524,116.43600000000106,0.627990491769754,True,-768.5380000000027,-0.34309732142857263,0.5,0.8352208210550145,-1.8884264464796603
prevclose_0959_to_1000,10.0,12.0,120,-0.3856117134395184,1291,-391.38000000000056,-0.30316034082106935,0.4786986831913246,0.8159184581512922,1217,949,-376.6710000000028,-0.39691359325606196,0.4773445732349842,0.8672771144450393,640,114.29099999999971,0.6211666202617249,True,-768.0510000000033,-0.3428799107142872,0.478125,0.8452804297373017,-1.896784577505675
prevclose_0959_to_1000,4.0,12.0,120,-0.34493265276283924,1291,-349.10799999999904,-0.2704167312161108,0.5042602633617351,0.8266787474090538,954,949,-368.6670000000006,-0.38847945205479517,0.5774499473129611,0.8360795905491222,402,114.09800000000314,0.6744280276441323,True,-717.7749999999996,-0.3204352678571427,0.5352678571428572,0.831638083863011,-1.978366787891754
prevclose_0959_to_1000,25.0,12.0,480,-0.37079555951091203,1291,-365.67899999999736,-0.28325251742834806,0.44461657629744383,0.9271907929790139,958,949,-74.20000000000073,-0.0781875658587995,0.40252897787144365,0.9868911518631789,382,116.92200000000071,0.6922684156779334,True,-439.8789999999981,-0.19637455357142772,0.42678571428571427,0.9588233416430095,-1.9806780523630427
prevclose_0959_to_1000,30.0,12.0,480,-0.34336297022639684,1291,-338.13899999999717,-0.2619202168861326,0.44384198295894656,0.9328346735716555,978,949,-143.8180000000009,-0.15154689146470063,0.39304531085353,0.9750254663210723,418,110.56500000000096,0.7089996525840357,True,-481.95699999999806,-0.21515937499999913,0.42232142857142857,0.9553454669844775,-2.061678370222884
prevclose_0959_to_1000,6.0,10.0,120,-0.39302411875149545,1291,-399.394,-0.3093679318357862,0.482571649883811,0.8112300433269953,1089,949,-365.5580000000034,-0.38520337197049886,0.512118018967334,0.8531363570257166,491,97.0790000000004,0.6860570781793176,True,-764.9520000000034,-0.3414964285714301,0.49508928571428573,0.833881919333644,-2.1573430119026855
prevclose_0959_to_1000,4.0,10.0,120,-0.3582649008924559,1291,-363.19199999999864,-0.2813261037955063,0.5027110766847405,0.8204584934593455,936,949,-385.592000000001,-0.406314014752372,0.5648050579557429,0.8264518754028233,375,95.55000000000155,0.719714170054732,True,-748.7839999999997,-0.33427857142857126,0.5290178571428571,0.8235956257942255,-2.223704059052001
prevclose_0959_to_1000,25.0,10.0,480,-0.39056681554434813,1291,-385.738999999998,-0.29879085979860415,0.4322230828814872,0.9214735264084483,869,949,-158.62199999999984,-0.1671464699683876,0.3677555321390938,0.970130738043172,325,98.61400000000071,0.767489454809525,True,-544.3609999999978,-0.2430183035714276,0.4049107142857143,0.9467500896773564,-2.263803417511595
prevclose_0959_to_1000,30.0,10.0,480,-0.3711726894703501,1291,-366.1989999999978,-0.283655305964367,0.4314484895429899,0.9256028179177839,889,949,-213.106,-0.22455848261327713,0.35932560590094836,0.9604100445304794,358,93.84000000000151,0.7787455172625148,True,-579.3049999999978,-0.25861830357142757,0.40089285714285716,0.9437843363338699,-2.330309546204737
prevclose_0959_to_1000,15.0,8.0,240,-0.3939453211465626,1291,-396.0619999999949,-0.3067869868319093,0.45236250968241676,0.8523014800729595,1081,949,-242.12599999999793,-0.25513804004214746,0.43730242360379346,0.923049860306478,515,78.04500000000257,0.7398499999999915,True,-638.1879999999928,-0.2849053571428539,0.4459821428571429,0.8904978785495357,-2.4562718912457786
