family,param,tp,sl,score,positive_train_years,train_n,train_net,train_ev,train_pf,train_pos,train_dd,train_tp,train_sl,train_eod,oos_n,oos_net,oos_ev,oos_pf,oos_pos,oos_dd,oos_tp,oos_sl,oos_eod,all_n,all_net,all_ev,all_pf,all_pos,all_dd,all_tp,all_sl,all_eod
prevclose_gap_fade,th=20.0,10.0,30.0,-5.313325536920363,2,93,-299.9069999999997,-3.2248064516129,0.6526228735375234,0.6129032258064516,388.9200000000001,55,24,14,115,77.53999999999996,0.674260869565217,1.0978472099538146,0.7565217391304347,148.35999999999967,87,26,2,208,-222.36699999999973,-1.069072115384614,0.8657047590691429,0.6923076923076923,388.9200000000001,142,50,16
prevclose_gap_fade,th=20.0,10.0,35.0,-5.859405749259965,2,93,-343.773999999999,-3.696494623655903,0.6225888542213309,0.6236559139784946,413.82699999999977,55,19,19,115,-7.460000000000036,-0.06486956521739162,0.9915939873346404,0.7652173913043478,208.35999999999967,88,25,2,208,-351.233999999999,-1.6886249999999952,0.8046892290308701,0.7019230769230769,446.2869999999998,143,44,21
prevclose_gap_fade,th=20.0,10.0,40.0,-5.676803089542963,2,93,-324.6609999999996,-3.4909784946236515,0.6399700142277169,0.6344086021505376,447.0640000000003,56,11,26,115,-13.470000000000255,-0.11713043478261091,0.9852540313310779,0.782608695652174,218.35999999999967,90,22,3,208,-338.13099999999986,-1.625629807692307,0.8137256360209804,0.7163461538461539,477.17400000000043,146,33,29
prevclose_gap_fade,th=20.0,15.0,15.0,-5.117232915325676,2,93,-220.7140000000004,-2.3732688172043055,0.7193208682570381,0.43010752688172044,329.61700000000064,36,52,5,115,-184.10000000000036,-1.6008695652173945,0.8060267621957641,0.4434782608695652,214.10000000000036,51,63,1,208,-404.81400000000076,-1.9462211538461576,0.7667392508140504,0.4375,528.717000000001,87,115,6
prevclose_gap_fade,th=20.0,15.0,20.0,-5.547712868836049,2,93,-255.16499999999996,-2.7437096774193543,0.7131617463561374,0.4838709677419355,396.58700000000044,40,41,12,115,-172.46000000000004,-1.4996521739130437,0.8391921377021054,0.5217391304347826,222.46000000000004,60,53,2,208,-427.625,-2.055889423076923,0.7820506024857826,0.5048076923076923,554.0470000000005,100,94,14
prevclose_gap_fade,th=20.0,15.0,25.0,-6.017836004953575,2,93,-291.9449999999997,-3.1391935483870936,0.6994465480286364,0.5161290322580645,431.9449999999997,43,35,15,115,-237.46000000000004,-2.0648695652173914,0.8041502400079178,0.5652173913043478,298.3599999999997,65,48,2,208,-529.4049999999997,-2.545216346153845,0.7575782414102274,0.5432692307692307,594.4049999999997,108,83,17
prevclose_gap_fade,th=20.0,15.0,30.0,-6.284698164239725,2,93,-312.5519999999997,-3.3607741935483837,0.6896098672744337,0.5268817204301075,432.5519999999997,44,27,22,115,-162.46000000000004,-1.4126956521739134,0.8692432754374386,0.6260869565217392,308.3599999999997,72,41,2,208,-475.0119999999997,-2.283711538461537,0.788829589784056,0.5817307692307693,565.0119999999997,116,68,24
prevclose_gap_fade,th=20.0,15.0,35.0,-7.012485478008893,1,93,-371.41899999999896,-3.993752688172032,0.6527145598097046,0.5376344086021505,471.41899999999896,44,22,27,115,-299.34999999999945,-2.6030434782608647,0.7853121526159146,0.6347826086956522,410.2499999999991,73,39,3,208,-670.7689999999984,-3.2248509615384537,0.727754864151192,0.5913461538461539,755.7689999999984,117,61,30
prevclose_gap_fade,th=20.0,15.0,40.0,-6.806991040385466,2,93,-355.83599999999933,-3.8261935483870895,0.6671035607334211,0.5483870967741935,490.19100000000026,45,13,35,115,-285.6369999999997,-2.4837999999999973,0.7975120459763924,0.6521739130434783,405.0199999999995,75,33,7,208,-641.472999999999,-3.084004807692303,0.7412941724009156,0.6057692307692307,753.4780000000001,120,46,42
prevclose_gap_fade,th=20.0,20.0,15.0,-4.540325430535053,2,93,-249.63500000000067,-2.6842473118279644,0.7074259555082579,0.3655913978494624,350.23400000000083,28,56,9,115,-139.10000000000036,-1.2095652173913074,0.8661341545568277,0.391304347826087,220.0,45,69,1,208,-388.73500000000104,-1.8689182692307742,0.7945741165553488,0.3798076923076923,529.3340000000012,73,125,10
