tp2,sl2,b_train_final,b_train_dd,b_train_wr,b_train_pos_years,b_oos_final,b_oos_dd,b_oos_wr,b_oos_trades,b_oos_reentries,b_oos_pos_years,b_oos_maxdayloss,b_oos_max_second_risk,ab_train_final,ab_train_dd,ab_train_wr,ab_train_pos_years,ab_oos_final,ab_oos_dd,ab_oos_wr,ab_oos_trades,ab_oos_reentries,ab_oos_pos_years,ab_oos_maxrisk,ab_oos_maxdayloss,b_full_final,b_full_dd,ab_full_final,ab_full_dd,b_ret_2023,ab_ret_2023,ab_ret_2024,ab_ret_2025,ab_ret_2026,b_train_score,ab_train_score,b_ret_2024,b_ret_2025,b_ret_2026
4.0,15.0,199.79799999999955,0.3791680520037432,0.6114285714285714,0,295.872000000001,0.4315051146339044,0.7797619047619048,504,195,2,0.0995341800374246,0.09975493537542753,199.03499999999872,0.382415911629641,0.5380952380952381,1,569.0610000000008,0.6347486342485087,0.750814332247557,614,195,3,0.1984090897817661,0.1877665404719039,199.79799999999955,0.3791680520037432,199.03499999999872,0.382415911629641,0.1097233333333354,0.31107333333333664,0.01268426378387244,0.48893954723821054,-0.040468012565317846,-0.9183524887069141,-0.8265632666997135,-0.11714331199668304,0.40131601330983413,-0.2816408981431118
10.0,15.0,518.9360000000024,0.3637143219091974,0.6514195583596214,4,282.4360000000024,0.5949510554127777,0.7182539682539683,504,195,1,0.09901921467860794,0.09985487757791929,199.2559999999994,0.3893341260768699,0.536036036036036,1,717.4520000000014,0.6891516768889997,0.7003257328990228,614,195,4,0.19583140221811668,0.17565045559336917,507.9550000000072,0.6214422757156332,199.2559999999994,0.3893341260768699,-0.008593333333331787,0.2134066666666694,0.4005774376273983,0.2542184720334357,0.12197944489969514,0.45698375226296073,-0.8347931147195761,0.2944301363046493,-0.011834012135315986,-0.25759917568263613
8.0,15.0,546.4180000000022,0.40763591068308436,0.6561514195583596,3,273.3700000000017,0.48946930154152196,0.7301587301587301,504,195,3,0.09941098988493136,0.09978048293753716,193.39299999999935,0.40755138927181983,0.536036036036036,1,390.38500000000136,0.602694842596263,0.7100977198697068,614,195,3,0.19849737487221664,0.19399347696933628,423.33800000000633,0.5573474140291571,193.39299999999935,0.40755138927181983,0.015406666666667679,0.1746800000000015,0.13345194719696885,0.09251113453320103,-0.10541150589502357,0.34929329653458907,-0.8892524622247198,0.20480464313149005,0.34157107435764744,-0.44478745658752405
25.0,6.0,2180.5030000000597,0.7774171436973865,0.613564668769716,4,199.9690000000005,0.6596312894995287,0.6101694915254238,118,41,0,0.08890197723553714,0.09891550143290061,4657.1360000001005,0.7396364910636406,0.6083445491251682,4,196.24100000000067,0.7032151029229161,0.6060606060606061,165,47,0,0.19514470455805663,0.176106196796295,3021.850000000077,0.8966263016215444,19248.586000000127,0.8525129617561308,-0.33343666666666494,-0.3458633333333311,0.0,0.0,0.0,1.3340152444654607,2.1438642083136696,,,
20.0,8.0,1734.0440000000353,0.6750358350261906,0.6261829652996845,4,199.84599999999978,0.588608858724405,0.6082474226804123,97,34,0,0.08333333333333333,0.09953993884514964,3196.833000000054,0.6356279935296097,0.6191117092866757,4,197.74800000000005,0.602331137334395,0.6170212765957447,141,41,0,0.18163159663254963,0.18163159663254963,1499.2230000000452,0.875550867019437,8211.772000000077,0.8323695647466149,-0.3338466666666674,-0.3408399999999998,0.0,0.0,0.0,1.2431306799328374,1.9080356453026202,,,
10.0,12.0,186.16300000000024,0.45514916134243805,0.5752895752895753,1,199.5130000000006,0.517628968421866,0.6226415094339622,106,37,0,0.09670969442154297,0.0994122252183961,197.20099999999957,0.4186085592650686,0.5371900826446281,1,196.17400000000112,0.5776926736543879,0.6153846153846154,143,41,0,0.19598140136500927,0.12778817831562372,186.16300000000024,0.45514916134243805,197.20099999999957,0.4186085592650686,-0.3349566666666647,-0.346086666666663,0.0,0.0,0.0,-0.9916112084345564,-0.8846805165144535,,,
25.0,12.0,977.6080000000147,0.5677651888722209,0.6419558359621451,4,199.41000000000122,0.5930582566869566,0.6218487394957983,119,41,0,0.09394898100586453,0.09999333377774818,194.65099999999939,0.42612651390969103,0.5381818181818182,1,1275.2850000000028,0.6501799361125682,0.6677524429967426,614,195,3,0.19430633851564327,0.16993688968759188,1523.078000000027,0.7083037415243364,194.65099999999939,0.42612651390969103,-0.33529999999999593,-0.13479333333332832,0.32871144466448676,0.012763748865549207,2.6511301659103386,0.8148432920562192,-0.9078450569648694,,,
4.0,12.0,198.78099999999927,0.4042247737905807,0.5497630331753555,1,199.40900000000056,0.4118474647758537,0.6666666666666666,120,41,0,0.08436433582067492,0.09955738446158094,193.81999999999903,0.4147275351640601,0.5330188679245284,1,184.59700000000112,0.51361684188338,0.6866952789699571,233,67,0,0.18567343755802215,0.16452983542903138,198.78099999999927,0.4042247737905807,193.81999999999903,0.4147275351640601,-0.3353033333333315,-0.04756666666666287,-0.3539460329681855,0.0,0.0,-0.8572822030590912,-0.8967347538212832,,,
4.0,10.0,199.80099999999948,0.39158886473121174,0.6063492063492063,1,199.18700000000035,0.42460937612839594,0.6714285714285714,70,24,0,0.08429242989139243,0.09927956131671169,194.1599999999985,0.38906509590696525,0.5406698564593302,1,1499.1169999999995,0.586741117595144,0.747557003257329,614,195,4,0.19558037253171465,0.19557104912867,199.80099999999948,0.39158886473121174,194.1599999999985,0.38906509590696525,-0.33604333333333214,0.04596666666666804,0.2531597565250645,1.968033893736215,0.2844616263836446,-0.8351055708364064,-0.8603377927122661,,,
30.0,12.0,870.4710000000125,0.5567635424555004,0.6403785488958991,4,198.87500000000114,0.5747362883859953,0.6216216216216216,111,39,0,0.09560389394660028,0.09856154894949812,192.06399999999894,0.4337535526020989,0.5328185328185329,1,180.92100000000028,0.7644659569786925,0.6529080675422139,533,167,1,0.19773690116615228,0.17263963849259673,854.9780000000194,0.8128894044985064,192.06399999999894,0.4337535526020989,-0.3370833333333295,-0.021696666666662145,0.18075511685197854,-0.04795969308106418,-0.4516232673882532,0.713621187494953,-0.9315211208511381,,,
