variant,filter,tp,sl,h,train_score,train_n,train_ev,train_pf,train_wr,train_pos_years,oos_n,oos_ev,oos_pf,oos_wr,oos_pos_years,oos_final,oos_dd,oos_stalled,full_ev,full_pf,full_wr,robust,robust_score
0959,HIGH_VOL & BIG_GAP,25.0,15.0,480,3.4062000129320347,192,1.3379895833333333,1.3962817445442501,0.5104166666666666,4,156,2.4845128205128253,1.411295166339471,0.47435897435897434,3,1553.496000000002,0.6682145483982246,False,1.8519482758620711,1.4051763756191809,0.4942528735632184,True,6.800106248655801
0959,HIGH_VOL & BIG_GAP,20.0,15.0,480,3.528016785347971,192,1.3814114583333346,1.4091423053368943,0.5104166666666666,4,156,2.3334102564102603,1.4134949393977263,0.5064102564102564,3,1448.0490000000016,0.5576364236210752,False,1.8081695402298874,1.4116490284189824,0.5086206896551724,True,6.508818253354486
0959,HIGH_VOL & BIG_GAP,30.0,15.0,480,3.19301775114265,192,1.264921875,1.3661680695834675,0.5052083333333334,4,156,2.2771153846153904,1.3674970515818012,0.46153846153846156,3,1084.7360000000062,0.6871632749331714,False,1.718663793103451,1.366956237909394,0.48563218390804597,True,5.817419309261426
0959,HIGH_VOL & BIG_GAP,20.0,20.0,480,3.7489615308571493,192,1.4620729166666695,1.427349204271088,0.5208333333333334,4,156,2.177410256410259,1.3502587168715574,0.532051282051282,3,669.9520000000002,0.4469969058226334,False,1.7827413793103475,1.3813894414840648,0.5258620689655172,True,5.362154896426823
0959,BIG_GAP,25.0,15.0,480,3.3355868590597977,223,1.311318385650223,1.391171277221895,0.515695067264574,4,186,1.647123655913981,1.2626000720004116,0.44623655913978494,3,894.5689999999965,0.6957423819553734,False,1.4640317848410762,1.3128109621673578,0.4841075794621027,True,3.949663688403878
0959,gap_ratio_range>=0.35,25.0,15.0,480,3.3355868590597977,223,1.311318385650223,1.391171277221895,0.515695067264574,4,186,1.647123655913981,1.2626000720004116,0.44623655913978494,3,894.5689999999965,0.6957423819553734,False,1.4640317848410762,1.3128109621673578,0.4841075794621027,True,3.949663688403878
0959,gap_ratio_range>=0.35,30.0,15.0,480,3.1775351499562934,223,1.2575381165919275,1.367749422996223,0.5112107623318386,4,186,1.5856666666666714,1.2476501557606245,0.43548387096774194,3,736.4040000000016,0.6945843487679388,False,1.4067603911980457,1.2945318378901352,0.4767726161369193,True,3.593789900876349
0959,BIG_GAP,30.0,15.0,480,3.1775351499562934,223,1.2575381165919275,1.367749422996223,0.5112107623318386,4,186,1.5856666666666714,1.2476501557606245,0.43548387096774194,3,736.4040000000016,0.6945843487679388,False,1.4067603911980457,1.2945318378901352,0.4767726161369193,True,3.593789900876349
0959,BIG_GAP & BIG_PREV_MOVE,20.0,20.0,1440,2.890845017444927,139,1.2150935251798605,1.255665889618844,0.48201438848920863,3,110,1.5271000000000143,1.210281157678636,0.5363636363636364,3,489.501000000002,0.3290366666666644,False,1.3529277108433821,1.2308244145094778,0.5060240963855421,True,3.4536285527709474
0959,ThuFri & HIGH_VOL,20.0,15.0,480,2.753639696974763,342,1.1091198830409408,1.3024018737932053,0.49707602339181284,4,256,1.4161132812500075,1.2570721886928669,0.48828125,3,1069.9470000000201,0.8461065056861654,False,1.240541806020073,1.278411340554787,0.49331103678929766,True,3.4102186899029885
0959,gap_ratio_range>=0.35,20.0,15.0,480,3.377288980094763,223,1.3262825112107621,1.3956351329659158,0.515695067264574,4,186,1.450252688172046,1.2441944887022018,0.4731182795698925,3,707.1609999999994,0.6484568626821617,False,1.3826601466992676,1.3053169204189614,0.4963325183374083,True,3.301553899756309
0959,BIG_GAP,20.0,15.0,480,3.377288980094763,223,1.3262825112107621,1.3956351329659158,0.515695067264574,4,186,1.450252688172046,1.2441944887022018,0.4731182795698925,3,707.1609999999994,0.6484568626821617,False,1.3826601466992676,1.3053169204189614,0.4963325183374083,True,3.301553899756309
0959,ThuFri & HIGH_VOL,20.0,20.0,480,2.7986950195083113,342,1.1264239766081907,1.3070309878641968,0.5029239766081871,4,256,1.461390625000008,1.2522176813145784,0.515625,3,805.3470000000116,0.8485051159675854,False,1.269821070234119,1.2773362385925917,0.5083612040133779,True,3.2182291757579913
