variant,filter,tp,sl,h,train_score,train_n,train_ev,train_pf,train_wr,train_pos_years
0959,HIGH_VOL & BIG_GAP,30.0,10.0,480,2.4449238588835445,192,0.9797864583333317,1.2912378914710436,0.4791666666666667,4
0959,BIG_GAP & BIG_PREV_MOVE,25.0,12.0,480,2.442088174932023,139,0.9812517985611396,1.2849264360276462,0.460431654676259,4
0959,HIGH_VOL & BIG_GAP,15.0,30.0,1440,2.4353802194708987,192,1.00036458333334,1.2345655341199018,0.5208333333333334,4
0959,BIG_GAP,15.0,15.0,480,2.4302585999193864,223,0.9731704035874442,1.2917451986803934,0.5246636771300448,4
0959,gap_ratio_range>=0.35,15.0,15.0,480,2.4302585999193864,223,0.9731704035874442,1.2917451986803934,0.5246636771300448,4
0959,HIGH_VOL & BIG_GAP,10.0,30.0,1440,2.422863881018953,192,0.9810625000000085,1.2657719370773355,0.5677083333333334,4
0959,ThuFri & HIGH_VOL,25.0,12.0,480,2.4173278958715207,342,0.9798888888888938,1.262836042957658,0.4824561403508772,4
0959,HIGH_VOL & BIG_GAP,25.0,8.0,480,2.4134603621803077,192,0.9609999999999973,1.3032886182937706,0.4635416666666667,4
0959,gap_ratio_range>=0.35,12.0,15.0,480,2.4017653688960037,223,0.95630941704036,1.3023566741715775,0.5426008968609866,4
0959,BIG_GAP,12.0,15.0,480,2.4017653688960037,223,0.95630941704036,1.3023566741715775,0.5426008968609866,4
0959,BIG_GAP & BIG_PREV_MOVE,15.0,20.0,480,2.395081455082701,139,0.9828848920863283,1.2841753629127024,0.5035971223021583,3
0959,BIG_GAP & BIG_PREV_MOVE,20.0,8.0,1440,2.381790647070722,139,0.9723812949640308,1.2437604038356456,0.41007194244604317,4
0959,BIG_GAP & BIG_PREV_MOVE,10.0,25.0,480,2.380667654371963,139,0.9438633093525188,1.3103638342165032,0.539568345323741,4
0959,BIG_GAP & BIG_PREV_MOVE,25.0,30.0,1440,2.372480226827179,139,1.006201438848928,1.2087825966236414,0.4748201438848921,3
0959,ThuFri & HIGH_VOL,30.0,12.0,480,2.3688898289067266,342,0.9615906432748585,1.2555230170711806,0.47953216374269003,4
0959,HIGH_VOL & BIG_GAP,30.0,20.0,1440,2.3591417553163,192,0.9978020833333426,1.2140079603123826,0.4947916666666667,3
0959,HIGH_VOL & BIG_GAP,20.0,15.0,1440,2.3555366094864993,192,0.9731302083333387,1.2150546669168196,0.4947916666666667,4
0959,HIGH_VOL & BIG_GAP,15.0,20.0,480,2.3422899272027076,192,0.9610052083333352,1.2812466656708146,0.5260416666666666,3
0959,HIGH_VOL & BIG_GAP,25.0,15.0,1440,2.341540177037844,192,0.9674270833333397,1.2136450528746965,0.4895833333333333,4
0959,gap_ratio_range>=0.35,25.0,20.0,1440,2.334704460330951,223,0.9850224215246701,1.217923584875712,0.5022421524663677,3
0959,BIG_GAP,25.0,20.0,1440,2.334704460330951,223,0.9850224215246701,1.217923584875712,0.5022421524663677,3
0959,BIG_GAP,8.0,30.0,480,2.333168072937097,223,0.9346950672645786,1.3357008605236604,0.5874439461883408,3
0959,gap_ratio_range>=0.35,8.0,30.0,480,2.333168072937097,223,0.9346950672645786,1.3357008605236604,0.5874439461883408,3
0959,BIG_GAP,10.0,20.0,480,2.330226304742585,223,0.9458744394618868,1.304984904743729,0.5650224215246636,3
