variant,filter,tp,sl,h,train_score,train_n,train_ev,train_pf,train_wr,train_pos_years,oos_n,oos_ev,oos_pf,oos_wr,oos_pos_years,oos_final,oos_dd,oos_stalled,full_ev,full_pf,full_wr,robust,robust_score
0959,HIGH_VOL & BIG_GAP,25.0,15.0,480,3.4062000129320347,192,1.3379895833333333,1.3962817445442501,0.5104166666666666,4,156,2.4845128205128253,1.411295166339471,0.47435897435897434,3,1553.496000000002,0.6682145483982246,False,1.8519482758620711,1.4051763756191809,0.4942528735632184,True,6.800106248655801
0959,HIGH_VOL & BIG_GAP,20.0,15.0,480,3.528016785347971,192,1.3814114583333346,1.4091423053368943,0.5104166666666666,4,156,2.3334102564102603,1.4134949393977263,0.5064102564102564,3,1448.0490000000016,0.5576364236210752,False,1.8081695402298874,1.4116490284189824,0.5086206896551724,True,6.508818253354486
0959,HIGH_VOL & BIG_GAP,25.0,30.0,1440,3.313395268347161,192,1.3496822916666744,1.3067615894274942,0.5052083333333334,4,156,2.682583333333358,1.323524136576801,0.5705128205128205,3,290.7800000000002,0.030733333333332665,True,1.947189655172429,1.3169018333036395,0.5344827586206896,False,6.163414949559121
0959,HIGH_VOL & BIG_GAP,25.0,25.0,1440,2.9936615749575384,192,1.2295833333333412,1.2720392341233646,0.5052083333333334,4,156,2.705070512820539,1.3403136759015717,0.5576923076923077,3,245.5460000000005,0.20305734964785174,True,1.8910086206896712,1.3122042563366387,0.5287356321839081,False,5.876593656107231
0959,HIGH_VOL & BIG_GAP,30.0,15.0,480,3.19301775114265,192,1.264921875,1.3661680695834675,0.5052083333333334,4,156,2.2771153846153904,1.3674970515818012,0.46153846153846156,3,1084.7360000000062,0.6871632749331714,False,1.718663793103451,1.366956237909394,0.48563218390804597,True,5.817419309261426
0959,HIGH_VOL & BIG_GAP,20.0,30.0,1440,3.2606228464283777,192,1.3293437500000067,1.3023562163122686,0.5104166666666666,4,156,2.448294871794895,1.323121384349089,0.6025641025641025,3,290.7800000000002,0.030733333333332665,True,1.8309425287356462,1.3144701021240164,0.5517241379310345,False,5.618053998039345
0959,HIGH_VOL & BIG_GAP,20.0,20.0,480,3.7489615308571493,192,1.4620729166666695,1.427349204271088,0.5208333333333334,4,156,2.177410256410259,1.3502587168715574,0.532051282051282,3,669.9520000000002,0.4469969058226334,False,1.7827413793103475,1.3813894414840648,0.5258620689655172,True,5.362154896426823
0959,HIGH_VOL & BIG_GAP,30.0,30.0,1440,2.820495151272511,192,1.162052083333343,1.2550582618944486,0.5,4,156,2.1668461538461727,1.242648990649458,0.5448717948717948,3,290.7800000000002,0.030733333333332665,True,1.6124770114942668,1.247435545241248,0.5201149425287356,False,4.789843165996193
0959,HIGH_VOL & BIG_GAP,25.0,30.0,480,4.727561451106486,192,1.7679843750000046,1.5608605568736849,0.5260416666666666,4,156,2.0835256410256395,1.2746259728255216,0.532051282051282,3,299.13200000000006,0.0028933333333331273,True,1.9094339080459788,1.3714741892906483,0.5287356321839081,False,4.732727344344687
0959,HIGH_VOL & BIG_GAP,20.0,25.0,1440,2.9422366956271677,192,1.2092447916666735,1.267726695640845,0.5104166666666666,4,156,2.2268076923077147,1.3003563998941727,0.5833333333333334,3,243.98600000000056,0.212831581460474,True,1.6653936781609333,1.2863742263838644,0.5431034482758621,False,4.649740221449729
0959,HIGH_VOL & BIG_GAP,20.0,30.0,480,4.781913441099855,192,1.7853645833333391,1.5663741086121805,0.5260416666666666,4,156,2.019839743589745,1.2913507850692143,0.5641025641025641,3,299.13200000000006,0.0028933333333331273,True,1.8904741379310384,1.390035055933572,0.5431034482758621,False,4.621647188408185
0959,gap_ratio_range>=0.35,20.0,30.0,1440,2.8758321880663265,223,1.1815201793722037,1.2647367643675116,0.515695067264574,4,186,2.023779569892489,1.2566768381036826,0.5913978494623656,3,290.7800000000002,0.030733333333332665,True,1.5645525672371745,1.2599353149395536,0.5501222493887531,False,4.497384306984226
0959,BIG_GAP,20.0,30.0,1440,2.8758321880663265,223,1.1815201793722037,1.2647367643675116,0.515695067264574,4,186,2.023779569892489,1.2566768381036826,0.5913978494623656,3,290.7800000000002,0.030733333333332665,True,1.5645525672371745,1.2599353149395536,0.5501222493887531,False,4.497384306984226
