family,variant,exit,exit_type,initial_rr,n_2023,n_2024,n_2025,n_2026,net_2023,net_2024,net_2025,net_2026,n,positive,negative,win_rate,tp_count,sl_count,eod_count,net,ev,pf,max_dd,max_loss_streak,streak_start,streak_end,avg_tp,avg_sl,avg_rr,score
asia_morning_divergence_fade,asia_dir,F30_25,fixed,1.2,137,151,117,80,54.07099999999946,13.986000000000558,23.216000000001717,16.743000000000393,485,240,245,0.4948453608247423,87,119,279,108.01600000000212,0.22271340206186,1.0270672629603548,290.0,7,2024-03-15,2024-03-27,30.0,25.0,1.1999999999999995,49.33266293712816
