start_hour,mode,tp,sl,train_n,train_tp_count,train_sl_count,train_eod_count,train_tp_rate_all,train_win_rate_resolved,train_positive_pnl_rate,train_net,train_expectancy,train_median_pnl,train_profit_factor,train_max_drawdown,train_max_losing_streak,oos_n,oos_tp_count,oos_sl_count,oos_eod_count,oos_tp_rate_all,oos_win_rate_resolved,oos_positive_pnl_rate,oos_net,oos_expectancy,oos_median_pnl,oos_profit_factor,oos_max_drawdown,oos_max_losing_streak,all_n,all_tp_count,all_sl_count,all_eod_count,all_tp_rate_all,all_win_rate_resolved,all_positive_pnl_rate,all_net,all_expectancy,all_median_pnl,all_profit_factor,all_max_drawdown,all_max_losing_streak,neighbor_score
14,exec,30.0,20.0,756,89,151,516,0.11772486772486772,0.37083333333333335,0.4894179894179894,550.2854999999961,0.7278908730158679,-0.37625000000025466,1.1204857567216142,291.97150000000056,10,153,70,67,16,0.45751633986928103,0.5109489051094891,0.49019607843137253,716.3075000000035,4.681748366013095,-2.284999999998945,1.5047170077211132,112.64000000000033,4,909,159,218,532,0.17491749174917492,0.4217506631299735,0.48954895489548955,1266.5929999999996,1.393391639163916,-0.44000000000005457,1.2115766262495615,396.333999999998,10,0.6813528439153382
14,exec,30.0,30.0,756,94,70,592,0.12433862433862433,0.573170731707317,0.5026455026455027,503.76149999999416,0.6663511904761827,0.060249999999882675,1.1050515121233442,271.88650000000143,10,153,77,48,28,0.5032679738562091,0.616,0.5686274509803921,812.9845000000046,5.313624183006566,30.0,1.5149320473087833,171.22199999999702,4,909,171,118,620,0.18811881188118812,0.5916955017301038,0.5137513751375138,1316.7459999999987,1.4485654565456532,0.4099999999998545,1.206574477247715,412.67699999999877,10,0.6606086860670116
14,exec,30.0,27.5,756,93,83,580,0.12301587301587301,0.5284090909090909,0.5013227513227513,560.5024999999939,0.7414054232804153,0.04149999999981446,1.1190371519559263,241.6135000000031,10,153,76,51,26,0.49673202614379086,0.5984251968503937,0.5620915032679739,844.1345000000042,5.517218954248394,17.99000000000069,1.5562046137860135,196.22199999999702,4,909,169,134,606,0.1859185918591859,0.5577557755775577,0.5115511551155115,1404.6369999999981,1.5452552255225502,0.3529999999998381,1.2255972403531852,400.17699999999877,10,0.6208813932980528
14,exec,30.0,25.0,756,90,107,559,0.11904761904761904,0.45685279187817257,0.4933862433862434,343.89499999999566,0.4548875661375604,-0.21350000000029468,1.0715692041499079,297.47650000000067,10,153,74,55,24,0.48366013071895425,0.5736434108527132,0.5424836601307189,820.1740000000041,5.360614379084994,9.269999999999527,1.5566881907705101,169.36249999999745,4,909,164,162,583,0.18041804180418042,0.5030674846625767,0.5016501650165016,1164.0689999999997,1.2806039603960393,0.042999999999665306,1.1854091637347792,426.40749999999844,10,0.6103692680775947
14,exec,30.0,22.5,756,90,129,537,0.11904761904761904,0.410958904109589,0.49206349206349204,479.9199999999953,0.6348148148148086,-0.24850000000014916,1.102810152009796,274.47150000000056,10,153,71,61,21,0.46405228758169936,0.5378787878787878,0.5098039215686274,720.124000000003,4.706692810457536,4.015000000000327,1.4903724793151245,146.86249999999745,4,909,161,190,558,0.1771177117711771,0.4586894586894587,0.49504950495049505,1200.0439999999983,1.3201804180418022,-0.20000000000027285,1.1955569142641476,413.4024999999983,10,0.6058644179894123
14,exec,30.0,32.5,756,94,59,603,0.12433862433862433,0.6143790849673203,0.5026455026455027,433.9964999999943,0.5740694444444369,0.060249999999882675,1.0892053282731158,306.45500000000175,10,153,79,44,30,0.5163398692810458,0.6422764227642277,0.5947712418300654,893.459500000004,5.839604575163425,30.0,1.5695108868518328,105.40549999999803,4,909,173,103,633,0.19031903190319033,0.6268115942028986,0.5181518151815182,1327.4559999999983,1.4603476347634745,0.6029999999998381,1.2063202133678168,384.3604999999998,10,0.5795712081128678
14,exec,30.0,35.0,756,94,54,608,0.12433862433862433,0.6351351351351351,0.503968253968254,376.70949999999584,0.49829298941798394,0.10525000000018281,1.0764486005205753,301.26500000000124,10,153,83,39,31,0.5424836601307189,0.680327868852459,0.6209150326797386,1071.8195000000037,7.005356209150351,30.0,1.709598539251979,115.41500000000178,4,909,177,93,639,0.19471947194719472,0.6555555555555556,0.5236523652365237,1448.5289999999995,1.5935412541254121,0.8599999999996726,1.2249940471355032,371.41600000000017,10,0.5361812169312103
14,exec,20.0,20.0,756,181,146,429,0.23941798941798942,0.5535168195718655,0.5079365079365079,401.3884999999957,0.5309371693121636,0.24300000000005184,1.0907414095275547,322.54600000000164,10,153,85,61,7,0.5555555555555556,0.5821917808219178,0.5686274509803921,457.1655000000028,2.988009803921587,20.0,1.3661001109514423,112.64000000000033,4,909,266,207,436,0.29262926292629265,0.5623678646934461,0.5181518151815182,858.5539999999985,0.9445038503850368,0.7300000000000182,1.151362342888806,371.5569999999998,10,0.5016412037036976
14,exec,22.0,20.0,756,151,148,457,0.19973544973544974,0.5050167224080268,0.5,371.08049999999616,0.49084722222221716,0.009999999999990905,1.0828653258273477,311.0290000000018,10,153,85,61,7,0.5555555555555556,0.5821917808219178,0.5686274509803921,627.1655000000028,4.099120915032698,22.0,1.5022368466888174,102.64000000000033,4,909,236,209,464,0.25962596259625964,0.5303370786516854,0.5115511551155115,998.245999999999,1.098180418041803,0.36599999999998545,1.174309481984892,370.22599999999966,10,0.4439785052909997
14,exec,20.0,30.0,756,188,67,501,0.24867724867724866,0.7372549019607844,0.5211640211640212,340.47449999999435,0.45036309523808776,0.6644999999998618,1.073522730266467,301.5250000000012,10,153,96,42,15,0.6274509803921569,0.6956521739130435,0.6601307189542484,609.8125000000045,3.9857026143791146,20.0,1.4553379590480555,190.2544999999991,4,909,284,109,516,0.3124312431243124,0.72264631043257,0.5445544554455446,950.2869999999989,1.0454202420242011,1.4829999999999472,1.1591736791506846,440.7600000000002,10,0.44286618165784075
