label,start_hour,mode,tp,sl,group_type,group,n,tp_count,sl_count,eod_count,net,expectancy,positive_rate
robust_selected,14,exec,30.0,20.0,year_direction,2023|SHORT,120,6,16,98,56.84349999999813,0.4736958333333178,0.5666666666666667
robust_selected,14,exec,30.0,20.0,year_direction,2024|LONG,139,11,18,110,277.0830000000003,1.9934028776978439,0.5107913669064749
robust_selected,14,exec,30.0,20.0,year_direction,2024|SHORT,116,14,20,82,154.0540000000001,1.3280517241379317,0.5172413793103449
robust_selected,14,exec,30.0,20.0,year_direction,2025|LONG,138,31,39,68,453.53250000000116,3.286467391304356,0.5362318840579711
robust_selected,14,exec,30.0,20.0,year_direction,2025|SHORT,109,21,44,44,-317.16650000000254,-2.909784403669748,0.3761467889908257
robust_selected,14,exec,30.0,20.0,year_direction,2026|LONG,81,38,35,8,418.7035000000019,5.169179012345702,0.49382716049382713
robust_selected,14,exec,30.0,20.0,year_direction,2026|SHORT,72,32,32,8,297.60400000000163,4.133388888888912,0.4861111111111111
robust_selected,14,exec,30.0,20.0,year_setup,2023|fresh,30,0,1,29,35.044499999998834,1.1681499999999612,0.6
robust_selected,14,exec,30.0,20.0,year_setup,2023|prebroken,224,12,29,183,-52.26200000000176,-0.23331250000000786,0.4732142857142857
robust_selected,14,exec,30.0,20.0,year_setup,2024|fresh,30,1,5,24,12.703999999997905,0.4234666666665968,0.5333333333333333
robust_selected,14,exec,30.0,20.0,year_setup,2024|prebroken,225,24,33,168,418.4330000000025,1.8597022222222332,0.5111111111111111
robust_selected,14,exec,30.0,20.0,year_setup,2025|fresh,49,14,13,22,179.08699999999908,3.6548367346938586,0.5510204081632653
robust_selected,14,exec,30.0,20.0,year_setup,2025|prebroken,198,38,70,90,-42.72100000000046,-0.21576262626262857,0.4444444444444444
robust_selected,14,exec,30.0,20.0,year_setup,2026|fresh,55,19,27,9,2.5075000000042564,0.04559090909098648,0.4
robust_selected,14,exec,30.0,20.0,year_setup,2026|prebroken,98,51,40,7,713.7999999999993,7.283673469387748,0.5408163265306123
