date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2024-02-29,2024,3,LONG,prebroken,False,3.150000000000091,0.30999999999994543,EOD,6.569999999999936,838,2024-02-29 23:59:00+02:00,13.319999999999936,9.269999999999982,13.319999999999936,9.269999999999982
2024-03-01,2024,4,LONG,prebroken,False,5.25,0.3770000000001801,TP,20.0,460,2024-03-01 17:41:00+02:00,43.15000000000009,6.150000000000091,20.13299999999981,6.150000000000091
2024-03-04,2024,0,LONG,prebroken,False,6.858499999999822,0.30999999999994543,TP,20.0,476,2024-03-04 17:57:00+02:00,32.10999999999967,6.677000000000135,20.259999999999764,6.677000000000135
2024-03-05,2024,1,LONG,fresh,False,9.288500000000113,0.3200000000001637,TP,20.0,307,2024-03-05 15:35:00+02:00,21.76449999999977,1.0585000000000946,21.76449999999977,1.0585000000000946
2024-03-06,2024,2,LONG,prebroken,False,4.764999999999873,0.3469999999997526,TP,20.0,407,2024-03-06 16:48:00+02:00,24.09999999999991,3.730000000000018,20.519999999999982,3.730000000000018
2024-03-07,2024,3,LONG,fresh,False,17.414000000000215,0.42699999999967986,EOD,-2.143999999999778,533,2024-03-07 23:59:00+02:00,2.7760000000002947,14.034000000000106,2.7760000000002947,14.034000000000106
2024-03-08,2024,4,LONG,fresh,False,9.579999999999927,0.3710000000000946,TP,20.0,326,2024-03-08 15:41:00+02:00,31.26449999999977,8.042500000000473,21.41449999999986,8.042500000000473
2024-03-11,2024,0,SHORT,fresh,False,12.199999999999818,0.36000000000012733,EOD,-6.2800000000002,780,2024-03-11 23:59:00+02:00,1.6929999999997563,9.200000000000273,1.6929999999997563,9.200000000000273
2024-03-12,2024,1,SHORT,fresh,False,10.875,0.38999999999987267,TP,20.0,174,2024-03-12 16:09:00+02:00,22.66500000000042,8.764999999999873,20.02500000000009,8.764999999999873
2024-03-13,2024,2,LONG,fresh,False,5.815000000000055,0.36000000000012733,EOD,12.2199999999998,682,2024-03-13 23:59:00+02:00,17.899999999999636,0.5000000000004547,17.899999999999636,0.5000000000004547
2024-03-14,2024,3,SHORT,fresh,False,9.551500000000033,0.31999999999970896,EOD,5.070000000000164,610,2024-03-14 23:59:00+02:00,14.313000000000102,3.3200000000001637,14.313000000000102,3.3200000000001637
2024-03-15,2024,4,LONG,fresh,False,9.504999999999654,0.3609999999998763,EOD,-14.705499999999574,724,2024-03-15 23:59:00+02:00,2.2845000000002074,15.215499999999793,2.2845000000002074,15.215499999999793
2024-03-18,2024,0,LONG,fresh,False,11.4350000000004,0.36000000000012733,EOD,2.219999999999345,680,2024-03-18 23:59:00+02:00,5.6799999999993815,3.3100000000004,5.6799999999993815,3.3100000000004
2024-03-19,2024,1,SHORT,fresh,False,8.794999999999618,0.330000000000382,EOD,-4.290000000000418,831,2024-03-19 23:59:00+02:00,6.569999999999709,4.9900000000002365,6.569999999999709,4.9900000000002365
2024-03-20,2024,2,SHORT,fresh,False,5.02350000000024,0.30999999999994543,SL,-25.0,641,2024-03-20 20:54:00+02:00,5.309999999999945,33.92000000000007,5.309999999999945,25.559999999999945
2024-03-21,2024,3,SHORT,fresh,False,20.019999999999982,0.49000000000023647,TP,20.0,62,2024-03-21 17:02:00+02:00,25.66499999999951,0.022000000000389264,21.114999999999327,0.022000000000389264
2024-03-22,2024,4,SHORT,prebroken,False,16.1850000000004,0.32999999999992724,EOD,2.9200000000000728,838,2024-03-22 23:59:00+02:00,11.282999999999902,11.769999999999982,11.282999999999902,11.769999999999982
2024-03-25,2024,0,SHORT,prebroken,False,14.375499999999192,0.3009999999999309,EOD,-6.870000000000346,838,2024-03-25 23:59:00+02:00,1.7300000000000182,15.73700000000008,1.7300000000000182,15.73700000000008
2024-03-26,2024,1,LONG,fresh,False,6.838500000000295,0.3400000000001455,TP,20.0,84,2024-03-26 11:41:00+02:00,25.3449999999998,3.055000000000291,20.50500000000011,0.34500000000025466
2024-03-27,2024,2,LONG,fresh,False,8.275000000000091,0.3200000000001637,EOD,12.38000000000011,823,2024-03-27 23:59:00+02:00,15.550000000000182,5.5099999999997635,15.550000000000182,5.5099999999997635
2024-03-28,2024,3,LONG,fresh,False,13.355000000000473,0.4210000000002765,TP,20.0,370,2024-03-28 18:33:00+02:00,35.044499999999516,0.0,20.97749999999951,0.0
2024-04-01,2024,0,SHORT,fresh,False,30.696500000000015,0.3599999999996726,EOD,-17.291499999999814,412,2024-04-01 23:59:00+03:00,6.158500000000004,17.831499999999778,6.158500000000004,17.831499999999778
2024-04-02,2024,1,LONG,fresh,False,13.206500000000233,0.3500000000003638,TP,20.0,746,2024-04-02 23:33:00+03:00,20.823499999999967,9.336500000000342,20.033500000000004,9.336500000000342
2024-04-03,2024,2,SHORT,fresh,False,11.704000000000178,0.36999999999989086,EOD,-23.63050000000021,826,2024-04-03 23:59:00+03:00,10.862499999999727,24.910499999999956,10.862499999999727,24.910499999999956
2024-04-04,2024,3,SHORT,prebroken,False,9.954999999999927,0.34999999999990905,EOD,4.710000000000036,838,2024-04-04 23:59:00+03:00,16.649999999999636,9.309999999999945,16.649999999999636,9.309999999999945
2024-04-05,2024,4,LONG,fresh,False,25.636499999999614,0.3799999999996544,TP,20.0,288,2024-04-05 17:32:00+03:00,36.70000000000027,13.4099999999994,21.670000000000528,13.4099999999994
2024-04-09,2024,1,LONG,fresh,False,11.565000000000055,0.3669999999997344,EOD,3.9414999999999054,825,2024-04-09 23:59:00+03:00,16.45149999999967,10.608500000000276,16.45149999999967,10.608500000000276
2024-04-10,2024,2,SHORT,fresh,False,15.36850000000004,0.9670000000000982,TP,20.0,42,2024-04-10 16:13:00+03:00,24.73949999999968,8.233500000000276,22.046499999999924,2.344500000000153
2024-04-11,2024,3,SHORT,fresh,False,13.569999999999709,0.33999999999969077,SL,-25.0,587,2024-04-11 21:02:00+03:00,7.279999999999745,44.710000000000036,7.279999999999745,25.269999999999982
2024-04-12,2024,4,LONG,fresh,False,24.3804999999993,0.42000000000007276,TP,20.0,426,2024-04-12 17:15:00+03:00,35.69000000000051,61.9399999999996,21.750000000000455,5.379999999999654
2024-04-15,2024,0,SHORT,fresh,False,25.777999999999793,0.4169999999999163,TP,20.0,334,2024-04-15 17:08:00+03:00,22.371000000000095,40.91800000000012,20.161999999999807,14.54800000000023
2024-04-16,2024,1,SHORT,prebroken,False,12.876500000000306,0.330000000000382,SL,-25.0,595,2024-04-16 19:56:00+03:00,10.079999999999927,25.269999999999982,10.079999999999927,25.197000000000116
2024-04-17,2024,2,SHORT,prebroken,False,12.864999999999782,0.3999999999996362,TP,20.0,831,2024-04-17 23:52:00+03:00,25.343000000000302,15.289999999999964,25.343000000000302,15.289999999999964
2024-04-18,2024,3,LONG,prebroken,False,15.638500000000477,0.44000000000005457,EOD,-0.7100000000000364,838,2024-04-18 23:59:00+03:00,12.858999999999924,10.297000000000025,12.858999999999924,10.297000000000025
2024-04-19,2024,4,SHORT,fresh,False,44.11499999999978,0.4270000000001346,SL,-25.0,341,2024-04-19 19:54:00+03:00,0.4665000000004511,28.58349999999973,0.4665000000004511,25.08349999999973
2024-04-22,2024,0,SHORT,prebroken,False,27.960000000000036,0.3670000000001892,TP,20.0,350,2024-04-22 15:51:00+03:00,30.820000000000164,8.170000000000073,21.16000000000031,8.170000000000073
2024-04-23,2024,1,SHORT,fresh,False,38.87350000000015,0.44000000000005457,SL,-25.0,267,2024-04-23 16:45:00+03:00,3.736499999999978,37.033500000000004,3.736499999999978,30.503499999999804
2024-04-24,2024,2,LONG,prebroken,False,14.295000000000073,0.4470000000001164,EOD,-10.179999999999836,838,2024-04-24 23:59:00+03:00,11.233000000000175,14.259999999999764,11.233000000000175,14.259999999999764
2024-04-25,2024,3,LONG,prebroken,False,17.09999999999991,0.6039999999998145,TP,20.0,454,2024-04-25 17:35:00+03:00,22.27300000000014,9.701000000000022,20.720000000000255,9.701000000000022
2024-04-26,2024,4,LONG,prebroken,False,12.300000000000182,0.38000000000010914,EOD,-4.220000000000255,838,2024-04-26 23:59:00+03:00,10.952999999999975,12.860000000000127,10.952999999999975,12.860000000000127
2024-04-29,2024,0,LONG,fresh,False,17.878499999999804,0.3700000000003456,EOD,-2.8950000000004366,800,2024-04-29 23:59:00+03:00,8.604999999999563,12.525000000000546,8.604999999999563,12.525000000000546
2024-04-30,2024,1,SHORT,prebroken,False,14.578500000000076,0.36999999999989086,TP,20.0,428,2024-04-30 17:09:00+03:00,35.91999999999962,0.9170000000003711,20.048999999999978,0.9170000000003711
