start_hour,mode,tp,sl,train_n,train_tp_count,train_sl_count,train_eod_count,train_tp_rate_all,train_win_rate_resolved,train_positive_pnl_rate,train_net,train_expectancy,train_median_pnl,train_profit_factor,train_max_drawdown,train_max_losing_streak,oos_n,oos_tp_count,oos_sl_count,oos_eod_count,oos_tp_rate_all,oos_win_rate_resolved,oos_positive_pnl_rate,oos_net,oos_expectancy,oos_median_pnl,oos_profit_factor,oos_max_drawdown,oos_max_losing_streak,all_n,all_tp_count,all_sl_count,all_eod_count,all_tp_rate_all,all_win_rate_resolved,all_positive_pnl_rate,all_net,all_expectancy,all_median_pnl,all_profit_factor,all_max_drawdown,all_max_losing_streak,neighbor_score
14,raw,15.0,25.0,756,276,87,393,0.36507936507936506,0.7603305785123967,0.5595238095238095,750.7984999999967,0.9931197089947046,1.9974999999999454,1.1857286723292413,271.6165000000019,10,153,104,42,7,0.6797385620915033,0.7123287671232876,0.6928104575163399,499.32350000000133,3.263552287581708,15.0,1.4638434209652391,203.5564999999997,4,909,380,129,400,0.41804180418041803,0.7465618860510805,0.581958195819582,1250.121999999998,1.375271727172715,4.144999999999982,1.2442150371185277,271.6165000000019,10,0.9931197089947046
14,raw,15.0,20.0,756,271,127,358,0.3584656084656085,0.6809045226130653,0.548941798941799,786.4689999999989,1.0403029100529086,1.7124999999999773,1.2004887887552582,171.9270000000015,10,153,96,52,5,0.6274509803921569,0.6486486486486487,0.6274509803921569,373.5085000000008,2.4412320261437963,15.0,1.3502217317250078,148.5564999999997,4,909,367,179,363,0.40374037403740376,0.6721611721611722,0.5621562156215621,1159.9774999999997,1.2761028602860283,2.7714999999998327,1.2324953883344583,171.9270000000015,10,0.9896626984126966
14,raw,12.0,25.0,756,327,81,348,0.43253968253968256,0.8014705882352942,0.5925925925925926,617.2215000000015,0.8164305555555575,4.389999999999873,1.1633503276684967,273.40050000000065,9,153,116,34,3,0.7581699346405228,0.7733333333333333,0.7581699346405228,521.8535000000002,3.410807189542485,12.0,1.5997306200737464,113.55649999999969,2,909,443,115,351,0.48734873487348734,0.7939068100358423,0.6204620462046204,1139.0750000000016,1.2531078107810798,7.994999999999891,1.245032950889832,273.40050000000065,9,0.8164305555555575
14,raw,15.0,17.5,756,267,165,324,0.3531746031746032,0.6180555555555556,0.5396825396825397,709.9009999999982,0.9390224867724845,1.3567499999996926,1.180893411911479,165.44200000000092,10,153,89,61,3,0.5816993464052288,0.5933333333333334,0.5816993464052288,247.35350000000017,1.6166895424836611,15.0,1.2274208577878936,116.05649999999969,4,909,356,226,327,0.39163916391639164,0.6116838487972509,0.5467546754675467,957.2544999999984,1.0530852585258508,1.9949999999998909,1.190990136296185,165.44200000000092,10,0.8161554232804225
14,raw,12.0,20.0,756,321,121,314,0.4246031746031746,0.7262443438914027,0.582010582010582,632.2335000000032,0.8362876984127027,3.7975000000001273,1.1713916142380347,182.64750000000095,9,153,109,41,3,0.7124183006535948,0.7266666666666667,0.7124183006535948,467.85350000000017,3.0578660130718966,12.0,1.5568713313689937,100.55649999999969,4,909,430,162,317,0.4730473047304731,0.7263513513513513,0.6039603960396039,1100.0870000000034,1.2102167216721709,6.875,1.242900014473489,182.64750000000095,9,0.7825370370370404
14,raw,7.5,20.0,756,456,98,202,0.6031746031746031,0.8231046931407943,0.6666666666666666,526.8985000000014,0.6969556878306896,7.5,1.1750746952050204,167.39599999999973,8,153,122,29,2,0.7973856209150327,0.8079470198675497,0.7973856209150327,316.1785,2.0665261437908495,7.5,1.5280012491201467,120.26500000000033,4,909,578,127,204,0.6358635863586358,0.8198581560283688,0.6886688668866887,843.0770000000014,0.927477447744776,7.5,1.2336438276896973,167.39599999999973,8,0.6914284887566144
14,raw,8.0,20.0,756,437,100,219,0.578042328042328,0.813780260707635,0.6547619047619048,566.9170000000015,0.7498902116402136,8.0,1.1837863720121433,149.3635000000006,8,153,119,31,3,0.7777777777777778,0.7933333333333333,0.7777777777777778,311.85350000000017,2.038258169934642,8.0,1.487159579877419,114.26500000000033,4,909,556,131,222,0.6116611661166117,0.8093158660844251,0.6754675467546755,878.7705000000017,0.9667442244224441,8.0,1.235924305704054,149.3635000000006,8,0.6840741567460324
14,raw,7.0,20.0,756,477,97,182,0.6309523809523809,0.8310104529616724,0.6825396825396826,512.7504999999999,0.6782414021164019,7.0,1.176350910282787,171.28099999999995,8,153,124,27,2,0.8104575163398693,0.8211920529801324,0.8104575163398693,309.1785,2.0207745098039216,7.0,1.5532687987130058,126.26500000000033,4,909,601,124,184,0.6611661166116611,0.8289655172413793,0.7040704070407041,821.9289999999999,0.904212321232123,7.0,1.2371145455943298,171.28099999999995,8,0.669473346560847
14,raw,9.0,20.0,756,404,108,244,0.5343915343915344,0.7890625,0.6243386243386243,507.05150000000185,0.6707030423280448,9.0,1.1526885282185368,211.37000000000148,8,153,117,33,3,0.7647058823529411,0.78,0.7647058823529411,372.85350000000017,2.436950980392158,9.0,1.5481958666257936,102.26500000000033,4,909,521,141,247,0.5731573157315731,0.7870090634441088,0.647964796479648,879.905000000002,0.9679922992299252,9.0,1.2199229736596315,211.37000000000148,8,0.6693346560846577
14,raw,9.0,25.0,756,410,72,274,0.5423280423280423,0.8506224066390041,0.6335978835978836,471.7645000000002,0.6240271164021167,9.0,1.1383014900336577,241.58500000000163,8,153,123,27,3,0.803921568627451,0.82,0.803921568627451,411.85350000000017,2.691852941176472,9.0,1.592470076451511,109.55649999999969,2,909,533,99,277,0.5863586358635864,0.8433544303797469,0.6622662266226622,883.6180000000004,0.9720770077007705,9.0,1.215187112902136,241.58500000000163,8,0.6646834215167553
