date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2023-01-03,2023,1,LONG,prebroken,False,20.164999999999964,0.3670000000001892,SL,-15.0,194,2023-01-03 13:15:00+02:00,2.6499999999998636,19.571500000000015,0.5984999999998308,15.501500000000078
2023-01-04,2023,2,LONG,prebroken,False,12.824999999999818,0.4169999999999163,TP,5.0,15,2023-01-04 10:16:00+02:00,7.829999999999927,10.228500000000167,5.7849999999998545,0.3785000000002583
2023-01-05,2023,3,SHORT,prebroken,False,8.725500000000011,0.31999999999993634,TP,5.0,43,2023-01-05 10:44:00+02:00,24.944999999999936,1.1479999999999109,5.438499999999976,0.06650000000013279
2023-01-06,2023,4,LONG,fresh,False,10.347499999999854,1.1079999999999472,TP,5.0,12,2023-01-06 15:43:00+02:00,29.02500000000009,4.726499999999987,6.775000000000091,4.726499999999987
2023-01-09,2023,0,LONG,prebroken,False,14.818500000000085,0.3669999999999618,TP,5.0,407,2023-01-09 16:48:00+02:00,6.778999999999996,5.751500000000078,6.778999999999996,4.244999999999891
2023-01-10,2023,1,LONG,fresh,False,8.173999999999978,0.3169999999997799,EOD,0.9610000000000127,782,2023-01-10 23:59:00+02:00,4.706000000000131,5.627500000000055,4.706000000000131,5.627500000000055
2023-01-11,2023,2,LONG,fresh,False,12.63350000000014,0.37999999999988177,SL,-15.0,407,2023-01-11 17:37:00+02:00,2.031500000000051,17.47499999999991,2.031500000000051,15.096500000000106
2023-01-12,2023,3,LONG,fresh,False,10.442999999999984,0.3400000000001455,TP,5.0,158,2023-01-12 14:21:00+02:00,16.581500000000005,11.332000000000107,5.136000000000195,2.5319999999999254
2023-01-13,2023,4,LONG,fresh,False,8.615000000000009,0.30999999999994543,TP,5.0,25,2023-01-13 10:33:00+02:00,20.888999999999896,7.251500000000078,6.238500000000158,0.0
2023-01-16,2023,0,SHORT,fresh,False,15.664999999999964,0.36000000000012733,EOD,-0.49850000000014916,824,2023-01-16 23:59:00+02:00,2.5449999999998454,5.9900000000002365,2.5449999999998454,5.9900000000002365
2023-01-17,2023,1,SHORT,fresh,False,12.11850000000004,0.35999999999989996,EOD,-1.8820000000000618,737,2023-01-17 23:59:00+02:00,3.1280000000001564,9.73350000000005,3.1280000000001564,9.73350000000005
2023-01-18,2023,2,LONG,fresh,False,13.724999999999909,0.31999999999993634,TP,5.0,106,2023-01-18 11:51:00+02:00,15.586500000000115,8.783499999999776,5.144999999999982,0.7149999999996908
2023-01-19,2023,3,LONG,prebroken,False,10.176500000000033,0.36000000000012733,TP,5.0,23,2023-01-19 10:24:00+02:00,23.61500000000001,4.870000000000118,5.194999999999936,1.1434999999999036
2023-01-20,2023,4,LONG,fresh,False,11.674999999999955,0.34999999999990905,EOD,-8.781500000000051,829,2023-01-20 23:59:00+02:00,2.708499999999958,14.226499999999987,2.708499999999958,14.226499999999987
2023-01-23,2023,0,SHORT,prebroken,False,14.444999999999709,0.36000000000012733,TP,5.0,402,2023-01-23 16:43:00+02:00,8.522000000000162,11.847999999999729,5.185000000000173,9.555499999999938
2023-01-24,2023,1,LONG,prebroken,False,9.34550000000013,0.40000000000009095,SL,-15.0,404,2023-01-24 16:45:00+02:00,1.4465000000000146,23.8449999999998,1.4465000000000146,15.545000000000073
2023-01-25,2023,2,SHORT,fresh,False,13.801500000000033,0.34999999999990905,TP,5.0,227,2023-01-25 15:58:00+02:00,6.028999999999996,22.199999999999818,6.028999999999996,1.793999999999869
2023-01-26,2023,3,SHORT,prebroken,False,6.713500000000067,0.3969999999999345,TP,5.0,77,2023-01-26 11:18:00+02:00,23.597999999999956,2.7784999999998945,6.236499999999978,2.7784999999998945
2023-01-27,2023,4,LONG,fresh,False,15.050000000000182,0.4179999999998927,SL,-15.0,133,2023-01-27 17:46:00+02:00,0.13149999999995998,18.201500000000124,0.13149999999995998,15.03650000000016
2023-01-30,2023,0,SHORT,prebroken,False,10.202499999999873,0.39000000000010004,EOD,0.8414999999999964,838,2023-01-30 23:59:00+02:00,3.0579999999999927,6.983499999999822,3.0579999999999927,6.983499999999822
2023-01-31,2023,1,SHORT,fresh,False,15.333000000000084,0.3569999999999709,TP,5.0,22,2023-01-31 10:30:00+02:00,11.23849999999993,19.066500000000133,5.9699999999998,0.0
2023-02-01,2023,2,LONG,prebroken,True,4.24350000000004,0.3369999999999891,TP,5.0,205,2023-02-01 13:26:00+02:00,30.565000000000055,3.4515000000001237,5.241999999999962,0.7854999999999563
2023-02-02,2023,3,LONG,prebroken,False,6.606999999999971,0.34699999999998,SL,-15.0,398,2023-02-02 16:39:00+02:00,3.856500000000324,44.47499999999991,3.856500000000324,15.012499999999818
2023-02-03,2023,4,SHORT,prebroken,False,6.929499999999734,0.3369999999999891,TP,5.0,329,2023-02-03 15:30:00+02:00,52.228000000000065,3.5235000000000127,16.212499999999864,3.5235000000000127
2023-02-06,2023,0,LONG,fresh,False,18.539999999999964,0.3400000000001455,SL,-15.0,463,2023-02-06 17:49:00+02:00,2.580500000000029,15.740000000000009,2.580500000000029,15.458999999999833
2023-02-07,2023,1,LONG,fresh,False,9.924999999999955,0.30999999999994543,TP,5.0,583,2023-02-07 19:45:00+02:00,7.57549999999992,11.953500000000076,5.350999999999885,11.18100000000004
2023-02-08,2023,2,LONG,prebroken,False,7.085000000000036,0.3400000000001455,SL,-15.0,409,2023-02-08 16:50:00+02:00,1.3949999999999818,15.6550000000002,1.3949999999999818,15.6550000000002
2023-02-09,2023,3,LONG,prebroken,False,9.523500000000013,0.36000000000012733,TP,5.0,169,2023-02-09 12:50:00+02:00,9.326499999999896,21.926500000000033,5.1749999999999545,1.0
2023-02-10,2023,4,LONG,prebroken,False,12.807000000000244,0.34700000000020736,EOD,-2.5589999999997417,838,2023-02-10 23:59:00+02:00,4.101000000000113,11.69900000000007,4.101000000000113,11.69900000000007
2023-02-13,2023,0,SHORT,fresh,False,9.593500000000176,0.37000000000011823,TP,5.0,445,2023-02-13 18:57:00+02:00,6.50649999999996,6.106999999999971,6.309999999999945,6.106999999999971
