tp2,sl2,b_train_final,b_train_dd,b_train_wr,b_train_pos_years,b_train_score,b_oos_final,b_oos_dd,b_oos_wr,b_oos_trades,b_oos_reentries,b_oos_pos_years,ab_train_final,ab_train_dd,ab_train_wr,ab_train_pos_years,ab_train_score,ab_oos_final,ab_oos_dd,ab_oos_wr,ab_oos_trades,ab_oos_reentries,ab_oos_pos_years,ab_oos_maxrisk,ab_oos_maxdayloss,b_full_final,ab_full_final,b_ret_2023,b_ret_2024,b_ret_2025,b_ret_2026,ab_ret_2023,ab_ret_2024,ab_ret_2025,ab_ret_2026
8.0,12.0,444.28000000000134,0.39830364056553275,0.6545741324921136,3,0.15496260487925212,334.17600000000016,0.40681388815757014,0.7162698412698413,504,195,2,197.39199999999937,0.4006346121730165,0.536036036036036,1,-0.8594476017606679,872.9219999999984,0.48409514614821314,0.6986970684039088,614,195,4,0.1990435955235103,0.1716929786156399,568.0530000000017,197.39199999999937,-0.0904299999999989,0.33829538499877243,0.16702356633130777,-0.2158732542423787,0.23652666666666855,0.48107872050204903,0.29395469387606266,0.22787310000253247
6.0,8.0,388.6200000000008,0.34694456345303487,0.6514195583596214,3,0.09044436710508469,635.6109999999996,0.34766905407754534,0.7261904761904762,504,195,3,194.3799999999992,0.4042832274989593,0.536036036036036,1,-0.8797498257044757,1780.5089999999973,0.4845197187969725,0.7068403908794788,614,195,4,0.19940154610973843,0.16797741543649505,978.4440000000004,194.3799999999992,0.03729000000000049,0.2740795727327925,1.001657094863007,-0.19908998237171616,0.3779433333333342,0.37283584472510567,1.0836905976490159,0.505704396330177
8.0,6.0,377.64400000000046,0.33468380473146275,0.6293375394321766,3,0.07834634186284009,619.5860000000009,0.3416790474476265,0.6706349206349206,504,195,3,186.36599999999862,0.43915665551195626,0.5328185328185329,1,-0.9689314774168644,1164.1339999999989,0.5448467632876959,0.6612377850162866,614,195,4,0.19774227754611748,0.19774227754611748,736.7560000000012,186.36599999999862,0.09615666666666667,0.44460493785864186,0.36739402257427556,-0.04618326133876027,0.4095200000000008,0.373630739542538,0.43434082582706535,0.3972950329718874
6.0,15.0,384.75300000000107,0.3698186275875511,0.6656151419558359,3,0.04956394806015302,386.0010000000011,0.43344085480380634,0.7579365079365079,504,195,3,198.4089999999992,0.3938656116822233,0.5384615384615384,1,-0.8451704937020738,745.3499999999997,0.5399868295895225,0.7328990228013029,614,195,3,0.19831629465835052,0.15862000594825032,598.4930000000027,198.4089999999992,0.17291666666666816,0.12767602131438682,0.5524179626563455,-0.37337601724672453,0.4988866666666687,-0.09944714521445008,0.5813141440382474,0.1639728273600376
6.0,6.0,379.55000000000064,0.3629024416523648,0.637223974763407,3,0.045285569575885365,686.3049999999998,0.3681557469477817,0.6984126984126984,504,195,3,197.89999999999918,0.4008404582556266,0.536036036036036,1,-0.857155240692781,1392.027999999997,0.5612196351103247,0.6840390879478827,614,195,4,0.19930839985251217,0.1932314874573447,871.2270000000001,197.89999999999918,0.10448000000000013,0.5530807861316327,0.5435266729368604,-0.1359679216421904,0.3784666666666674,0.612361561154902,0.5972800460724434,0.30703418126096294
6.0,12.0,383.6640000000009,0.3880492419115701,0.6640378548895899,3,0.022118218314954474,581.2049999999999,0.3614735382858994,0.75,504,195,2,196.84599999999932,0.3986405364534817,0.5384615384615384,1,-0.8595255017257533,1312.0899999999974,0.5423269214473363,0.7263843648208469,614,195,4,0.19978223736127673,0.16493315053242527,781.0390000000011,196.84599999999932,-0.03638333333333166,0.29398273864088176,0.8798703989349619,-0.17349137164838135,0.2905733333333358,0.43985618794746983,0.7975611331152048,0.30935345128681146
6.0,10.0,385.7730000000006,0.371773596312252,0.6593059936908517,2,-0.05042771610303731,699.884,0.41494482297815477,0.748015873015873,504,195,3,197.2169999999992,0.39444360858391375,0.5384615384615384,1,-0.8519767008950031,2185.564999999997,0.5331856109129949,0.7247557003257329,614,195,4,0.19809089896126136,0.18151585184416902,984.3070000000005,197.2169999999992,0.032690000000000774,0.31108399745647985,1.3139422378583054,-0.255350660294249,0.3733433333333347,0.4484117834093395,1.6084038542103065,0.4040949141218011
4.0,6.0,195.7189999999996,0.4127701835027558,0.6162528216704289,2,-0.7843422653169267,723.1870000000001,0.34347947158136716,0.7321428571428571,504,195,3,198.68399999999883,0.39452560750397914,0.5384615384615384,1,-0.8446764218731047,1532.8559999999977,0.48905543484643943,0.7117263843648208,614,195,4,0.19971507316228923,0.16599990040006016,195.7189999999996,198.68399999999883,0.13728333333333387,0.49328370239019836,0.5254334760915902,-0.06948134747493206,0.49424000000000134,0.32253185565906106,0.6662719657790943,0.5516998428920827
8.0,20.0,199.0129999999997,0.40500955211207984,0.5752895752895753,1,-0.8571752207835438,367.7460000000008,0.4836470966267265,0.7420634920634921,504,195,3,198.95499999999925,0.395888684773864,0.536036036036036,1,-0.8451535306010866,903.6239999999989,0.6359996238775101,0.7198697068403909,614,195,3,0.19919128338943942,0.18526581012107143,199.0129999999997,198.95499999999925,0.08253666666666737,0.16303989703197264,0.5984379550448746,-0.39089285891749126,0.34282666666666795,0.35013702438636796,0.7349218606361441,-0.04238976541503825
4.0,8.0,197.5630000000001,0.4015781183740222,0.6292372881355932,1,-0.8598554136438272,649.3529999999998,0.3309521680703221,0.7579365079365079,504,195,3,198.9979999999989,0.38608528255786173,0.5388127853881278,1,-0.8317028316865879,1810.4469999999978,0.47227787294724005,0.7328990228013029,614,195,4,0.1985754692276285,0.17888147648770736,197.5630000000001,198.9979999999989,0.07629333333333377,0.24512524466688035,0.8638952730601244,-0.13344845486706536,0.42991666666666783,0.30088000466227327,1.0257273158974627,0.6015319603661218
4.0,20.0,197.37299999999982,0.4024993112968519,0.6343115124153499,1,-0.8620612053780519,391.38000000000034,0.4382374141659392,0.7896825396825397,504,195,3,198.03999999999883,0.39099281947199555,0.5330188679245284,1,-0.8431537504501786,929.9829999999993,0.5991924195001349,0.758957654723127,614,195,4,0.1985153533014966,0.15645718353601074,197.37299999999982,198.03999999999883,0.19555333333333458,0.004990715596125517,0.6628381827462984,-0.34702525943474904,0.4241166666666687,0.10450688731026214,0.8457565842452772,0.06773955404410881
4.0,10.0,191.88499999999976,0.41618620217540225,0.6312217194570136,1,-0.9087376133457475,609.79,0.30954871809570217,0.7757936507936508,504,195,3,196.84799999999882,0.39155995289448786,0.5330188679245284,1,-0.8499565537459525,2038.7909999999977,0.53087263140482,0.747557003257329,614,195,4,0.19911096952108864,0.183796641269545,191.88499999999976,196.84799999999882,0.07169333333333427,0.2150739639449084,0.786200647116645,-0.12611244070565641,0.42531666666666834,0.40781814567522723,1.2090432176698056,0.533166490072501
4.0,12.0,194.3380000000002,0.4116870653980402,0.6325581395348837,0,-0.9899611018273695,534.9810000000002,0.33388926987909595,0.7757936507936508,504,195,3,196.47699999999895,0.3957993142365138,0.5330188679245284,1,-0.8575661727629323,1363.7689999999982,0.5349757609181405,0.747557003257329,614,195,4,0.199984751162724,0.1670548952826833,194.3380000000002,196.47699999999895,0.01595333333333504,0.18721660443721033,0.6553432804472605,-0.10684813040814312,0.3429100000000025,0.3283416858414403,0.8495065897042509,0.37786594649862826
4.0,15.0,185.07600000000002,0.43972560855626686,0.6334841628959276,0,-1.0766454946776838,385.1210000000008,0.3975497402393075,0.7797619047619048,504,195,3,198.03999999999883,0.39099281947199555,0.5330188679245284,1,-0.8431537504501786,1093.3139999999992,0.5407653013958644,0.750814332247557,614,195,4,0.1988285683514626,0.18682451262155295,185.07600000000002,198.03999999999883,0.20188666666666832,0.022190112212466584,0.60383593756359,-0.34849041059275465,0.48851666666666915,0.08729047933625034,0.7574716549785268,0.28125637221468325
