tp1,tp2,sl,first_frac,runner_stop,fallback_001,train_final,train_multiple,train_dd,train_wr,train_trades,train_pos_years,train_score
8.0,15.0,20.0,0.3,BE+2,TP2,684.702000000003,2.28234000000001,0.267384993747765,0.5538793103448276,464,4,0.8642314908943654
8.0,15.0,20.0,0.5,BE+2,TP2,684.702000000003,2.28234000000001,0.267384993747765,0.5538793103448276,464,4,0.8642314908943654
10.0,25.0,25.0,0.7,BE+2,TP2,692.7120000000014,2.3090400000000044,0.2783986184472775,0.5387931034482759,464,4,0.8609937188351591
5.0,15.0,25.0,0.5,BE,TP2,673.6920000000014,2.2456400000000047,0.2582350542625932,0.584051724137931,464,4,0.8603732352637232
5.0,15.0,25.0,0.3,BE,TP2,673.6920000000014,2.2456400000000047,0.2582350542625932,0.584051724137931,464,4,0.8603732352637232
5.0,15.0,25.0,0.7,BE,TP2,673.6920000000014,2.2456400000000047,0.2582350542625932,0.584051724137931,464,4,0.8603732352637232
6.0,25.0,20.0,0.3,BE+2,TP2,711.4320000000014,2.3714400000000047,0.30239000143345846,0.5754310344827587,464,4,0.855270863637513
6.0,25.0,20.0,0.5,BE+2,TP2,711.4320000000014,2.3714400000000047,0.30239000143345846,0.5754310344827587,464,4,0.855270863637513
4.0,15.0,25.0,0.7,BE,TP2,654.6560000000004,2.182186666666668,0.24523639236115038,0.5905172413793104,464,4,0.8492583024907887
4.0,15.0,25.0,0.3,BE,TP2,654.6560000000004,2.182186666666668,0.24523639236115038,0.5905172413793104,464,4,0.8492583024907887
4.0,15.0,25.0,0.5,BE,TP2,654.6560000000004,2.182186666666668,0.24523639236115038,0.5905172413793104,464,4,0.8492583024907887
5.0,25.0,25.0,0.5,BE+2,TP2,676.8660000000002,2.256220000000001,0.27293412803258943,0.584051724137931,464,4,0.8452297737677688
5.0,25.0,25.0,0.7,BE+2,TP2,676.8660000000002,2.256220000000001,0.27293412803258943,0.584051724137931,464,4,0.8452297737677688
5.0,25.0,25.0,0.3,BE+2,TP2,676.8660000000002,2.256220000000001,0.27293412803258943,0.584051724137931,464,4,0.8452297737677688
5.0,30.0,25.0,0.3,BE,TP2,679.8590000000008,2.2661966666666693,0.2780906364291362,0.5797413793103449,464,4,0.8426805898928489
5.0,30.0,25.0,0.5,BE,TP2,679.8590000000008,2.2661966666666693,0.2780906364291362,0.5797413793103449,464,4,0.8426805898928489
5.0,30.0,25.0,0.7,BE,TP2,679.8590000000008,2.2661966666666693,0.2780906364291362,0.5797413793103449,464,4,0.8426805898928489
6.0,30.0,20.0,0.5,BE+2,TP2,704.0150000000017,2.3467166666666723,0.3042532971837679,0.5775862068965517,464,4,0.8422752368949518
6.0,30.0,20.0,0.3,BE+2,TP2,704.0150000000017,2.3467166666666723,0.3042532971837679,0.5775862068965517,464,4,0.8422752368949518
4.0,30.0,25.0,0.7,BE+2,TP2,656.5870000000004,2.188623333333335,0.25324428498452867,0.584051724137931,464,4,0.8413929465218143
4.0,30.0,25.0,0.5,BE+2,TP2,656.5870000000004,2.188623333333335,0.25324428498452867,0.584051724137931,464,4,0.8413929465218143
4.0,30.0,25.0,0.3,BE+2,TP2,656.5870000000004,2.188623333333335,0.25324428498452867,0.584051724137931,464,4,0.8413929465218143
8.0,20.0,20.0,0.5,ORIG,TP2,686.1610000000037,2.2872033333333457,0.2910390985363977,0.5323275862068966,464,4,0.8344270363868039
8.0,20.0,20.0,0.3,ORIG,TP2,686.1610000000037,2.2872033333333457,0.2910390985363977,0.5323275862068966,464,4,0.8344270363868039
5.0,30.0,25.0,0.7,BE+2,TP2,668.8750000000011,2.2295833333333372,0.27372992134706986,0.5775862068965517,464,4,0.8322793281567251
5.0,30.0,25.0,0.5,BE+2,TP2,668.8750000000011,2.2295833333333372,0.27372992134706986,0.5775862068965517,464,4,0.8322793281567251
5.0,30.0,25.0,0.3,BE+2,TP2,668.8750000000011,2.2295833333333372,0.27372992134706986,0.5775862068965517,464,4,0.8322793281567251
6.0,20.0,20.0,0.5,BE+2,TP2,699.5880000000013,2.3319600000000045,0.30821016672693546,0.5775862068965517,464,4,0.8306253906011143
6.0,20.0,20.0,0.3,BE+2,TP2,699.5880000000013,2.3319600000000045,0.30821016672693546,0.5775862068965517,464,4,0.8306253906011143
10.0,20.0,20.0,0.3,ORIG,TP2,698.5590000000041,2.3285300000000135,0.31127648294684757,0.5344827586206896,464,4,0.825013915209853
10.0,20.0,20.0,0.5,ORIG,TP2,698.5590000000041,2.3285300000000135,0.31127648294684757,0.5344827586206896,464,4,0.825013915209853
6.0,25.0,20.0,0.3,ORIG,TP2,675.0150000000033,2.250050000000011,0.2872768600561861,0.5366379310344828,464,4,0.8231286771157947
6.0,25.0,20.0,0.5,ORIG,TP2,675.0150000000033,2.250050000000011,0.2872768600561861,0.5366379310344828,464,4,0.8231286771157947
8.0,15.0,20.0,0.3,BE,TP2,657.7340000000029,2.1924466666666764,0.27112887965473875,0.5560344827586207,464,4,0.8189941320828646
8.0,15.0,20.0,0.5,BE,TP2,657.7340000000029,2.1924466666666764,0.27112887965473875,0.5560344827586207,464,4,0.8189941320828646
6.0,20.0,20.0,0.5,BE,TP2,682.4990000000021,2.2749966666666737,0.30127677864936886,0.5775862068965517,464,4,0.8152549360237302
6.0,20.0,20.0,0.3,BE,TP2,682.4990000000021,2.2749966666666737,0.30127677864936886,0.5775862068965517,464,4,0.8152549360237302
8.0,30.0,20.0,0.5,BE+2,TP2,660.1760000000029,2.2005866666666765,0.28032425002134614,0.5538793103448276,464,4,0.8102862539528881
8.0,30.0,20.0,0.3,BE+2,TP2,660.1760000000029,2.2005866666666765,0.28032425002134614,0.5538793103448276,464,4,0.8102862539528881
8.0,15.0,25.0,0.3,BE,TP2,644.4720000000016,2.1482400000000053,0.26447512063216855,0.5538793103448276,464,4,0.807607489395231
8.0,15.0,25.0,0.7,BE,TP2,644.4720000000016,2.1482400000000053,0.26447512063216855,0.5538793103448276,464,4,0.807607489395231
8.0,15.0,25.0,0.5,BE,TP2,644.4720000000016,2.1482400000000053,0.26447512063216855,0.5538793103448276,464,4,0.807607489395231
6.0,25.0,20.0,0.7,BE+2,TP2,677.1480000000015,2.257160000000005,0.30239000143345846,0.5754310344827587,464,4,0.8058808839503087
8.0,15.0,20.0,0.7,BE+2,TP2,650.1500000000024,2.1671666666666747,0.2766237550981346,0.5538793103448276,464,4,0.7999785614586499
6.0,30.0,20.0,0.7,BE+2,TP2,674.5480000000018,2.2484933333333395,0.3042532971837679,0.5775862068965517,464,4,0.7995184110865563
8.0,25.0,20.0,0.5,BE,TP2,664.5990000000029,2.2153300000000096,0.2936312654526867,0.5538793103448276,464,4,0.7989991682375783
8.0,25.0,20.0,0.3,BE,TP2,664.5990000000029,2.2153300000000096,0.2936312654526867,0.5538793103448276,464,4,0.7989991682375783
10.0,20.0,20.0,0.5,BE+2,TP2,662.7100000000034,2.2090333333333447,0.2920233784157325,0.5387931034482759,464,4,0.7983234532471128
10.0,20.0,20.0,0.3,BE+2,TP2,662.7100000000034,2.2090333333333447,0.2920233784157325,0.5387931034482759,464,4,0.7983234532471128
10.0,15.0,20.0,0.7,BE+2,TP2,661.0560000000025,2.2035200000000086,0.29034106752750316,0.540948275862069,464,4,0.7980956405658417
6.0,30.0,20.0,0.7,ORIG,TP2,675.9210000000035,2.2530700000000117,0.30800674236110703,0.5387931034482759,464,4,0.7964846284648301
10.0,30.0,20.0,0.3,ORIG,TP2,654.8220000000038,2.1827400000000123,0.28454068547916145,0.5323275862068966,464,4,0.7964510429247195
10.0,30.0,20.0,0.5,ORIG,TP2,654.8220000000038,2.1827400000000123,0.28454068547916145,0.5323275862068966,464,4,0.7964510429247195
6.0,15.0,20.0,0.7,ORIG,TP2,699.363000000003,2.33121000000001,0.3383355108156324,0.5474137931034483,464,4,0.7896345064847424
8.0,25.0,20.0,0.7,BE,TP2,658.2230000000025,2.1940766666666747,0.2936312654526867,0.5538793103448276,464,4,0.7893590966674785
10.0,30.0,20.0,0.5,BE,TP2,647.6420000000032,2.1588066666666776,0.28340140228045857,0.5387931034482759,464,4,0.7869637068143522
10.0,30.0,20.0,0.3,BE,TP2,647.6420000000032,2.1588066666666776,0.28340140228045857,0.5387931034482759,464,4,0.7869637068143522
8.0,15.0,25.0,0.5,BE+2,TP2,619.7600000000018,2.0658666666666727,0.25223361959788504,0.5517241379310345,464,4,0.7850344452103041
8.0,15.0,25.0,0.7,BE+2,TP2,619.7600000000018,2.0658666666666727,0.25223361959788504,0.5517241379310345,464,4,0.7850344452103041
8.0,15.0,25.0,0.3,BE+2,TP2,619.7600000000018,2.0658666666666727,0.25223361959788504,0.5517241379310345,464,4,0.7850344452103041
4.0,15.0,20.0,0.7,ORIG,TP2,711.1050000000023,2.3703500000000077,0.356284111773434,0.5517241379310345,464,4,0.7820540726742836
6.0,20.0,20.0,0.7,BE,TP2,655.2590000000018,2.1841966666666726,0.30127677864936886,0.5775862068965517,464,4,0.7745244514919087
10.0,25.0,20.0,0.5,ORIG,TP2,667.8340000000032,2.2261133333333443,0.3157467346798713,0.5323275862068966,464,4,0.7739990731866261
10.0,25.0,20.0,0.3,ORIG,TP2,667.8340000000032,2.2261133333333443,0.3157467346798713,0.5323275862068966,464,4,0.7739990731866261
10.0,25.0,20.0,0.3,BE,TP2,664.6810000000032,2.2156033333333442,0.3157467346798713,0.5387931034482759,464,4,0.7692666598412191
10.0,25.0,20.0,0.5,BE,TP2,664.6810000000032,2.2156033333333442,0.3157467346798713,0.5387931034482759,464,4,0.7692666598412191
10.0,15.0,25.0,0.3,BE,TP2,608.4330000000018,2.028110000000006,0.2549535483929696,0.540948275862069,464,4,0.7629170345586247
10.0,15.0,25.0,0.5,BE,TP2,608.4330000000018,2.028110000000006,0.2549535483929696,0.540948275862069,464,4,0.7629170345586247
10.0,15.0,25.0,0.7,BE,TP2,608.4330000000018,2.028110000000006,0.2549535483929696,0.540948275862069,464,4,0.7629170345586247
10.0,20.0,20.0,0.5,BE,TP2,655.0980000000034,2.1836600000000113,0.31127648294684757,0.5387931034482759,464,4,0.7607791161297179
10.0,20.0,20.0,0.3,BE,TP2,655.0980000000034,2.1836600000000113,0.31127648294684757,0.5387931034482759,464,4,0.7607791161297179
10.0,15.0,25.0,0.5,BE+2,TP2,602.8990000000019,2.00966333333334,0.2536640291869539,0.540948275862069,464,4,0.7555207727855398
10.0,15.0,25.0,0.3,BE+2,TP2,602.8990000000019,2.00966333333334,0.2536640291869539,0.540948275862069,464,4,0.7555207727855398
10.0,15.0,25.0,0.7,BE+2,TP2,602.8990000000019,2.00966333333334,0.2536640291869539,0.540948275862069,464,4,0.7555207727855398
4.0,30.0,25.0,0.5,BE,TP2,597.5030000000011,1.9916766666666703,0.2486781270492138,0.5732758620689655,464,4,0.7532613585409251
4.0,30.0,25.0,0.3,BE,TP2,597.5030000000011,1.9916766666666703,0.2486781270492138,0.5732758620689655,464,4,0.7532613585409251
4.0,30.0,25.0,0.7,BE,TP2,597.5030000000011,1.9916766666666703,0.2486781270492138,0.5732758620689655,464,4,0.7532613585409251
6.0,20.0,20.0,0.7,BE+2,TP2,644.3280000000011,2.147760000000004,0.30821016672693546,0.5775862068965517,464,4,0.7483417134792143
5.0,15.0,20.0,0.7,ORIG,TP2,684.6660000000027,2.282220000000009,0.3571097821873154,0.5560344827586207,464,4,0.7430504475010125
5.0,25.0,20.0,0.5,BE,TP2,702.2930000000006,2.3409766666666685,0.30270014293445774,0.6142241379310345,464,3,0.7419230282471205
5.0,25.0,20.0,0.3,BE,TP2,702.2930000000006,2.3409766666666685,0.30270014293445774,0.6142241379310345,464,3,0.7419230282471205
10.0,30.0,20.0,0.7,ORIG,TP2,612.8870000000034,2.0429566666666776,0.28454068547916145,0.5323275862068966,464,4,0.730268179575723
10.0,25.0,20.0,0.7,ORIG,TP2,638.0170000000032,2.126723333333344,0.3157467346798713,0.5323275862068966,464,4,0.7283243622838006
6.0,15.0,25.0,0.5,BE,TP2,598.4940000000015,1.994980000000005,0.2695329846957374,0.5646551724137931,464,4,0.726764495889676
6.0,15.0,25.0,0.7,BE,TP2,598.4940000000015,1.994980000000005,0.2695329846957374,0.5646551724137931,464,4,0.726764495889676
6.0,15.0,25.0,0.3,BE,TP2,598.4940000000015,1.994980000000005,0.2695329846957374,0.5646551724137931,464,4,0.726764495889676
6.0,15.0,20.0,0.5,BE+2,TP2,647.3640000000019,2.1578800000000062,0.3315368373246301,0.5732758620689655,464,4,0.7215515278580074
6.0,15.0,20.0,0.3,BE+2,TP2,647.3640000000019,2.1578800000000062,0.3315368373246301,0.5732758620689655,464,4,0.7215515278580074
6.0,15.0,20.0,0.7,BE+2,TP2,645.3640000000019,2.1512133333333394,0.3315368373246301,0.5732758620689655,464,4,0.71845729365605
8.0,25.0,20.0,0.5,ORIG,TP2,618.0140000000029,2.0600466666666764,0.30385457492149665,0.5301724137931034,464,4,0.7125249601225652
8.0,25.0,20.0,0.3,ORIG,TP2,618.0140000000029,2.0600466666666764,0.30385457492149665,0.5301724137931034,464,4,0.7125249601225652
10.0,25.0,20.0,0.7,BE,TP2,621.950000000003,2.0731666666666766,0.3157467346798713,0.5387931034482759,464,4,0.7028191371819511
6.0,15.0,20.0,0.5,BE,TP2,612.436000000002,2.04145333333334,0.30958633017795295,0.5732758620689655,464,4,0.6957204267670902
6.0,15.0,20.0,0.3,BE,TP2,612.436000000002,2.04145333333334,0.30958633017795295,0.5732758620689655,464,4,0.6957204267670902
5.0,25.0,20.0,0.7,BE,TP2,670.3440000000005,2.234480000000002,0.30270014293445774,0.6142241379310345,464,3,0.6953633458415744
5.0,15.0,20.0,0.3,BE+2,TP2,633.4960000000012,2.1116533333333374,0.3370503206580124,0.5926724137931034,464,4,0.6924532780688826
5.0,15.0,20.0,0.5,BE+2,TP2,633.4960000000012,2.1116533333333374,0.3370503206580124,0.5926724137931034,464,4,0.6924532780688826
5.0,20.0,20.0,0.7,BE,TP2,614.0160000000005,2.046720000000002,0.3144248255953812,0.5991379310344828,464,4,0.6917649972295792
4.0,15.0,20.0,0.5,ORIG,TP2,649.6590000000026,2.165530000000009,0.356284111773434,0.5474137931034483,464,4,0.6916815842959363
4.0,15.0,20.0,0.3,ORIG,TP2,649.6590000000026,2.165530000000009,0.356284111773434,0.5474137931034483,464,4,0.6916815842959363
6.0,15.0,20.0,0.7,BE,TP2,607.456000000002,2.02485333333334,0.30958633017795295,0.5732758620689655,464,4,0.687555724211697
4.0,15.0,20.0,0.7,BE,TP2,576.8060000000005,1.9226866666666682,0.2737373011063054,0.5948275862068966,464,4,0.6841781569860641
4.0,15.0,20.0,0.5,BE,TP2,576.8060000000005,1.9226866666666682,0.2737373011063054,0.5948275862068966,464,4,0.6841781569860641
4.0,15.0,20.0,0.3,BE,TP2,576.8060000000005,1.9226866666666682,0.2737373011063054,0.5948275862068966,464,4,0.6841781569860641
5.0,25.0,20.0,0.7,BE+2,TP2,593.2559999999999,1.9775199999999995,0.29523187459177,0.5969827586206896,464,4,0.6832805036896634
5.0,20.0,20.0,0.5,BE,TP2,605.4490000000005,2.018163333333335,0.3144248255953812,0.5991379310344828,464,4,0.677714342324995
5.0,20.0,20.0,0.3,BE,TP2,605.4490000000005,2.018163333333335,0.3144248255953812,0.5991379310344828,464,4,0.677714342324995
5.0,20.0,20.0,0.3,BE+2,TP2,604.8440000000005,2.0161466666666685,0.31492599326830334,0.5991379310344828,464,4,0.6760380079734158
5.0,20.0,20.0,0.5,BE+2,TP2,604.8440000000005,2.0161466666666685,0.31492599326830334,0.5991379310344828,464,4,0.6760380079734158
10.0,15.0,20.0,0.3,BE,TP2,584.7840000000026,1.9492800000000088,0.2903309798192923,0.540948275862069,464,4,0.6755132508679201
10.0,15.0,20.0,0.5,BE,TP2,584.7840000000026,1.9492800000000088,0.2903309798192923,0.540948275862069,464,4,0.6755132508679201
4.0,20.0,20.0,0.3,BE+2,TP2,580.6359999999997,1.9354533333333324,0.286683857741189,0.6056034482758621,464,4,0.6733183718841007
4.0,20.0,20.0,0.7,BE+2,TP2,580.6359999999997,1.9354533333333324,0.286683857741189,0.6056034482758621,464,4,0.6733183718841007
4.0,20.0,20.0,0.5,BE+2,TP2,580.6359999999997,1.9354533333333324,0.286683857741189,0.6056034482758621,464,4,0.6733183718841007
5.0,25.0,20.0,0.5,BE+2,TP2,587.2559999999999,1.9575199999999995,0.29523187459177,0.5969827586206896,464,4,0.6731153352454023
5.0,25.0,20.0,0.3,BE+2,TP2,587.2559999999999,1.9575199999999995,0.29523187459177,0.5969827586206896,464,4,0.6731153352454023
10.0,15.0,20.0,0.5,BE+2,TP2,583.1750000000025,1.943916666666675,0.29034106752750316,0.540948275862069,464,4,0.6727443970162936
10.0,15.0,20.0,0.3,BE+2,TP2,583.1750000000025,1.943916666666675,0.29034106752750316,0.540948275862069,464,4,0.6727443970162936
6.0,30.0,20.0,0.3,BE,TP2,583.6400000000015,1.9454666666666716,0.2927688323899284,0.5775862068965517,464,4,0.6702639560132198
6.0,30.0,20.0,0.5,BE,TP2,583.6400000000015,1.9454666666666716,0.2927688323899284,0.5775862068965517,464,4,0.6702639560132198
6.0,30.0,20.0,0.7,BE,TP2,583.6400000000015,1.9454666666666716,0.2927688323899284,0.5775862068965517,464,4,0.6702639560132198
5.0,15.0,20.0,0.7,BE+2,TP2,617.4960000000012,2.058320000000004,0.3370503206580124,0.5926724137931034,464,4,0.6668721832038425
10.0,30.0,20.0,0.5,BE+2,TP2,581.2250000000026,1.9374166666666754,0.2973874136542075,0.5387931034482759,464,4,0.6598824621345123
10.0,30.0,20.0,0.3,BE+2,TP2,581.2250000000026,1.9374166666666754,0.2973874136542075,0.5387931034482759,464,4,0.6598824621345123
8.0,25.0,20.0,0.7,ORIG,TP2,584.1250000000025,1.9470833333333417,0.30385457492149665,0.5301724137931034,464,4,0.656128850220373
5.0,20.0,20.0,0.7,BE+2,TP2,592.5410000000004,1.9751366666666679,0.31492599326830334,0.5991379310344828,464,4,0.6554875033590197
6.0,30.0,20.0,0.3,ORIG,TP2,585.374000000003,1.9512466666666766,0.30800674236110703,0.5366379310344828,464,4,0.6526593823519151
6.0,30.0,20.0,0.5,ORIG,TP2,585.374000000003,1.9512466666666766,0.30800674236110703,0.5366379310344828,464,4,0.6526593823519151
5.0,30.0,20.0,0.7,BE,TP2,636.5170000000005,2.121723333333335,0.29650242811152977,0.6163793103448276,464,3,0.6519503735964793
4.0,15.0,20.0,0.5,BE+2,TP2,580.7460000000005,1.9358200000000019,0.3040824890831416,0.5969827586206896,464,4,0.6500196490630711
4.0,15.0,20.0,0.7,BE+2,TP2,580.7460000000005,1.9358200000000019,0.3040824890831416,0.5969827586206896,464,4,0.6500196490630711
4.0,15.0,20.0,0.3,BE+2,TP2,580.7460000000005,1.9358200000000019,0.3040824890831416,0.5969827586206896,464,4,0.6500196490630711
5.0,25.0,25.0,0.3,BE,TP2,558.0160000000012,1.8600533333333373,0.2885288987571395,0.5689655172413793,464,4,0.6310911478270125
5.0,25.0,25.0,0.7,BE,TP2,558.0160000000012,1.8600533333333373,0.2885288987571395,0.5689655172413793,464,4,0.6310911478270125
5.0,25.0,25.0,0.5,BE,TP2,558.0160000000012,1.8600533333333373,0.2885288987571395,0.5689655172413793,464,4,0.6310911478270125
10.0,25.0,20.0,0.7,BE+2,TP2,589.4690000000021,1.9648966666666736,0.33136358460816995,0.5387931034482759,464,4,0.628098817779374
5.0,15.0,20.0,0.3,ORIG,TP2,610.1750000000022,2.033916666666674,0.3571097821873154,0.5517241379310345,464,4,0.627865120660482
5.0,15.0,20.0,0.5,ORIG,TP2,610.1750000000022,2.033916666666674,0.3571097821873154,0.5517241379310345,464,4,0.627865120660482
10.0,25.0,20.0,0.5,BE+2,TP2,586.9550000000022,1.956516666666674,0.33136358460816995,0.5387931034482759,464,4,0.623824842024191
10.0,25.0,20.0,0.3,BE+2,TP2,586.9550000000022,1.956516666666674,0.33136358460816995,0.5387931034482759,464,4,0.623824842024191
5.0,30.0,20.0,0.5,BE,TP2,612.9500000000005,2.0431666666666684,0.29650242811152977,0.6163793103448276,464,3,0.6142226139342379
5.0,30.0,20.0,0.3,BE,TP2,612.9500000000005,2.0431666666666684,0.29650242811152977,0.6163793103448276,464,3,0.6142226139342379
5.0,15.0,20.0,0.7,BE,TP2,579.5000000000014,1.9316666666666713,0.33483568428075955,0.5905172413793104,464,4,0.6063550143445824
5.0,15.0,20.0,0.5,BE,TP2,579.5000000000014,1.9316666666666713,0.33483568428075955,0.5905172413793104,464,4,0.6063550143445824
5.0,15.0,20.0,0.3,BE,TP2,579.5000000000014,1.9316666666666713,0.33483568428075955,0.5905172413793104,464,4,0.6063550143445824
6.0,15.0,20.0,0.3,ORIG,TP2,580.6680000000024,1.935560000000008,0.3383355108156324,0.5431034482758621,464,4,0.6036437506956529
6.0,15.0,20.0,0.5,ORIG,TP2,580.6680000000024,1.935560000000008,0.3383355108156324,0.5431034482758621,464,4,0.6036437506956529
5.0,30.0,20.0,0.7,BE+2,TP2,616.2300000000005,2.0541000000000014,0.3126471810500064,0.6163793103448276,464,3,0.597764101395482
4.0,25.0,20.0,0.7,BE,TP2,593.6539999999998,1.978846666666666,0.3009459390733871,0.6271551724137931,464,3,0.5762371656607496
4.0,20.0,20.0,0.5,BE,TP2,583.4779999999998,1.944926666666666,0.2886318237982074,0.6120689655172413,464,3,0.5755713107187521
4.0,20.0,20.0,0.3,BE,TP2,583.4779999999998,1.944926666666666,0.2886318237982074,0.6120689655172413,464,3,0.5755713107187521
4.0,20.0,20.0,0.7,BE,TP2,583.4779999999998,1.944926666666666,0.2886318237982074,0.6120689655172413,464,3,0.5755713107187521
4.0,30.0,20.0,0.5,BE,TP2,580.1619999999994,1.9338733333333311,0.2861494014536566,0.6163793103448276,464,3,0.5732232082667816
4.0,30.0,20.0,0.3,BE,TP2,580.1619999999994,1.9338733333333311,0.2861494014536566,0.6163793103448276,464,3,0.5732232082667816
4.0,30.0,20.0,0.7,BE,TP2,580.1619999999994,1.9338733333333311,0.2861494014536566,0.6163793103448276,464,3,0.5732232082667816
4.0,25.0,20.0,0.5,BE,TP2,591.6339999999998,1.9721133333333327,0.3009459390733871,0.6271551724137931,464,3,0.5728287080443287
4.0,25.0,20.0,0.3,BE,TP2,591.6339999999998,1.9721133333333327,0.3009459390733871,0.6271551724137931,464,3,0.5728287080443287
6.0,25.0,20.0,0.7,BE,TP2,615.4750000000013,2.0515833333333378,0.3363883678752457,0.5775862068965517,464,3,0.5644875561275788
5.0,30.0,20.0,0.5,BE+2,TP2,589.3800000000003,1.964600000000001,0.3126471810500064,0.6163793103448276,464,3,0.5532149678411241
5.0,30.0,20.0,0.3,BE+2,TP2,589.3800000000003,1.964600000000001,0.3126471810500064,0.6163793103448276,464,3,0.5532149678411241
6.0,25.0,20.0,0.3,BE,TP2,599.4550000000013,1.9981833333333376,0.3363883678752457,0.5775862068965517,464,3,0.5381141378103272
6.0,25.0,20.0,0.5,BE,TP2,599.4550000000013,1.9981833333333376,0.3363883678752457,0.5775862068965517,464,3,0.5381141378103272
4.0,25.0,20.0,0.7,BE+2,TP2,580.732,1.9357733333333333,0.32033789044193145,0.6271551724137931,464,3,0.5280507500135854
4.0,25.0,20.0,0.5,BE+2,TP2,580.732,1.9357733333333333,0.32033789044193145,0.6271551724137931,464,3,0.5280507500135854
4.0,25.0,20.0,0.3,BE+2,TP2,580.732,1.9357733333333333,0.32033789044193145,0.6271551724137931,464,3,0.5280507500135854
4.0,30.0,20.0,0.7,BE+2,TP2,579.346,1.9311533333333333,0.35130382072418276,0.6293103448275862,464,3,0.4838572484960991
4.0,30.0,20.0,0.5,BE+2,TP2,579.346,1.9311533333333333,0.35130382072418276,0.6293103448275862,464,3,0.4838572484960991
4.0,30.0,20.0,0.3,BE+2,TP2,579.346,1.9311533333333333,0.35130382072418276,0.6293103448275862,464,3,0.4838572484960991
6.0,20.0,15.0,0.3,BE+2,TP2,564.5550000000026,1.8818500000000085,0.45979935788441295,0.5603448275862069,464,2,0.21152620239861802
6.0,20.0,15.0,0.5,BE+2,TP2,564.5550000000026,1.8818500000000085,0.45979935788441295,0.5603448275862069,464,2,0.21152620239861802
6.0,20.0,15.0,0.7,BE+2,TP2,561.3060000000025,1.8710200000000086,0.45979935788441295,0.5603448275862069,464,2,0.20575460356173886
5.0,20.0,15.0,0.5,BE,TP2,544.1430000000023,1.8138100000000077,0.4765749365714563,0.5732758620689655,464,2,0.1520534409316921
5.0,20.0,15.0,0.3,BE,TP2,544.1430000000023,1.8138100000000077,0.4765749365714563,0.5732758620689655,464,2,0.1520534409316921
10.0,20.0,20.0,0.7,BE+2,TP1,385.02400000000125,1.2834133333333375,0.3688501099524729,0.5431034482758621,464,4,0.15157554691517433
10.0,20.0,20.0,0.3,BE+2,TP1,385.02400000000125,1.2834133333333375,0.3688501099524729,0.5431034482758621,464,4,0.15157554691517433
10.0,20.0,20.0,0.5,BE+2,TP1,385.02400000000125,1.2834133333333375,0.3688501099524729,0.5431034482758621,464,4,0.15157554691517433
6.0,15.0,15.0,0.3,ORIG,TP2,547.2050000000045,1.8240166666666815,0.4814907447934378,0.5280172413793104,464,2,0.1510285235661612
6.0,15.0,15.0,0.5,ORIG,TP2,547.2050000000045,1.8240166666666815,0.4814907447934378,0.5280172413793104,464,2,0.1510285235661612
10.0,25.0,20.0,0.3,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,30.0,20.0,0.5,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,30.0,20.0,0.7,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,25.0,20.0,0.5,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,30.0,20.0,0.3,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,25.0,20.0,0.7,BE+2,TP1,384.5980000000011,1.2819933333333369,0.3688501099524729,0.5431034482758621,464,4,0.15046850984111318
10.0,15.0,20.0,0.3,BE+2,TP1,383.94700000000125,1.2798233333333375,0.3688501099524729,0.5431034482758621,464,4,0.14877439913660562
10.0,15.0,20.0,0.5,BE+2,TP1,383.94700000000125,1.2798233333333375,0.3688501099524729,0.5431034482758621,464,4,0.14877439913660562
10.0,15.0,20.0,0.7,BE+2,TP1,383.94700000000125,1.2798233333333375,0.3688501099524729,0.5431034482758621,464,4,0.14877439913660562
6.0,15.0,15.0,0.7,ORIG,TP2,542.2690000000043,1.8075633333333478,0.4814907447934378,0.5301724137931034,464,2,0.14196720815435776
5.0,20.0,15.0,0.7,BE,TP2,534.9140000000023,1.7830466666666742,0.4765749365714563,0.5732758620689655,464,2,0.13494734728350183
4.0,20.0,15.0,0.3,BE,TP2,527.0200000000013,1.756733333333338,0.46793933733237847,0.5948275862068966,464,2,0.13173791843048127
4.0,20.0,15.0,0.5,BE,TP2,527.0200000000013,1.756733333333338,0.46793933733237847,0.5948275862068966,464,2,0.13173791843048127
10.0,30.0,20.0,0.3,ORIG,TP1,375.0200000000011,1.2500666666666704,0.3688501099524729,0.5431034482758621,464,4,0.12524923478953603
10.0,25.0,20.0,0.5,ORIG,TP1,375.0200000000011,1.2500666666666704,0.3688501099524729,0.5431034482758621,464,4,0.12524923478953603
10.0,30.0,20.0,0.5,ORIG,TP1,375.0200000000011,1.2500666666666704,0.3688501099524729,0.5431034482758621,464,4,0.12524923478953603
