tp1,tp2,sl,first_frac,runner_stop,fallback_001,train_final,train_multiple,train_dd,train_wr,train_trades,train_pos_years,train_score,oos_final,oos_multiple,oos_dd,oos_wr,oos_trades,oos_pos_years,full_final,full_dd,ret_2023,ret_2024,ret_2025,ret_2026,growth_dd
10.0,25.0,25.0,0.7,BE,TP2,729.7990000000016,2.4326633333333385,0.2504092206883929,0.5387931034482759,464,4,0.9509342311774577,1084.3870000000015,3.6146233333333386,0.4408676582129414,0.6245954692556634,309,4,2231.510000000001,0.4509386816442957,0.31165333333333445,0.6791225323764478,0.5201217445000008,0.07965057293652733,1.5562811951945552
10.0,20.0,25.0,0.7,BE,TP2,723.4100000000019,2.411366666666673,0.2464543552011011,0.5387931034482759,464,4,0.9474802888554946,1082.208000000001,3.6073600000000035,0.44183495353281627,0.6213592233009708,309,4,2065.5600000000013,0.45661303517861973,0.1705700000000001,0.8372701618299976,0.5688379965157837,0.06915574664495838,1.5512158504247031
8.0,30.0,20.0,0.7,ORIG,TP2,760.7830000000035,2.535943333333345,0.2621403145840052,0.5344827586206896,464,4,0.9766762667368208,1089.3569999999972,3.631189999999991,0.46342276786971914,0.5598705501618123,309,4,2942.085999999995,0.4883172288559271,0.2669766666666684,0.7239359840881092,0.44753653533885074,0.14849653191805623,1.5191558179962972
8.0,25.0,20.0,0.7,BE+2,TP2,765.5420000000026,2.5518066666666757,0.26483793181545634,0.5538793103448276,464,4,0.9792703970861732,1053.4020000000003,3.511340000000001,0.43755995218383653,0.6343042071197411,309,3,2895.4609999999975,0.47879223060147297,0.23712666666666937,0.914411889916958,0.6894910845855977,-0.12245897624295854,1.518299210352375
10.0,20.0,25.0,0.7,BE+2,TP2,720.0770000000018,2.4002566666666727,0.24230834029343526,0.5387931034482759,464,4,0.9484594166840599,1038.9320000000007,3.4631066666666688,0.4740200546946213,0.6213592233009708,309,4,2263.8600000000006,0.45429174596574257,0.1705700000000001,0.877991064182412,0.5495651224571456,0.01663515772086588,1.4298185974156332
8.0,20.0,20.0,0.5,BE,TP2,759.2050000000031,2.530683333333344,0.2835133109402319,0.5538793103448276,464,4,0.9457463887283949,972.3289999999988,3.2410966666666625,0.422814421196619,0.6310679611650486,309,3,2542.2899999999972,0.4638387961395364,0.17221000000000086,0.691153177900433,0.8434496465539822,-0.11310473407161548,1.4287757241666965
8.0,20.0,20.0,0.7,BE+2,TP2,771.4840000000022,2.5716133333333406,0.2642953720818786,0.5538793103448276,464,4,0.9877347058009492,972.2009999999991,3.240669999999997,0.42634975225735505,0.6310679611650486,309,3,2440.5309999999963,0.4897912586990892,0.17190000000000127,0.7374463122564485,0.912468854058547,-0.16777934619128054,1.421939429510148
4.0,15.0,25.0,0.3,ORIG,TP2,731.6560000000015,2.4388533333333386,0.24523639236115038,0.5474137931034483,464,4,0.9604588538034421,900.0930000000001,3.0003100000000003,0.3711972377481567,0.5954692556634305,309,4,2599.322000000001,0.4228588544111956,0.09243333333333181,0.43137643792146374,0.4071327314780253,0.36358513118606006,1.4195314928607345
4.0,15.0,25.0,0.5,ORIG,TP2,731.6560000000015,2.4388533333333386,0.24523639236115038,0.5474137931034483,464,4,0.9604588538034421,900.0930000000001,3.0003100000000003,0.3711972377481567,0.5954692556634305,309,4,2297.59,0.40612118565581035,0.09243333333333181,0.43137643792146374,0.4071327314780253,0.36358513118606006,1.4195314928607345
8.0,20.0,20.0,0.3,BE,TP2,759.2050000000031,2.530683333333344,0.2835133109402319,0.5538793103448276,464,4,0.9457463887283949,948.3289999999988,3.161096666666663,0.4142760048331498,0.6310679611650486,309,3,2851.2649999999967,0.4265024488368873,0.17221000000000086,0.691153177900433,0.682028060452381,-0.051982897626680846,1.4094244615417608
6.0,20.0,25.0,0.5,BE+2,TP2,741.3180000000009,2.471060000000003,0.2598870697244509,0.5711206896551724,464,4,0.9537996642510118,963.4880000000003,3.2116266666666675,0.4360028239701944,0.6731391585760518,309,3,2206.4129999999973,0.4923342971566434,0.1705700000000001,1.1057518986476693,0.4178739355681491,-0.08106912048588055,1.3915142451830187
